nt_cluster,uniport_cluster
Cluster-93778.8_TRINITY_DN203233_c2_g1,
Cluster-90.159_TRINITY_DN205214_c1_g2,
Cluster-109078.0_TRINITY_DN205576_c1_g2,
Cluster-108682.2_TRINITY_DN198473_c0_g1,
Cluster-62552.21_TRINITY_DN210831_c3_g3,
Cluster-46444.0_TRINITY_DN211283_c4_g7,
Cluster-64365.175_TRINITY_DN196923_c2_g1,
Cluster-62821.0_TRINITY_DN199410_c8_g2,
Cluster-45630.2_TRINITY_DN210965_c2_g2,
Cluster-86552.0_TRINITY_DN199978_c1_g7,
Cluster-64365.1405_TRINITY_DN206879_c1_g1,
Cluster-108575.1_TRINITY_DN210499_c2_g1,
Cluster-57121.1_TRINITY_DN193035_c1_g1,
Cluster-70184.0_TRINITY_DN200934_c3_g2,
Cluster-112001.3_TRINITY_DN197381_c2_g1,
Cluster-96788.3_TRINITY_DN209424_c2_g1,
Cluster-79772.0_TRINITY_DN209773_c4_g5,
Cluster-110626.4_TRINITY_DN210886_c2_g1,
Cluster-20386.11_TRINITY_DN209793_c9_g3,
Cluster-18452.82_TRINITY_DN195213_c5_g5,
Cluster-55071.3_TRINITY_DN194192_c2_g2,
Cluster-53151.0_TRINITY_DN201773_c1_g5,
Cluster-63851.0_TRINITY_DN198538_c3_g1,
Cluster-62636.0_TRINITY_DN202058_c6_g5,
Cluster-55992.0_TRINITY_DN201690_c2_g7,
Cluster-100396.0_TRINITY_DN205494_c1_g2,
Cluster-99021.3_TRINITY_DN207361_c0_g1,
Cluster-112456.0_TRINITY_DN209029_c2_g2,
Cluster-30666.1_TRINITY_DN202985_c0_g4,
Cluster-64365.2269_TRINITY_DN208192_c0_g2,
Cluster-102450.0_TRINITY_DN202196_c0_g2,
Cluster-97364.3_TRINITY_DN209027_c3_g2,
Cluster-105696.18_TRINITY_DN210495_c1_g1,
Cluster-97428.1_TRINITY_DN205611_c3_g1,
Cluster-57121.5_TRINITY_DN208498_c2_g1,
Cluster-73519.0_TRINITY_DN197464_c3_g2,
Cluster-90572.0_TRINITY_DN201049_c5_g1,
Cluster-68332.0_TRINITY_DN190192_c0_g1,
Cluster-32944.1_TRINITY_DN197115_c3_g1,
Cluster-75559.3_TRINITY_DN208836_c2_g1,
Cluster-106550.1_TRINITY_DN194639_c0_g1,
Cluster-94666.0_TRINITY_DN204563_c1_g1,
Cluster-108917.3_TRINITY_DN210573_c1_g1,
Cluster-90.80_TRINITY_DN205264_c2_g3,
Cluster-92834.0_TRINITY_DN196776_c2_g4,
Cluster-105581.0_TRINITY_DN200160_c5_g2,
Cluster-5121.24_TRINITY_DN197882_c1_g2,
Cluster-104520.27_TRINITY_DN198185_c2_g5,
Cluster-36372.0_TRINITY_DN197512_c5_g2,
Cluster-7433.59_TRINITY_DN197323_c0_g2,
Cluster-57551.0_TRINITY_DN253232_c0_g1,
Cluster-88831.7_TRINITY_DN210268_c1_g1,
Cluster-113576.0_TRINITY_DN202869_c0_g1,
Cluster-79779.8_TRINITY_DN195689_c1_g3,
Cluster-103792.0_TRINITY_DN196271_c0_g1,
Cluster-103173.1_TRINITY_DN200733_c1_g1,
Cluster-59125.4_TRINITY_DN199878_c5_g1,
Cluster-103293.2_TRINITY_DN206592_c2_g2,
Cluster-11361.52_TRINITY_DN201021_c1_g6,
Cluster-94333.0_TRINITY_DN208529_c1_g1,
Cluster-71332.1_TRINITY_DN200316_c1_g7,
Cluster-51209.1_TRINITY_DN190012_c2_g2,
Cluster-92099.8_TRINITY_DN197864_c8_g7,
Cluster-88139.0_TRINITY_DN190118_c0_g1,
Cluster-71540.2_TRINITY_DN197905_c2_g3,
Cluster-53275.0_TRINITY_DN196207_c6_g4,
Cluster-62042.7_TRINITY_DN199788_c4_g1,
Cluster-71144.0_TRINITY_DN198902_c1_g1,
Cluster-52139.2_TRINITY_DN193876_c5_g2,
Cluster-94416.0_TRINITY_DN206199_c2_g2,
Cluster-112871.0_TRINITY_DN198585_c3_g2,
Cluster-64365.1014_TRINITY_DN207222_c3_g1,
Cluster-107615.0_TRINITY_DN200219_c2_g2,
Cluster-99414.0_TRINITY_DN200180_c1_g1,
Cluster-90266.1_TRINITY_DN194396_c4_g1,
Cluster-101858.5_TRINITY_DN211193_c3_g1,
Cluster-98889.1_TRINITY_DN202414_c0_g3,
Cluster-88601.0_TRINITY_DN208668_c0_g3,
Cluster-67222.0_TRINITY_DN210862_c1_g1,
Cluster-36240.3_TRINITY_DN193243_c2_g5,
Cluster-80812.2_TRINITY_DN199396_c3_g1,
Cluster-92877.0_TRINITY_DN205562_c0_g2,
Cluster-27456.57_TRINITY_DN197714_c1_g2,
Cluster-27456.42_TRINITY_DN194470_c2_g2,
Cluster-27456.18_TRINITY_DN194470_c2_g2,
Cluster-27456.16_TRINITY_DN194470_c2_g2,
Cluster-85239.1_TRINITY_DN199902_c1_g3,
Cluster-65411.0_TRINITY_DN210300_c2_g2,
Cluster-101315.3_TRINITY_DN209527_c0_g3,
Cluster-101315.1_TRINITY_DN203535_c4_g1,
Cluster-113462.3_TRINITY_DN201804_c5_g2,
Cluster-113462.1_TRINITY_DN201804_c5_g2,
Cluster-51209.4_TRINITY_DN198683_c1_g2,
Cluster-83870.1_TRINITY_DN208619_c2_g1,
Cluster-87099.0_TRINITY_DN202437_c2_g2,
Cluster-91384.0_TRINITY_DN202125_c1_g1,
Cluster-94148.0_TRINITY_DN192949_c0_g3,
Cluster-86644.1_TRINITY_DN197214_c3_g2,
Cluster-90315.0_TRINITY_DN202543_c1_g1,
Cluster-96521.4_TRINITY_DN199373_c2_g2,
Cluster-102720.2_TRINITY_DN196586_c0_g1,
Cluster-101664.0_TRINITY_DN196366_c6_g3,
Cluster-78211.0_TRINITY_DN203469_c4_g1,
Cluster-106518.1_TRINITY_DN189211_c0_g1,
Cluster-99010.2_TRINITY_DN204345_c2_g1,
Cluster-77116.0_TRINITY_DN203277_c3_g4,
Cluster-72821.0_TRINITY_DN203277_c3_g2,
Cluster-99892.1_TRINITY_DN203904_c4_g2,
Cluster-98699.0_TRINITY_DN210590_c0_g1,
Cluster-96972.0_TRINITY_DN199543_c1_g1,
Cluster-93324.8_TRINITY_DN211230_c1_g2,
Cluster-103930.5_TRINITY_DN209596_c3_g1,
Cluster-107438.12_TRINITY_DN207998_c0_g1,
Cluster-65975.3_TRINITY_DN205761_c1_g1,
Cluster-106138.0_TRINITY_DN204187_c1_g2,
Cluster-20386.19_TRINITY_DN210693_c3_g2,
Cluster-76560.0_TRINITY_DN206907_c0_g2,
Cluster-79377.1_TRINITY_DN207274_c1_g4,
Cluster-91135.11_TRINITY_DN210087_c0_g3,
Cluster-104411.1_TRINITY_DN204698_c0_g1,
Cluster-104411.0_TRINITY_DN204698_c0_g1,
Cluster-92608.20_TRINITY_DN198559_c3_g2,
Cluster-106566.10_TRINITY_DN210312_c1_g2,
Cluster-93976.0_TRINITY_DN211117_c2_g2,
Cluster-52842.0_TRINITY_DN190559_c0_g2,
Cluster-94477.14_TRINITY_DN207475_c0_g2,
Cluster-94402.0_TRINITY_DN203402_c1_g2,
Cluster-110626.3_TRINITY_DN210886_c2_g1,
Cluster-85429.0_TRINITY_DN192121_c2_g9,
Cluster-99522.0_TRINITY_DN199600_c6_g1,
Cluster-60768.0_TRINITY_DN201528_c0_g4,
Cluster-114200.0_TRINITY_DN209483_c0_g1,
Cluster-100808.0_TRINITY_DN196951_c1_g5,
Cluster-75706.0_TRINITY_DN196354_c3_g1,
Cluster-99777.0_TRINITY_DN195720_c4_g1,
Cluster-79311.0_TRINITY_DN199151_c2_g2,
Cluster-94284.0_TRINITY_DN190841_c0_g1,
Cluster-91928.6_TRINITY_DN202162_c2_g1,
Cluster-64365.1203_TRINITY_DN199435_c0_g2,
Cluster-110072.2_TRINITY_DN202743_c0_g2,
Cluster-91067.0_TRINITY_DN202311_c2_g3,
Cluster-90058.13_TRINITY_DN211272_c2_g2,
Cluster-64365.2125_TRINITY_DN205261_c1_g1,
Cluster-96164.4_TRINITY_DN210349_c1_g1,
Cluster-86057.0_TRINITY_DN206667_c0_g2,
Cluster-108138.5_TRINITY_DN204619_c1_g1,
Cluster-113097.5_TRINITY_DN210574_c0_g1,
Cluster-75305.0_TRINITY_DN187565_c0_g1,
Cluster-107847.0_TRINITY_DN206080_c0_g1,
Cluster-113174.1_TRINITY_DN208521_c2_g1,
Cluster-50909.0_TRINITY_DN198491_c1_g1,
Cluster-60189.0_TRINITY_DN197034_c5_g4,
Cluster-111067.0_TRINITY_DN205954_c0_g4,
Cluster-89208.11_TRINITY_DN203336_c0_g1,
Cluster-81568.5_TRINITY_DN193224_c2_g6,
Cluster-59195.0_TRINITY_DN196305_c1_g6,
Cluster-109288.0_TRINITY_DN198684_c1_g1,
Cluster-75335.0_TRINITY_DN202136_c8_g1,
Cluster-64365.146_TRINITY_DN201729_c1_g1,
Cluster-8766.15_TRINITY_DN206907_c0_g1,
Cluster-105799.0_TRINITY_DN197937_c3_g1,
Cluster-93827.0_TRINITY_DN208160_c0_g2,
Cluster-112061.0_TRINITY_DN199803_c2_g1,
Cluster-40837.0_TRINITY_DN199330_c5_g4,
Cluster-88371.1_TRINITY_DN153830_c0_g2,
Cluster-108459.0_TRINITY_DN130049_c0_g1,
Cluster-58587.0_TRINITY_DN164269_c0_g1,
Cluster-64875.0_TRINITY_DN194649_c7_g4,
Cluster-100757.0_TRINITY_DN205152_c2_g2,
Cluster-109400.0_TRINITY_DN197026_c7_g1,
Cluster-61377.0_TRINITY_DN208009_c1_g4,
Cluster-55853.0_TRINITY_DN194856_c2_g8,
Cluster-49206.0_TRINITY_DN201995_c2_g1,
Cluster-51501.0_TRINITY_DN202867_c1_g2,
Cluster-108080.1_TRINITY_DN203735_c4_g1,
Cluster-15716.11_TRINITY_DN207056_c6_g1,
Cluster-99543.0_TRINITY_DN201885_c1_g3,
Cluster-101459.37_TRINITY_DN204327_c2_g3,
Cluster-86311.0_TRINITY_DN203807_c1_g1,
Cluster-36009.1_TRINITY_DN204611_c2_g1,
Cluster-109985.3_TRINITY_DN209291_c2_g1,
Cluster-92099.1_TRINITY_DN210620_c3_g1,
Cluster-109115.2_TRINITY_DN207452_c2_g1,
Cluster-102607.0_TRINITY_DN206387_c4_g5,
Cluster-47623.0_TRINITY_DN192427_c0_g1,
Cluster-35928.1_TRINITY_DN197967_c8_g1,
Cluster-55805.0_TRINITY_DN194996_c1_g2,
Cluster-91620.1_TRINITY_DN210730_c2_g2,
Cluster-91620.0_TRINITY_DN191578_c0_g1,
Cluster-105181.2_TRINITY_DN209002_c2_g1,
Cluster-108518.10_TRINITY_DN211195_c3_g2,
Cluster-84139.92_TRINITY_DN202048_c3_g1,
Cluster-61509.0_TRINITY_DN201210_c2_g6,
Cluster-104200.0_TRINITY_DN185299_c0_g1,
Cluster-111341.1_TRINITY_DN204315_c0_g2,
Cluster-111341.0_TRINITY_DN204315_c0_g1,
Cluster-109448.0_TRINITY_DN204140_c4_g4,
Cluster-105394.0_TRINITY_DN198827_c1_g2,
Cluster-113763.3_TRINITY_DN199578_c0_g1,
Cluster-104587.0_TRINITY_DN208362_c2_g1,
Cluster-105566.0_TRINITY_DN205819_c0_g1,
Cluster-52924.3_TRINITY_DN200751_c1_g1,
Cluster-106043.0_TRINITY_DN195510_c3_g3,
Cluster-88825.4_TRINITY_DN203980_c1_g3,
Cluster-88825.1_TRINITY_DN203980_c1_g5,
Cluster-100909.2_TRINITY_DN199889_c1_g5,
Cluster-27456.45_TRINITY_DN194470_c2_g2,
Cluster-27456.39_TRINITY_DN194470_c2_g2,
Cluster-109260.0_TRINITY_DN202692_c1_g2,
Cluster-27162.0_TRINITY_DN208327_c1_g1,
Cluster-45787.0_TRINITY_DN206334_c3_g5,
Cluster-48084.0_TRINITY_DN196014_c0_g6,
Cluster-63711.0_TRINITY_DN203063_c5_g1,
Cluster-86391.0_TRINITY_DN195096_c2_g8,
Cluster-112063.13_TRINITY_DN203515_c2_g1,
Cluster-53737.0_TRINITY_DN196344_c9_g1,
Cluster-85039.0_TRINITY_DN197482_c0_g7,
Cluster-109393.2_TRINITY_DN204221_c0_g7,
Cluster-113869.0_TRINITY_DN194306_c3_g1,
Cluster-101459.27_TRINITY_DN210486_c3_g3,
Cluster-99892.0_TRINITY_DN209345_c6_g1,
Cluster-105760.0_TRINITY_DN199519_c9_g2,
Cluster-114313.2_TRINITY_DN210684_c3_g1,
Cluster-113462.2_TRINITY_DN201804_c5_g2,
Cluster-53036.1_TRINITY_DN208970_c1_g2,
Cluster-51299.1_TRINITY_DN193698_c5_g1,
Cluster-64743.1_TRINITY_DN203508_c4_g5,
Cluster-108917.4_TRINITY_DN206851_c3_g1,
Cluster-108917.0_TRINITY_DN206851_c3_g1,
Cluster-94435.0_TRINITY_DN210512_c1_g2,
Cluster-113113.1_TRINITY_DN201998_c4_g1,
Cluster-113113.0_TRINITY_DN201998_c4_g1,
Cluster-113536.2_TRINITY_DN198060_c2_g5,
Cluster-108981.8_TRINITY_DN211245_c1_g1,
Cluster-65974.0_TRINITY_DN206276_c0_g1,
Cluster-109913.0_TRINITY_DN198969_c0_g1,
Cluster-105404.0_TRINITY_DN201894_c1_g2,
Cluster-96189.0_TRINITY_DN195053_c4_g3,
Cluster-105723.0_TRINITY_DN177053_c0_g1,
Cluster-93125.1_TRINITY_DN174786_c0_g2,
Cluster-69865.0_TRINITY_DN181547_c0_g1,
Cluster-106961.0_TRINITY_DN210851_c3_g4,
Cluster-102103.0_TRINITY_DN201976_c0_g1,
Cluster-78915.0_TRINITY_DN206597_c2_g2,
Cluster-102476.0_TRINITY_DN200246_c2_g2,
Cluster-111091.0_TRINITY_DN194116_c5_g3,
Cluster-94901.0_TRINITY_DN45593_c0_g1,
Cluster-77614.2_TRINITY_DN203383_c1_g2,
Cluster-38595.0_TRINITY_DN211117_c2_g3,
Cluster-108478.0_TRINITY_DN206427_c2_g1,
Cluster-91928.2_TRINITY_DN204686_c5_g2,
Cluster-104560.0_TRINITY_DN207372_c0_g3,
Cluster-56921.0_TRINITY_DN201193_c0_g9,
Cluster-75122.0_TRINITY_DN202377_c8_g3,
Cluster-96158.0_TRINITY_DN194861_c5_g1,
Cluster-90131.0_TRINITY_DN207800_c1_g2,
Cluster-97768.0_TRINITY_DN209374_c1_g2,
Cluster-96378.0_TRINITY_DN57409_c0_g1,
Cluster-92017.0_TRINITY_DN203588_c0_g4,
Cluster-94010.1_TRINITY_DN202114_c0_g4,
Cluster-94010.0_TRINITY_DN202114_c0_g4,
Cluster-106229.0_TRINITY_DN204946_c3_g5,
Cluster-102586.0_TRINITY_DN207577_c5_g1,
Cluster-95529.1_TRINITY_DN207893_c5_g1,
Cluster-80386.1_TRINITY_DN195314_c3_g5,
Cluster-113859.0_TRINITY_DN203329_c3_g3,
Cluster-60429.0_TRINITY_DN208257_c0_g2,
Cluster-100610.0_TRINITY_DN197332_c5_g3,
Cluster-100690.0_TRINITY_DN193230_c0_g1,
Cluster-100636.0_TRINITY_DN203446_c1_g5,
Cluster-44368.0_TRINITY_DN199837_c0_g5,
Cluster-113415.0_TRINITY_DN197394_c9_g1,
Cluster-101043.1_TRINITY_DN193988_c2_g1,
Cluster-101342.0_TRINITY_DN204523_c4_g4,
Cluster-104366.2_TRINITY_DN202901_c1_g1,
Cluster-101746.0_TRINITY_DN195959_c0_g1,
Cluster-86459.1_TRINITY_DN202607_c1_g4,
Cluster-102178.0_TRINITY_DN206940_c2_g1,
Cluster-103053.0_TRINITY_DN195744_c0_g1,
Cluster-67215.0_TRINITY_DN205607_c2_g1,
Cluster-51610.0_TRINITY_DN199414_c2_g1,
Cluster-45351.0_TRINITY_DN169991_c0_g1,
Cluster-68169.0_TRINITY_DN192853_c0_g1,
Cluster-90365.0_TRINITY_DN194742_c0_g1,
Cluster-89592.0_TRINITY_DN199676_c2_g2,
Cluster-52139.215_TRINITY_DN193561_c4_g3,
Cluster-70020.1_TRINITY_DN200902_c3_g4,
Cluster-81183.0_TRINITY_DN203103_c4_g7,
Cluster-52993.0_TRINITY_DN195071_c6_g5,
Cluster-68115.0_TRINITY_DN199176_c4_g1,
Cluster-58443.0_TRINITY_DN196929_c3_g3,
Cluster-93743.0_TRINITY_DN196558_c2_g7,
Cluster-57813.0_TRINITY_DN209214_c4_g1,
Cluster-56647.5_TRINITY_DN199678_c2_g2,
Cluster-48777.0_TRINITY_DN192542_c4_g2,
Cluster-37302.1_TRINITY_DN201208_c3_g1,
Cluster-104538.0_TRINITY_DN60939_c0_g1,
Cluster-96277.0_TRINITY_DN197914_c0_g1,
Cluster-114223.1_TRINITY_DN207833_c3_g1,
Cluster-100043.0_TRINITY_DN208203_c2_g2,
Cluster-104520.33_TRINITY_DN211138_c1_g2,
Cluster-39220.0_TRINITY_DN198924_c1_g1,
Cluster-57580.0_TRINITY_DN192407_c4_g8,
Cluster-100324.0_TRINITY_DN200457_c1_g1,
Cluster-99352.0_TRINITY_DN203360_c2_g2,
Cluster-64365.120_TRINITY_DN205223_c5_g5,
Cluster-92079.0_TRINITY_DN201693_c3_g4,
Cluster-86119.0_TRINITY_DN208875_c0_g1,
Cluster-99683.0_TRINITY_DN146373_c1_g1,
Cluster-99428.0_TRINITY_DN174498_c0_g1,
Cluster-91954.1_TRINITY_DN198088_c2_g2,
Cluster-92350.0_TRINITY_DN176789_c0_g1,
Cluster-94396.0_TRINITY_DN200131_c0_g3,
Cluster-106219.0_TRINITY_DN179094_c0_g1,
Cluster-97601.0_TRINITY_DN199663_c3_g3,
Cluster-90181.0_TRINITY_DN174342_c0_g3,
Cluster-99322.0_TRINITY_DN193954_c2_g1,
Cluster-90996.0_TRINITY_DN196244_c1_g1,
Cluster-112309.0_TRINITY_DN186105_c0_g1,
Cluster-87864.0_TRINITY_DN241886_c0_g1,
Cluster-105757.0_TRINITY_DN181225_c0_g1,
Cluster-52139.60_TRINITY_DN205664_c4_g2,
Cluster-89506.0_TRINITY_DN209268_c1_g1,
Cluster-102020.0_TRINITY_DN208189_c4_g1,
Cluster-85393.0_TRINITY_DN201400_c1_g1,
Cluster-75076.0_TRINITY_DN193407_c5_g2,
Cluster-95899.34_TRINITY_DN206423_c3_g2,
Cluster-41554.0_TRINITY_DN198288_c5_g2,
Cluster-105869.0_TRINITY_DN159222_c0_g1,
Cluster-52139.185_TRINITY_DN200428_c6_g1,
Cluster-91639.0_TRINITY_DN362872_c0_g1,
Cluster-91931.0_TRINITY_DN193393_c6_g1,
Cluster-96813.0_TRINITY_DN246794_c0_g1,
Cluster-90540.0_TRINITY_DN147645_c0_g1,
Cluster-106865.0_TRINITY_DN182390_c0_g2,
Cluster-94046.0_TRINITY_DN199674_c3_g3,
Cluster-111179.0_TRINITY_DN165938_c0_g1,
Cluster-92969.0_TRINITY_DN197734_c4_g2,
Cluster-92409.1_TRINITY_DN206204_c8_g3,
Cluster-100777.1_TRINITY_DN189039_c0_g1,
Cluster-97937.0_TRINITY_DN164593_c0_g1,
Cluster-90070.0_TRINITY_DN157265_c0_g1,
Cluster-114015.0_TRINITY_DN198547_c8_g1,
Cluster-92506.0_TRINITY_DN200709_c0_g1,
Cluster-110060.0_TRINITY_DN194095_c2_g4,
Cluster-110719.2_TRINITY_DN194865_c1_g3,
Cluster-94625.0_TRINITY_DN63820_c0_g1,
Cluster-108332.0_TRINITY_DN113890_c0_g1,
Cluster-88966.1_TRINITY_DN147022_c0_g2,
Cluster-99218.0_TRINITY_DN39538_c0_g1,
Cluster-96001.0_TRINITY_DN176983_c0_g1,
Cluster-91465.1_TRINITY_DN196143_c3_g3,
Cluster-91536.0_TRINITY_DN205865_c0_g2,
Cluster-97188.0_TRINITY_DN195198_c4_g1,
Cluster-95160.0_TRINITY_DN193977_c5_g1,
Cluster-95210.0_TRINITY_DN195342_c1_g2,
Cluster-91227.0_TRINITY_DN200382_c6_g1,
Cluster-95810.0_TRINITY_DN201902_c3_g1,
Cluster-96441.0_TRINITY_DN186505_c0_g1,
Cluster-88366.0_TRINITY_DN176093_c0_g1,
Cluster-84599.0_TRINITY_DN95324_c0_g1,
Cluster-90350.0_TRINITY_DN200900_c8_g1,
Cluster-95618.0_TRINITY_DN193393_c6_g7,
Cluster-113516.0_TRINITY_DN196954_c5_g2,
Cluster-86257.7_TRINITY_DN210970_c3_g1,
Cluster-86257.11_TRINITY_DN210970_c3_g1,
Cluster-40672.1_TRINITY_DN205166_c5_g2,
Cluster-5121.19_TRINITY_DN197222_c0_g1,
Cluster-5121.27_TRINITY_DN210443_c3_g4,
Cluster-86938.0_TRINITY_DN209164_c4_g5,
Cluster-104238.1_TRINITY_DN198802_c1_g4,
Cluster-90993.0_TRINITY_DN190961_c0_g1,
Cluster-92629.0_TRINITY_DN198528_c3_g2,
Cluster-79146.0_TRINITY_DN169138_c0_g1,
Cluster-78094.0_TRINITY_DN191020_c0_g2,
Cluster-77335.1_TRINITY_DN197294_c0_g7,
Cluster-67026.0_TRINITY_DN203610_c2_g1,
Cluster-57949.0_TRINITY_DN199519_c7_g1,
Cluster-56002.0_TRINITY_DN186556_c0_g1,
Cluster-42499.0_TRINITY_DN174589_c0_g1,
Cluster-92808.0_TRINITY_DN208644_c4_g4,
Cluster-75450.0_TRINITY_DN199799_c7_g1,
Cluster-68720.0_TRINITY_DN196521_c4_g1,
Cluster-66920.1_TRINITY_DN201022_c1_g1,
Cluster-89898.0_TRINITY_DN198691_c0_g1,
Cluster-92520.2_TRINITY_DN194543_c0_g2,
Cluster-84139.162_TRINITY_DN210288_c0_g2,
Cluster-64289.0_TRINITY_DN199342_c0_g1,
Cluster-62041.1_TRINITY_DN197563_c6_g2,
Cluster-100430.0_TRINITY_DN193290_c0_g7,
Cluster-92119.0_TRINITY_DN211217_c3_g1,
Cluster-101858.8_TRINITY_DN199949_c1_g3,
Cluster-65411.1_TRINITY_DN210300_c2_g1,
Cluster-62144.0_TRINITY_DN184645_c0_g1,
Cluster-63241.2_TRINITY_DN203959_c5_g4,
Cluster-68737.0_TRINITY_DN192674_c0_g1,
Cluster-53726.1_TRINITY_DN210536_c2_g1,
Cluster-52850.0_TRINITY_DN200206_c0_g1,
Cluster-34207.0_TRINITY_DN171706_c0_g1,
Cluster-9496.11_TRINITY_DN205082_c4_g3,
Cluster-112334.2_TRINITY_DN206975_c0_g2,
Cluster-114093.2_TRINITY_DN206100_c0_g1,
Cluster-40687.0_TRINITY_DN201074_c4_g3,
Cluster-28445.0_TRINITY_DN197016_c0_g2,
Cluster-84139.6_TRINITY_DN196253_c5_g6,
Cluster-96823.0_TRINITY_DN208203_c2_g4,
Cluster-84139.92_TRINITY_DN200056_c5_g3,
Cluster-84912.10_TRINITY_DN188147_c0_g1,
Cluster-84139.39_TRINITY_DN201576_c4_g1,
Cluster-114430.0_TRINITY_DN195202_c1_g1,
Cluster-109342.9_TRINITY_DN202747_c0_g1,
Cluster-109342.12_TRINITY_DN208970_c1_g1,
Cluster-101176.0_TRINITY_DN204074_c0_g1,
Cluster-18452.24_TRINITY_DN200463_c0_g1,
Cluster-84228.0_TRINITY_DN200346_c4_g1,
Cluster-105363.2_TRINITY_DN199936_c3_g1,
Cluster-105363.4_TRINITY_DN210851_c2_g1,
Cluster-90.77_TRINITY_DN207437_c0_g3,
Cluster-52139.59_TRINITY_DN198877_c0_g4,
Cluster-36904.0_TRINITY_DN186147_c0_g1,
Cluster-71332.0_TRINITY_DN200316_c1_g2,
Cluster-84139.104_TRINITY_DN205484_c1_g2,
Cluster-81738.0_TRINITY_DN200361_c4_g1,
Cluster-11361.35_TRINITY_DN203322_c0_g1,
Cluster-11361.26_TRINITY_DN201021_c1_g9,
Cluster-11361.10_TRINITY_DN208842_c2_g7,
Cluster-11361.49_TRINITY_DN208842_c2_g1,
Cluster-11361.20_TRINITY_DN197721_c1_g2,
Cluster-61474.0_TRINITY_DN193407_c6_g2,
Cluster-113453.1_TRINITY_DN195173_c0_g4,
Cluster-88593.0_TRINITY_DN195473_c5_g4,
Cluster-84139.78_TRINITY_DN210372_c2_g7,
Cluster-62892.0_TRINITY_DN194613_c9_g2,
Cluster-85482.0_TRINITY_DN209889_c3_g8,
Cluster-58267.0_TRINITY_DN210563_c5_g5,
Cluster-111590.3_TRINITY_DN205093_c0_g2,
Cluster-104520.21_TRINITY_DN198692_c3_g4,
Cluster-84316.0_TRINITY_DN194727_c6_g6,
Cluster-75185.0_TRINITY_DN202144_c2_g8,
Cluster-77614.3_TRINITY_DN203383_c1_g2,
Cluster-64789.0_TRINITY_DN194649_c7_g3,
Cluster-87710.0_TRINITY_DN3431_c0_g1,
Cluster-55734.0_TRINITY_DN185956_c0_g2,
Cluster-75488.0_TRINITY_DN197474_c3_g1,
Cluster-84139.76_TRINITY_DN202186_c3_g3,
Cluster-52665.1_TRINITY_DN207954_c5_g3,
Cluster-77099.0_TRINITY_DN201665_c2_g1,
Cluster-61668.2_TRINITY_DN198394_c0_g1,
Cluster-42616.0_TRINITY_DN197788_c4_g1,
Cluster-103326.1_TRINITY_DN209331_c0_g2,
Cluster-84139.78_TRINITY_DN210880_c4_g1,
Cluster-70720.1_TRINITY_DN194024_c6_g2,
Cluster-84005.2_TRINITY_DN191563_c2_g2,
Cluster-49641.0_TRINITY_DN191555_c8_g2,
Cluster-55647.4_TRINITY_DN201110_c3_g1,
Cluster-55647.6_TRINITY_DN201110_c3_g1,
Cluster-42741.0_TRINITY_DN198100_c2_g7,
Cluster-61253.0_TRINITY_DN198786_c6_g1,
Cluster-67607.0_TRINITY_DN207472_c1_g1,
Cluster-94409.1_TRINITY_DN207592_c6_g2,
Cluster-84139.109_TRINITY_DN199490_c4_g4,
Cluster-109705.2_TRINITY_DN204338_c4_g1,
Cluster-53813.0_TRINITY_DN194702_c0_g1,
Cluster-54195.0_TRINITY_DN203777_c6_g1,
Cluster-82772.1_TRINITY_DN205379_c6_g6,
Cluster-82395.1_TRINITY_DN200363_c4_g1,
Cluster-68290.0_TRINITY_DN190245_c0_g1,
Cluster-56741.3_TRINITY_DN205379_c6_g3,
Cluster-56741.2_TRINITY_DN197209_c8_g1,
Cluster-52606.6_TRINITY_DN196856_c0_g1,
Cluster-86483.0_TRINITY_DN188872_c0_g2,
Cluster-9496.79_TRINITY_DN204237_c1_g5,
Cluster-96096.0_TRINITY_DN197550_c6_g1,
Cluster-112048.1_TRINITY_DN206292_c6_g2,
Cluster-111407.0_TRINITY_DN194742_c2_g1,
Cluster-113737.0_TRINITY_DN201886_c1_g1,
Cluster-12363.1_TRINITY_DN209177_c0_g1,
Cluster-111550.3_TRINITY_DN208662_c6_g1,
Cluster-36801.0_TRINITY_DN202206_c5_g1,
Cluster-87564.0_TRINITY_DN196049_c2_g1,
Cluster-71817.0_TRINITY_DN195598_c6_g3,
Cluster-91036.1_TRINITY_DN196371_c10_g1,
Cluster-55938.4_TRINITY_DN204030_c4_g4,
Cluster-38245.2_TRINITY_DN205277_c5_g1,
Cluster-88369.1_TRINITY_DN207489_c0_g2,
Cluster-96521.2_TRINITY_DN199430_c0_g1,
Cluster-90160.1_TRINITY_DN200477_c3_g1,
Cluster-72204.0_TRINITY_DN202136_c3_g1,
Cluster-100641.0_TRINITY_DN175538_c0_g1,
Cluster-84349.0_TRINITY_DN199508_c0_g1,
Cluster-85618.0_TRINITY_DN203444_c2_g6,
Cluster-59052.0_TRINITY_DN195452_c0_g1,
Cluster-84506.0_TRINITY_DN203235_c0_g1,
Cluster-105230.2_TRINITY_DN206026_c0_g4,
Cluster-102544.0_TRINITY_DN197168_c5_g1,
Cluster-73527.0_TRINITY_DN131972_c0_g1,
Cluster-98119.0_TRINITY_DN195241_c1_g2,
Cluster-53465.0_TRINITY_DN165123_c0_g1,
Cluster-112522.0_TRINITY_DN186482_c0_g1,
