nt_cluster,uniport_cluster
Cluster-95094.18_TRINITY_DN191787_c1_g1,Cluster-74558.0_TRINITY_DN197120_c2_g1
Cluster-9506.0_TRINITY_DN194783_c2_g4,Cluster-74410.0_TRINITY_DN200953_c2_g1
Cluster-95024.0_TRINITY_DN207732_c4_g3,Cluster-74328.0_TRINITY_DN196032_c5_g5
Cluster-9498.0_TRINITY_DN206876_c0_g4,Cluster-74303.1_TRINITY_DN200100_c7_g1
Cluster-9496.93_TRINITY_DN206727_c2_g1,Cluster-74075.0_TRINITY_DN199483_c0_g3
Cluster-9496.93_TRINITY_DN206642_c3_g7,Cluster-7403.0_TRINITY_DN198946_c5_g5
Cluster-9496.79_TRINITY_DN205082_c2_g2,Cluster-73849.0_TRINITY_DN204615_c1_g3
Cluster-9496.79_TRINITY_DN204237_c1_g5,Cluster-73760.0_TRINITY_DN196169_c0_g1
Cluster-9496.60_TRINITY_DN197539_c3_g2,Cluster-7370.0_TRINITY_DN201224_c3_g1
Cluster-9496.45_TRINITY_DN200361_c5_g1,Cluster-73519.0_TRINITY_DN197464_c3_g2
Cluster-9496.41_TRINITY_DN200534_c1_g1,Cluster-7333.0_TRINITY_DN206949_c0_g2
Cluster-9496.4_TRINITY_DN198227_c6_g1,Cluster-73116.0_TRINITY_DN193155_c1_g2
Cluster-9496.31_TRINITY_DN198669_c2_g4,Cluster-72945.0_TRINITY_DN190602_c0_g1
Cluster-9496.24_TRINITY_DN210782_c2_g2,Cluster-72867.8_TRINITY_DN197216_c3_g1
Cluster-9496.22_TRINITY_DN207592_c6_g5,Cluster-72867.6_TRINITY_DN210292_c5_g5
Cluster-9496.20_TRINITY_DN201675_c2_g1,Cluster-72867.2_TRINITY_DN194806_c2_g3
Cluster-9496.19_TRINITY_DN201675_c2_g2,Cluster-72867.0_TRINITY_DN210292_c5_g5
Cluster-9496.18_TRINITY_DN201074_c4_g1,Cluster-72673.0_TRINITY_DN202209_c4_g1
Cluster-9496.12_TRINITY_DN197859_c0_g2,Cluster-72665.0_TRINITY_DN200064_c3_g1
Cluster-9496.11_TRINITY_DN205082_c4_g3,Cluster-72621.0_TRINITY_DN208259_c1_g2
Cluster-94902.0_TRINITY_DN209285_c3_g3,Cluster-72591.3_TRINITY_DN199248_c4_g1
Cluster-94901.0_TRINITY_DN45593_c0_g1,Cluster-72458.0_TRINITY_DN206437_c5_g1
Cluster-94892.0_TRINITY_DN200640_c0_g1,Cluster-72387.0_TRINITY_DN208622_c1_g2
Cluster-94867.0_TRINITY_DN207953_c1_g1,Cluster-72133.0_TRINITY_DN197135_c0_g1
Cluster-94857.0_TRINITY_DN199747_c3_g3,Cluster-71922.0_TRINITY_DN204173_c1_g1
Cluster-94770.2_TRINITY_DN211292_c9_g4,Cluster-71886.4_TRINITY_DN207600_c1_g1
Cluster-94764.2_TRINITY_DN210804_c2_g1,Cluster-71886.2_TRINITY_DN207600_c1_g1
Cluster-94666.0_TRINITY_DN204563_c1_g1,Cluster-71797.0_TRINITY_DN194842_c3_g1
Cluster-94657.0_TRINITY_DN201236_c3_g1,Cluster-71487.0_TRINITY_DN206477_c1_g1
Cluster-94625.0_TRINITY_DN63820_c0_g1,Cluster-71175.1_TRINITY_DN199754_c2_g6
Cluster-94582.0_TRINITY_DN206028_c0_g5,Cluster-70840.1_TRINITY_DN209411_c1_g2
Cluster-94498.0_TRINITY_DN194074_c11_g1,Cluster-70840.0_TRINITY_DN209411_c1_g2
Cluster-9449.0_TRINITY_DN195485_c0_g1,Cluster-70818.0_TRINITY_DN193331_c0_g1
Cluster-94477.14_TRINITY_DN207475_c0_g2,Cluster-70782.1_TRINITY_DN207669_c1_g2
Cluster-94461.0_TRINITY_DN196318_c0_g1,Cluster-70778.0_TRINITY_DN200959_c9_g1
Cluster-94453.0_TRINITY_DN196246_c4_g3,Cluster-7074.1_TRINITY_DN202802_c2_g1
Cluster-94435.0_TRINITY_DN210512_c1_g2,Cluster-70201.0_TRINITY_DN182356_c0_g1
Cluster-94416.0_TRINITY_DN206199_c2_g2,Cluster-70184.0_TRINITY_DN200934_c3_g2
Cluster-9441.0_TRINITY_DN189594_c0_g1,Cluster-70143.0_TRINITY_DN317308_c0_g1
Cluster-94409.1_TRINITY_DN207592_c6_g2,Cluster-69627.0_TRINITY_DN198856_c7_g1
Cluster-94402.0_TRINITY_DN203402_c1_g2,Cluster-69512.0_TRINITY_DN207161_c5_g1
Cluster-94396.0_TRINITY_DN200131_c0_g3,Cluster-69239.2_TRINITY_DN210021_c0_g1
Cluster-94333.0_TRINITY_DN208529_c1_g1,Cluster-68977.0_TRINITY_DN203156_c5_g1
Cluster-94321.8_TRINITY_DN204612_c2_g8,Cluster-68783.0_TRINITY_DN196371_c8_g3
Cluster-943.0_TRINITY_DN197308_c4_g1,Cluster-6850.0_TRINITY_DN202275_c4_g1
Cluster-94284.0_TRINITY_DN190841_c0_g1,Cluster-68333.0_TRINITY_DN209356_c2_g1
Cluster-94176.0_TRINITY_DN201693_c1_g1,Cluster-68324.0_TRINITY_DN200191_c2_g3
Cluster-94148.0_TRINITY_DN192949_c0_g3,Cluster-68246.0_TRINITY_DN201327_c2_g3
Cluster-94126.0_TRINITY_DN204900_c0_g2,Cluster-681.0_TRINITY_DN196867_c8_g1
Cluster-94115.0_TRINITY_DN198241_c0_g1,Cluster-67964.0_TRINITY_DN190534_c1_g1
Cluster-94099.1_TRINITY_DN202268_c0_g5,Cluster-67923.0_TRINITY_DN191265_c0_g1
Cluster-94060.0_TRINITY_DN177065_c0_g1,Cluster-67829.0_TRINITY_DN207252_c5_g1
Cluster-94052.0_TRINITY_DN207824_c0_g3,Cluster-67705.0_TRINITY_DN206142_c2_g3
Cluster-94046.0_TRINITY_DN199674_c3_g3,Cluster-67296.0_TRINITY_DN208863_c10_g1
Cluster-94020.0_TRINITY_DN205177_c4_g1,Cluster-67003.0_TRINITY_DN194353_c0_g1
Cluster-94010.1_TRINITY_DN202114_c0_g4,Cluster-66920.1_TRINITY_DN201022_c1_g1
Cluster-94010.0_TRINITY_DN202114_c0_g4,Cluster-66920.0_TRINITY_DN201022_c1_g1
Cluster-94003.0_TRINITY_DN210366_c1_g3,Cluster-66870.1_TRINITY_DN206778_c3_g4
Cluster-93976.0_TRINITY_DN211117_c2_g2,Cluster-66810.5_TRINITY_DN202551_c3_g1
Cluster-93952.3_TRINITY_DN205347_c1_g1,Cluster-66698.2_TRINITY_DN203860_c3_g3
Cluster-9394.0_TRINITY_DN174230_c1_g1,Cluster-66622.8_TRINITY_DN211181_c3_g2
Cluster-93912.0_TRINITY_DN211085_c2_g2,Cluster-66426.0_TRINITY_DN198321_c0_g1
Cluster-93871.2_TRINITY_DN208881_c0_g1,Cluster-66361.0_TRINITY_DN197803_c10_g1
Cluster-93827.0_TRINITY_DN208160_c0_g2,Cluster-66244.0_TRINITY_DN196092_c7_g2
Cluster-93778.8_TRINITY_DN203233_c2_g1,Cluster-6611.0_TRINITY_DN197763_c1_g1
Cluster-93747.1_TRINITY_DN199506_c0_g1,Cluster-66086.0_TRINITY_DN195274_c7_g1
Cluster-93743.0_TRINITY_DN196558_c2_g7,Cluster-65968.0_TRINITY_DN209040_c3_g2
Cluster-93738.0_TRINITY_DN199666_c1_g1,Cluster-6593.0_TRINITY_DN196221_c3_g2
Cluster-93711.0_TRINITY_DN191029_c5_g3,Cluster-65763.0_TRINITY_DN199466_c1_g1
Cluster-93678.1_TRINITY_DN202880_c3_g1,Cluster-65671.0_TRINITY_DN193994_c7_g1
Cluster-93650.0_TRINITY_DN199316_c7_g1,Cluster-65634.2_TRINITY_DN200873_c2_g1
Cluster-93503.2_TRINITY_DN205415_c0_g1,Cluster-65621.0_TRINITY_DN194272_c3_g1
Cluster-93503.1_TRINITY_DN205415_c0_g1,Cluster-6546.0_TRINITY_DN202402_c0_g1
Cluster-93460.0_TRINITY_DN210852_c3_g3,Cluster-65270.0_TRINITY_DN203852_c4_g2
Cluster-93447.5_TRINITY_DN201121_c1_g2,Cluster-64924.0_TRINITY_DN202778_c5_g1
Cluster-93382.4_TRINITY_DN206389_c3_g1,Cluster-6481.0_TRINITY_DN206115_c0_g2
Cluster-93380.1_TRINITY_DN210380_c0_g2,Cluster-6477.0_TRINITY_DN206643_c0_g2
Cluster-93338.0_TRINITY_DN200489_c2_g1,Cluster-64486.1_TRINITY_DN198777_c3_g1
Cluster-93336.1_TRINITY_DN191925_c0_g2,Cluster-64365.979_TRINITY_DN206297_c5_g1
Cluster-93324.8_TRINITY_DN211230_c1_g2,Cluster-64365.793_TRINITY_DN197813_c6_g2
Cluster-93229.2_TRINITY_DN208937_c1_g2,Cluster-64365.731_TRINITY_DN200918_c3_g1
Cluster-93229.1_TRINITY_DN208937_c1_g2,Cluster-64365.533_TRINITY_DN204689_c0_g1
Cluster-93229.0_TRINITY_DN207390_c2_g2,Cluster-64365.322_TRINITY_DN211254_c1_g1
Cluster-93212.1_TRINITY_DN206251_c1_g1,Cluster-64365.260_TRINITY_DN199534_c3_g4
Cluster-93125.1_TRINITY_DN174786_c0_g2,Cluster-64365.2269_TRINITY_DN208192_c0_g2
Cluster-9312.0_TRINITY_DN199489_c3_g3,Cluster-64365.2259_TRINITY_DN204964_c0_g1
Cluster-93076.0_TRINITY_DN203287_c0_g1,Cluster-64365.1678_TRINITY_DN208557_c4_g1
Cluster-93045.0_TRINITY_DN208780_c0_g1,Cluster-64365.1659_TRINITY_DN193035_c1_g2
Cluster-93023.0_TRINITY_DN192400_c0_g1,Cluster-64365.1405_TRINITY_DN206879_c1_g1
Cluster-93017.0_TRINITY_DN210002_c3_g1,Cluster-64365.1351_TRINITY_DN194987_c3_g3
Cluster-92991.0_TRINITY_DN211049_c3_g1,Cluster-64365.1203_TRINITY_DN199435_c0_g2
Cluster-92969.0_TRINITY_DN197734_c4_g2,Cluster-64365.1192_TRINITY_DN202282_c2_g1
Cluster-92963.0_TRINITY_DN203829_c2_g1,Cluster-64290.0_TRINITY_DN201622_c4_g1
Cluster-92926.3_TRINITY_DN207568_c3_g2,Cluster-64289.0_TRINITY_DN199342_c0_g1
Cluster-92877.0_TRINITY_DN205562_c0_g2,Cluster-64276.0_TRINITY_DN203061_c1_g2
Cluster-92834.0_TRINITY_DN196776_c2_g4,Cluster-63846.0_TRINITY_DN198621_c5_g1
Cluster-92808.0_TRINITY_DN208644_c4_g4,Cluster-6332.1_TRINITY_DN193485_c4_g5
Cluster-9277.0_TRINITY_DN203567_c2_g3,Cluster-6332.0_TRINITY_DN193485_c4_g5
Cluster-92632.0_TRINITY_DN195314_c3_g3,Cluster-631.0_TRINITY_DN199149_c0_g3
Cluster-92629.0_TRINITY_DN198528_c3_g2,Cluster-6299.0_TRINITY_DN52427_c0_g1
Cluster-92615.1_TRINITY_DN195107_c0_g1,Cluster-62560.0_TRINITY_DN205685_c2_g1
Cluster-92608.20_TRINITY_DN198559_c3_g2,Cluster-62042.5_TRINITY_DN198862_c2_g3
Cluster-92564.9_TRINITY_DN195632_c0_g1,Cluster-62041.1_TRINITY_DN197563_c6_g2
Cluster-92564.5_TRINITY_DN201029_c5_g2,Cluster-61953.0_TRINITY_DN199574_c1_g3
Cluster-92564.13_TRINITY_DN201029_c5_g3,Cluster-61916.0_TRINITY_DN196371_c0_g1
Cluster-92520.2_TRINITY_DN194543_c0_g2,Cluster-61893.6_TRINITY_DN193556_c1_g1
Cluster-9252.0_TRINITY_DN207860_c3_g1,Cluster-61879.0_TRINITY_DN202522_c8_g1
Cluster-92506.0_TRINITY_DN200709_c0_g1,Cluster-61769.0_TRINITY_DN194340_c0_g1
Cluster-92412.0_TRINITY_DN196241_c4_g1,Cluster-61668.3_TRINITY_DN198394_c0_g1
Cluster-92409.1_TRINITY_DN206204_c8_g3,Cluster-61668.2_TRINITY_DN198394_c0_g1
Cluster-924.0_TRINITY_DN7853_c0_g1,Cluster-61668.0_TRINITY_DN198394_c0_g5
Cluster-9239.0_TRINITY_DN194545_c8_g1,Cluster-61653.0_TRINITY_DN196224_c0_g1
Cluster-92380.0_TRINITY_DN209345_c6_g2,Cluster-616.0_TRINITY_DN205443_c2_g4
Cluster-92354.8_TRINITY_DN203257_c2_g2,Cluster-61529.0_TRINITY_DN201210_c2_g4
Cluster-92350.0_TRINITY_DN176789_c0_g1,Cluster-61509.0_TRINITY_DN201210_c2_g6
Cluster-92328.0_TRINITY_DN207964_c1_g1,Cluster-61320.0_TRINITY_DN203341_c2_g1
Cluster-92263.0_TRINITY_DN210106_c6_g1,Cluster-6069.0_TRINITY_DN191565_c0_g1
Cluster-92252.0_TRINITY_DN187228_c0_g1,Cluster-60460.0_TRINITY_DN196584_c3_g7
Cluster-92235.3_TRINITY_DN198645_c1_g2,Cluster-60309.0_TRINITY_DN193145_c0_g1
Cluster-92235.10_TRINITY_DN198645_c1_g1,Cluster-60037.0_TRINITY_DN208135_c1_g1
Cluster-9217.1_TRINITY_DN206762_c2_g4,Cluster-59959.0_TRINITY_DN200129_c2_g2
Cluster-92164.4_TRINITY_DN208024_c0_g4,Cluster-58986.1_TRINITY_DN207826_c5_g1
Cluster-92119.0_TRINITY_DN211217_c3_g1,Cluster-58986.0_TRINITY_DN200841_c3_g5
Cluster-92099.8_TRINITY_DN197864_c8_g7,Cluster-58878.0_TRINITY_DN194917_c9_g3
Cluster-92099.2_TRINITY_DN210620_c3_g1,Cluster-58634.0_TRINITY_DN204009_c0_g4
Cluster-92099.1_TRINITY_DN210620_c3_g1,Cluster-58373.0_TRINITY_DN197590_c0_g1
Cluster-92099.0_TRINITY_DN210620_c3_g1,Cluster-58282.0_TRINITY_DN200702_c3_g2
Cluster-92089.0_TRINITY_DN208314_c3_g2,Cluster-581.0_TRINITY_DN197396_c1_g1
Cluster-92079.0_TRINITY_DN201693_c3_g4,Cluster-5803.0_TRINITY_DN128290_c0_g1
Cluster-92041.6_TRINITY_DN199565_c0_g2,Cluster-57966.0_TRINITY_DN191526_c0_g1
Cluster-92017.0_TRINITY_DN203588_c0_g4,Cluster-57371.0_TRINITY_DN196079_c5_g2
Cluster-9198.0_TRINITY_DN202318_c7_g1,Cluster-57319.0_TRINITY_DN204074_c0_g2
Cluster-91954.1_TRINITY_DN198088_c2_g2,Cluster-57165.0_TRINITY_DN204604_c6_g2
Cluster-91931.0_TRINITY_DN193393_c6_g1,Cluster-57121.5_TRINITY_DN208498_c2_g1
Cluster-91928.6_TRINITY_DN202162_c2_g1,Cluster-57121.1_TRINITY_DN193035_c1_g1
Cluster-91928.2_TRINITY_DN204686_c5_g2,Cluster-5678.0_TRINITY_DN206640_c0_g1
Cluster-91867.0_TRINITY_DN201947_c6_g1,Cluster-56088.0_TRINITY_DN210911_c7_g3
Cluster-91754.10_TRINITY_DN211276_c3_g1,Cluster-5608.0_TRINITY_DN180897_c0_g1
Cluster-917.1_TRINITY_DN199751_c5_g1,Cluster-5591.0_TRINITY_DN197674_c6_g9
Cluster-917.0_TRINITY_DN199751_c5_g1,Cluster-55729.3_TRINITY_DN211075_c2_g2
Cluster-91692.1_TRINITY_DN209989_c1_g3,Cluster-55647.6_TRINITY_DN201110_c3_g1
Cluster-91639.0_TRINITY_DN362872_c0_g1,Cluster-55647.4_TRINITY_DN201110_c3_g1
Cluster-91621.0_TRINITY_DN200712_c1_g1,Cluster-5519.0_TRINITY_DN195641_c0_g1
Cluster-91620.1_TRINITY_DN210730_c2_g2,Cluster-55151.0_TRINITY_DN199211_c4_g3
Cluster-91620.0_TRINITY_DN191578_c0_g1,Cluster-55108.0_TRINITY_DN199559_c6_g3
Cluster-9157.0_TRINITY_DN200967_c6_g1,Cluster-55102.0_TRINITY_DN201457_c7_g4
Cluster-91536.0_TRINITY_DN205865_c0_g2,Cluster-55029.1_TRINITY_DN207920_c3_g5
Cluster-9153.0_TRINITY_DN199437_c0_g3,Cluster-54892.0_TRINITY_DN189149_c0_g1
Cluster-91474.0_TRINITY_DN189038_c0_g1,Cluster-54788.0_TRINITY_DN198765_c7_g1
Cluster-91465.1_TRINITY_DN196143_c3_g3,Cluster-54631.4_TRINITY_DN207257_c2_g3
Cluster-91384.0_TRINITY_DN202125_c1_g1,Cluster-5461.0_TRINITY_DN210449_c3_g3
Cluster-91355.0_TRINITY_DN198740_c1_g3,Cluster-546.0_TRINITY_DN255538_c0_g1
Cluster-91348.3_TRINITY_DN202410_c0_g2,Cluster-5417.0_TRINITY_DN201678_c0_g3
Cluster-91348.2_TRINITY_DN210119_c11_g1,Cluster-54163.0_TRINITY_DN177169_c0_g1
Cluster-91348.0_TRINITY_DN202410_c0_g2,Cluster-5394.0_TRINITY_DN210090_c1_g5
Cluster-91345.3_TRINITY_DN210850_c4_g1,Cluster-53640.0_TRINITY_DN208353_c4_g1
Cluster-91345.1_TRINITY_DN210850_c4_g1,Cluster-5340.0_TRINITY_DN202165_c4_g2
Cluster-91345.0_TRINITY_DN210850_c4_g1,Cluster-53036.1_TRINITY_DN208970_c1_g2
Cluster-91336.0_TRINITY_DN204449_c2_g1,Cluster-5249.0_TRINITY_DN205732_c0_g1
Cluster-91331.1_TRINITY_DN205451_c0_g1,Cluster-52422.0_TRINITY_DN197674_c6_g1
Cluster-91331.0_TRINITY_DN205451_c0_g1,Cluster-52139.89_TRINITY_DN203649_c4_g7
Cluster-91307.0_TRINITY_DN198370_c3_g1,Cluster-52139.60_TRINITY_DN205664_c4_g2
Cluster-91270.0_TRINITY_DN191029_c5_g2,Cluster-52139.59_TRINITY_DN198877_c0_g4
Cluster-91227.0_TRINITY_DN200382_c6_g1,Cluster-52139.51_TRINITY_DN202815_c2_g1
Cluster-91189.0_TRINITY_DN199187_c2_g5,Cluster-52139.40_TRINITY_DN206796_c1_g1
Cluster-91135.11_TRINITY_DN210087_c0_g3,Cluster-52139.37_TRINITY_DN195227_c10_g1
Cluster-91135.1_TRINITY_DN206100_c0_g2,Cluster-52139.35_TRINITY_DN195227_c10_g1
Cluster-91067.0_TRINITY_DN202311_c2_g3,Cluster-52139.31_TRINITY_DN207514_c3_g4
Cluster-91036.1_TRINITY_DN196371_c10_g1,Cluster-52139.26_TRINITY_DN203649_c3_g2
Cluster-9102.0_TRINITY_DN205960_c7_g1,Cluster-52139.242_TRINITY_DN210106_c7_g2
Cluster-90996.0_TRINITY_DN196244_c1_g1,Cluster-52139.24_TRINITY_DN199764_c6_g1
Cluster-90993.0_TRINITY_DN190961_c0_g1,Cluster-52139.239_TRINITY_DN206796_c1_g3
Cluster-9099.0_TRINITY_DN203290_c0_g1,Cluster-52139.226_TRINITY_DN200702_c3_g3
Cluster-90968.2_TRINITY_DN210195_c3_g3,Cluster-52139.225_TRINITY_DN201759_c3_g2
Cluster-90937.1_TRINITY_DN200844_c0_g2,Cluster-52139.215_TRINITY_DN193561_c4_g3
Cluster-90932.3_TRINITY_DN197639_c7_g1,Cluster-52139.2_TRINITY_DN193876_c5_g2
Cluster-90932.1_TRINITY_DN210973_c2_g2,Cluster-52139.196_TRINITY_DN202815_c2_g1
Cluster-90922.4_TRINITY_DN202421_c0_g1,Cluster-52139.185_TRINITY_DN200428_c6_g1
Cluster-90870.0_TRINITY_DN201640_c0_g1,Cluster-52139.160_TRINITY_DN193561_c4_g1
Cluster-90847.0_TRINITY_DN205744_c0_g2,Cluster-52139.134_TRINITY_DN210106_c7_g2
Cluster-90777.4_TRINITY_DN207946_c1_g2,Cluster-52139.118_TRINITY_DN199330_c5_g7
Cluster-90762.0_TRINITY_DN195494_c6_g3,Cluster-52139.116_TRINITY_DN198235_c4_g2
Cluster-90654.0_TRINITY_DN194664_c3_g2,Cluster-52093.0_TRINITY_DN196891_c7_g1
Cluster-90638.0_TRINITY_DN197008_c3_g1,Cluster-51931.1_TRINITY_DN199453_c1_g2
Cluster-90625.1_TRINITY_DN210979_c0_g2,Cluster-51427.2_TRINITY_DN195194_c0_g3
Cluster-90572.0_TRINITY_DN201049_c5_g1,Cluster-51299.1_TRINITY_DN193698_c5_g1
Cluster-90561.0_TRINITY_DN193197_c0_g1,Cluster-5121.24_TRINITY_DN197882_c1_g2
Cluster-90540.0_TRINITY_DN147645_c0_g1,Cluster-5121.21_TRINITY_DN210443_c3_g1
Cluster-90365.0_TRINITY_DN194742_c0_g1,Cluster-5121.19_TRINITY_DN197222_c0_g1
Cluster-90350.0_TRINITY_DN200900_c8_g1,Cluster-50841.0_TRINITY_DN200782_c4_g2
Cluster-90325.0_TRINITY_DN206851_c1_g3,Cluster-50601.0_TRINITY_DN191776_c0_g1
Cluster-90315.0_TRINITY_DN202543_c1_g1,Cluster-50433.0_TRINITY_DN204006_c0_g2
Cluster-90266.1_TRINITY_DN194396_c4_g1,Cluster-50370.0_TRINITY_DN207920_c3_g1
Cluster-90181.0_TRINITY_DN174342_c0_g3,Cluster-50169.0_TRINITY_DN194903_c0_g1
Cluster-90172.18_TRINITY_DN202660_c0_g1,Cluster-49635.0_TRINITY_DN201210_c2_g2
Cluster-90172.13_TRINITY_DN210356_c2_g1,Cluster-49224.1_TRINITY_DN195356_c6_g6
Cluster-90160.1_TRINITY_DN200477_c3_g1,Cluster-49077.2_TRINITY_DN204084_c7_g1
Cluster-90131.0_TRINITY_DN207800_c1_g2,Cluster-49077.1_TRINITY_DN204084_c7_g1
Cluster-9013.0_TRINITY_DN183880_c0_g1,Cluster-48754.0_TRINITY_DN193333_c0_g1
Cluster-90070.0_TRINITY_DN157265_c0_g1,Cluster-48742.0_TRINITY_DN194635_c7_g2
Cluster-90058.13_TRINITY_DN211272_c2_g2,Cluster-48124.0_TRINITY_DN194577_c0_g1
Cluster-9000.0_TRINITY_DN192540_c4_g1,Cluster-4775.1_TRINITY_DN211152_c2_g1
Cluster-90.99_TRINITY_DN196933_c1_g1,Cluster-47305.0_TRINITY_DN199197_c1_g1
Cluster-90.80_TRINITY_DN205264_c2_g3,Cluster-46444.0_TRINITY_DN211283_c4_g7
Cluster-90.77_TRINITY_DN207437_c0_g3,Cluster-45151.0_TRINITY_DN195405_c4_g1
Cluster-90.5_TRINITY_DN211041_c3_g4,Cluster-4497.0_TRINITY_DN206545_c2_g1
Cluster-90.39_TRINITY_DN194767_c2_g2,Cluster-44923.0_TRINITY_DN195798_c0_g1
Cluster-90.354_TRINITY_DN196290_c2_g1,Cluster-4446.0_TRINITY_DN202933_c9_g1
Cluster-90.351_TRINITY_DN196559_c0_g1,Cluster-4394.0_TRINITY_DN207412_c1_g1
Cluster-90.326_TRINITY_DN197532_c3_g1,Cluster-4345.0_TRINITY_DN193850_c3_g3
Cluster-90.322_TRINITY_DN206591_c3_g1,Cluster-43294.0_TRINITY_DN200625_c8_g1
Cluster-90.318_TRINITY_DN205268_c6_g1,Cluster-4316.0_TRINITY_DN159626_c0_g1
Cluster-90.315_TRINITY_DN198115_c2_g4,Cluster-43107.0_TRINITY_DN207669_c1_g1
Cluster-90.308_TRINITY_DN195078_c3_g4,Cluster-4303.2_TRINITY_DN194784_c1_g5
Cluster-90.300_TRINITY_DN209589_c2_g2,Cluster-42411.1_TRINITY_DN203375_c7_g1
Cluster-90.284_TRINITY_DN196559_c0_g1,Cluster-42296.0_TRINITY_DN194713_c4_g2
Cluster-90.260_TRINITY_DN204695_c0_g2,Cluster-4187.0_TRINITY_DN193503_c3_g3
Cluster-90.240_TRINITY_DN196290_c2_g1,Cluster-4170.0_TRINITY_DN204781_c0_g1
Cluster-90.218_TRINITY_DN207406_c1_g1,Cluster-4164.0_TRINITY_DN205844_c7_g1
Cluster-90.214_TRINITY_DN200301_c2_g4,Cluster-4101.0_TRINITY_DN208350_c3_g4
Cluster-90.212_TRINITY_DN199437_c0_g1,Cluster-40837.0_TRINITY_DN199330_c5_g4
Cluster-90.198_TRINITY_DN200804_c2_g1,Cluster-40718.0_TRINITY_DN199491_c3_g1
Cluster-90.189_TRINITY_DN200301_c2_g4,Cluster-4047.0_TRINITY_DN211294_c4_g1
Cluster-90.180_TRINITY_DN204695_c0_g2,Cluster-4043.0_TRINITY_DN178491_c0_g1
Cluster-90.168_TRINITY_DN197532_c3_g3,Cluster-40271.0_TRINITY_DN197894_c4_g1
Cluster-90.167_TRINITY_DN197532_c3_g3,Cluster-40189.1_TRINITY_DN205853_c1_g7
Cluster-90.159_TRINITY_DN205214_c1_g2,Cluster-40172.0_TRINITY_DN194650_c7_g2
Cluster-90.110_TRINITY_DN207816_c5_g1,Cluster-4008.0_TRINITY_DN203649_c3_g3
Cluster-90.104_TRINITY_DN194593_c3_g5,Cluster-3961.5_TRINITY_DN208959_c0_g1
Cluster-89908.6_TRINITY_DN209618_c1_g1,Cluster-3961.3_TRINITY_DN201623_c1_g2
Cluster-89908.0_TRINITY_DN209618_c1_g1,Cluster-3961.1_TRINITY_DN208959_c0_g1
Cluster-89898.0_TRINITY_DN198691_c0_g1,Cluster-3956.0_TRINITY_DN350890_c0_g1
Cluster-89876.0_TRINITY_DN186886_c0_g1,Cluster-39112.1_TRINITY_DN203674_c1_g6
Cluster-89823.5_TRINITY_DN210707_c3_g2,Cluster-39112.0_TRINITY_DN203674_c1_g1
Cluster-89795.0_TRINITY_DN198582_c3_g3,Cluster-39046.0_TRINITY_DN193452_c1_g1
Cluster-8975.0_TRINITY_DN197196_c3_g1,Cluster-38439.0_TRINITY_DN207641_c6_g2
Cluster-89611.1_TRINITY_DN195169_c4_g5,Cluster-38103.0_TRINITY_DN188933_c0_g1
Cluster-8960.0_TRINITY_DN128752_c0_g1,Cluster-37613.1_TRINITY_DN193138_c0_g1
Cluster-89592.0_TRINITY_DN199676_c2_g2,Cluster-3743.0_TRINITY_DN197517_c2_g2
Cluster-89567.0_TRINITY_DN203712_c1_g4,Cluster-36926.2_TRINITY_DN204009_c0_g3
Cluster-89506.0_TRINITY_DN209268_c1_g1,Cluster-36752.0_TRINITY_DN197813_c3_g2
Cluster-89357.0_TRINITY_DN207592_c8_g1,Cluster-36750.0_TRINITY_DN182928_c0_g1
Cluster-89319.0_TRINITY_DN209214_c7_g3,Cluster-36653.0_TRINITY_DN198057_c0_g2
Cluster-89208.11_TRINITY_DN203336_c0_g1,Cluster-36634.0_TRINITY_DN194469_c5_g1
Cluster-89148.0_TRINITY_DN206081_c3_g1,Cluster-36621.0_TRINITY_DN183232_c0_g1
Cluster-89144.0_TRINITY_DN200361_c5_g3,Cluster-35996.0_TRINITY_DN195152_c7_g1
Cluster-89131.1_TRINITY_DN210517_c2_g2,Cluster-35986.0_TRINITY_DN202988_c3_g2
Cluster-8907.0_TRINITY_DN194309_c2_g1,Cluster-3578.0_TRINITY_DN196072_c1_g2
Cluster-89060.1_TRINITY_DN198543_c4_g1,Cluster-35745.1_TRINITY_DN202311_c1_g1
Cluster-89020.0_TRINITY_DN210783_c3_g7,Cluster-35325.0_TRINITY_DN202212_c2_g2
Cluster-89017.7_TRINITY_DN202715_c2_g1,Cluster-35294.0_TRINITY_DN179619_c0_g1
Cluster-89004.3_TRINITY_DN207356_c0_g2,Cluster-3523.0_TRINITY_DN166615_c0_g2
Cluster-89004.2_TRINITY_DN197941_c1_g1,Cluster-35183.1_TRINITY_DN207118_c1_g2
Cluster-88966.1_TRINITY_DN147022_c0_g2,Cluster-34950.0_TRINITY_DN189780_c0_g1
Cluster-88951.0_TRINITY_DN54537_c0_g2,Cluster-3477.0_TRINITY_DN200755_c4_g1
Cluster-88949.0_TRINITY_DN199288_c2_g3,Cluster-34380.1_TRINITY_DN208861_c2_g1
Cluster-8888.0_TRINITY_DN199043_c3_g1,Cluster-34303.0_TRINITY_DN203020_c2_g2
Cluster-88843.0_TRINITY_DN60769_c0_g1,Cluster-34059.2_TRINITY_DN202972_c1_g3
Cluster-88831.7_TRINITY_DN210268_c1_g1,Cluster-33957.0_TRINITY_DN197210_c0_g1
