nt_cluster,uniport_cluster
Cluster-64365.986_TRINITY_DN203717_c2_g1,
Cluster-64365.968_TRINITY_DN200680_c12_g1,
Cluster-64365.967_TRINITY_DN194162_c2_g1,
Cluster-64365.962_TRINITY_DN200414_c1_g1,
Cluster-64365.938_TRINITY_DN193061_c3_g3,
Cluster-64365.924_TRINITY_DN206465_c3_g2,
Cluster-64365.887_TRINITY_DN195012_c5_g1,
Cluster-64365.88_TRINITY_DN195504_c8_g2,
Cluster-64365.88_TRINITY_DN195012_c5_g3,
Cluster-64365.88_TRINITY_DN194500_c3_g3,
Cluster-64365.879_TRINITY_DN203469_c4_g2,
Cluster-64365.875_TRINITY_DN203207_c6_g1,
Cluster-64365.874_TRINITY_DN195757_c5_g1,
Cluster-64365.87_TRINITY_DN195504_c8_g3,
Cluster-64365.85_TRINITY_DN198003_c6_g1,
Cluster-64365.834_TRINITY_DN197293_c2_g3,
Cluster-64365.828_TRINITY_DN194679_c3_g1,
Cluster-64365.828_TRINITY_DN194162_c2_g1,
Cluster-64365.793_TRINITY_DN197813_c6_g2,
Cluster-64365.77_TRINITY_DN201729_c1_g2,
Cluster-64365.735_TRINITY_DN209271_c1_g2,
Cluster-64365.731_TRINITY_DN200918_c3_g1,
Cluster-64365.65_TRINITY_DN205026_c13_g1,
Cluster-64365.637_TRINITY_DN204933_c8_g4,
Cluster-64365.614_TRINITY_DN206491_c6_g2,
Cluster-64365.598_TRINITY_DN200856_c5_g2,
Cluster-64365.593_TRINITY_DN199282_c5_g2,
Cluster-64365.592_TRINITY_DN204933_c2_g1,
Cluster-64365.59_TRINITY_DN194224_c3_g1,
Cluster-64365.580_TRINITY_DN207441_c5_g2,
Cluster-64365.58_TRINITY_DN205827_c1_g2,
Cluster-64365.570_TRINITY_DN210377_c3_g2,
Cluster-64365.522_TRINITY_DN211008_c7_g1,
Cluster-64365.518_TRINITY_DN206491_c2_g1,
Cluster-64365.517_TRINITY_DN200856_c5_g1,
Cluster-64365.516_TRINITY_DN202665_c5_g3,
Cluster-64365.512_TRINITY_DN198329_c0_g1,
Cluster-64365.435_TRINITY_DN201597_c4_g1,
Cluster-64365.416_TRINITY_DN203469_c4_g3,
Cluster-64365.409_TRINITY_DN208422_c2_g1,
Cluster-64365.407_TRINITY_DN208422_c2_g1,
Cluster-64365.331_TRINITY_DN196316_c7_g1,
Cluster-64365.322_TRINITY_DN211254_c1_g1,
Cluster-64365.260_TRINITY_DN199534_c3_g4,
Cluster-64365.2373_TRINITY_DN198364_c1_g6,
Cluster-64365.2372_TRINITY_DN196764_c6_g1,
Cluster-64365.2355_TRINITY_DN201597_c4_g2,
Cluster-64365.2355_TRINITY_DN200122_c1_g1,
Cluster-64365.2340_TRINITY_DN210935_c1_g1,
Cluster-64365.2328_TRINITY_DN210198_c4_g5,
Cluster-64365.2328_TRINITY_DN195971_c4_g2,
Cluster-64365.2324_TRINITY_DN206948_c2_g1,
Cluster-64365.2323_TRINITY_DN206948_c2_g1,
Cluster-64365.2322_TRINITY_DN206948_c2_g1,
Cluster-64365.2317_TRINITY_DN208634_c6_g1,
Cluster-64365.23_TRINITY_DN203774_c5_g3,
Cluster-64365.2269_TRINITY_DN208192_c0_g2,
Cluster-64365.2258_TRINITY_DN201973_c0_g1,
Cluster-64365.2245_TRINITY_DN201973_c1_g1,
Cluster-64365.2239_TRINITY_DN197632_c5_g1,
Cluster-64365.2232_TRINITY_DN198313_c4_g4,
Cluster-64365.222_TRINITY_DN200906_c0_g1,
Cluster-64365.2187_TRINITY_DN195169_c4_g2,
Cluster-64365.2183_TRINITY_DN208213_c9_g1,
Cluster-64365.2178_TRINITY_DN203745_c0_g1,
Cluster-64365.2174_TRINITY_DN205545_c5_g2,
Cluster-64365.2139_TRINITY_DN198042_c2_g2,
Cluster-64365.2130_TRINITY_DN203207_c7_g1,
Cluster-64365.2130_TRINITY_DN198042_c2_g2,
Cluster-64365.2128_TRINITY_DN197300_c4_g1,
Cluster-64365.2125_TRINITY_DN205261_c1_g1,
Cluster-64365.2119_TRINITY_DN205438_c2_g3,
Cluster-64365.2116_TRINITY_DN202221_c6_g1,
Cluster-64365.2061_TRINITY_DN198310_c5_g2,
Cluster-64365.2053_TRINITY_DN196058_c3_g3,
Cluster-64365.2015_TRINITY_DN205854_c10_g4,
Cluster-64365.201_TRINITY_DN210328_c3_g2,
Cluster-64365.199_TRINITY_DN202665_c5_g7,
Cluster-64365.1975_TRINITY_DN194679_c3_g1,
Cluster-64365.1963_TRINITY_DN203469_c4_g2,
Cluster-64365.1926_TRINITY_DN207576_c1_g1,
Cluster-64365.1925_TRINITY_DN237048_c0_g1,
Cluster-64365.1839_TRINITY_DN201597_c4_g2,
Cluster-64365.1801_TRINITY_DN199776_c5_g1,
Cluster-64365.179_TRINITY_DN194664_c3_g3,
Cluster-64365.1776_TRINITY_DN201174_c4_g1,
Cluster-64365.175_TRINITY_DN196923_c2_g1,
Cluster-64365.1738_TRINITY_DN206699_c2_g1,
Cluster-64365.1714_TRINITY_DN205827_c1_g2,
Cluster-64365.1709_TRINITY_DN196716_c2_g1,
Cluster-64365.1706_TRINITY_DN210983_c3_g1,
Cluster-64365.1705_TRINITY_DN210983_c3_g1,
Cluster-64365.1705_TRINITY_DN198397_c6_g6,
Cluster-64365.1703_TRINITY_DN198809_c1_g2,
Cluster-64365.17_TRINITY_DN203486_c1_g1,
Cluster-64365.1690_TRINITY_DN206991_c0_g4,
Cluster-64365.1659_TRINITY_DN193035_c1_g2,
Cluster-64365.1643_TRINITY_DN205223_c4_g1,
Cluster-64365.1599_TRINITY_DN198678_c4_g2,
Cluster-64365.1588_TRINITY_DN198678_c4_g2,
Cluster-64365.1545_TRINITY_DN194679_c3_g1,
Cluster-64365.146_TRINITY_DN201729_c1_g1,
Cluster-64365.143_TRINITY_DN194785_c5_g2,
Cluster-64365.1405_TRINITY_DN206879_c1_g1,
Cluster-64365.1390_TRINITY_DN210956_c0_g1,
Cluster-64365.1388_TRINITY_DN198042_c2_g2,
Cluster-64365.1318_TRINITY_DN195888_c4_g2,
Cluster-64365.130_TRINITY_DN206091_c0_g1,
Cluster-64365.1284_TRINITY_DN194679_c3_g1,
Cluster-64365.1280_TRINITY_DN208334_c3_g1,
Cluster-64365.1264_TRINITY_DN199610_c3_g1,
Cluster-64365.1263_TRINITY_DN210956_c0_g1,
Cluster-64365.1263_TRINITY_DN207180_c1_g3,
Cluster-64365.1230_TRINITY_DN69270_c0_g1,
Cluster-64365.1203_TRINITY_DN199435_c0_g2,
Cluster-64365.120_TRINITY_DN205223_c5_g5,
Cluster-64365.1136_TRINITY_DN194679_c3_g1,
Cluster-64365.112_TRINITY_DN204976_c3_g2,
Cluster-64365.1053_TRINITY_DN198042_c2_g2,
Cluster-64365.1043_TRINITY_DN205854_c10_g1,
Cluster-64365.1029_TRINITY_DN210983_c3_g2,
Cluster-64365.1023_TRINITY_DN201973_c0_g2,
Cluster-64365.1014_TRINITY_DN207222_c3_g1,
Cluster-64365.1012_TRINITY_DN200414_c2_g3,
Cluster-64290.0_TRINITY_DN201622_c4_g1,
Cluster-64289.0_TRINITY_DN199342_c0_g1,
Cluster-64268.1_TRINITY_DN203844_c5_g2,
Cluster-6421.0_TRINITY_DN210495_c0_g1,
Cluster-64133.1_TRINITY_DN203381_c3_g5,
Cluster-64133.0_TRINITY_DN203381_c3_g4,
Cluster-6413.0_TRINITY_DN206996_c2_g1,
Cluster-64117.0_TRINITY_DN209966_c1_g6,
Cluster-64097.0_TRINITY_DN193653_c3_g2,
Cluster-64040.0_TRINITY_DN201292_c1_g2,
Cluster-64026.0_TRINITY_DN195227_c9_g1,
Cluster-6402.1_TRINITY_DN198448_c0_g3,
Cluster-63937.0_TRINITY_DN199550_c1_g1,
Cluster-6393.0_TRINITY_DN193716_c0_g2,
Cluster-63876.0_TRINITY_DN195830_c2_g3,
Cluster-63871.0_TRINITY_DN188003_c0_g1,
Cluster-63851.0_TRINITY_DN198538_c3_g1,
Cluster-63846.0_TRINITY_DN198621_c5_g1,
Cluster-63711.0_TRINITY_DN203063_c5_g1,
Cluster-63667.0_TRINITY_DN205132_c12_g1,
Cluster-6365.0_TRINITY_DN205925_c3_g1,
Cluster-63536.0_TRINITY_DN191029_c5_g9,
Cluster-63477.0_TRINITY_DN193909_c1_g1,
Cluster-6341.0_TRINITY_DN196942_c5_g4,
Cluster-6337.0_TRINITY_DN183987_c1_g1,
Cluster-6332.1_TRINITY_DN193485_c4_g5,
Cluster-6332.0_TRINITY_DN193485_c4_g5,
Cluster-63319.1_TRINITY_DN202814_c0_g2,
Cluster-63302.0_TRINITY_DN206377_c6_g1,
Cluster-63298.0_TRINITY_DN201537_c1_g1,
Cluster-63241.2_TRINITY_DN203959_c5_g4,
Cluster-63129.0_TRINITY_DN193241_c2_g4,
Cluster-63114.0_TRINITY_DN196177_c0_g1,
Cluster-63055.0_TRINITY_DN205201_c3_g5,
Cluster-63036.0_TRINITY_DN206647_c4_g2,
Cluster-6299.0_TRINITY_DN52427_c0_g1,
Cluster-62941.0_TRINITY_DN197928_c2_g3,
Cluster-62892.0_TRINITY_DN194613_c9_g2,
Cluster-62860.0_TRINITY_DN210053_c2_g2,
Cluster-62821.0_TRINITY_DN199410_c8_g2,
Cluster-62690.1_TRINITY_DN200250_c1_g2,
Cluster-62690.0_TRINITY_DN200250_c1_g2,
Cluster-62636.4_TRINITY_DN198028_c8_g3,
Cluster-62636.3_TRINITY_DN204420_c0_g3,
Cluster-62636.0_TRINITY_DN202058_c6_g5,
Cluster-62560.0_TRINITY_DN205685_c2_g1,
Cluster-62558.0_TRINITY_DN193511_c0_g1,
Cluster-62552.21_TRINITY_DN210831_c3_g3,
Cluster-62552.2_TRINITY_DN201842_c4_g3,
Cluster-62465.0_TRINITY_DN196113_c2_g2,
Cluster-62416.1_TRINITY_DN210919_c2_g3,
Cluster-62416.0_TRINITY_DN210919_c2_g3,
Cluster-62333.1_TRINITY_DN210765_c1_g1,
Cluster-62300.0_TRINITY_DN196228_c9_g1,
Cluster-62245.0_TRINITY_DN208122_c9_g2,
Cluster-62207.0_TRINITY_DN210019_c3_g1,
Cluster-6220.0_TRINITY_DN180850_c0_g1,
Cluster-62144.0_TRINITY_DN184645_c0_g1,
Cluster-62042.7_TRINITY_DN199788_c4_g1,
Cluster-62041.1_TRINITY_DN197563_c6_g2,
Cluster-62013.0_TRINITY_DN207363_c6_g2,
Cluster-62007.1_TRINITY_DN195494_c5_g1,
Cluster-6199.0_TRINITY_DN187883_c0_g1,
Cluster-61926.0_TRINITY_DN199961_c5_g2,
Cluster-61916.0_TRINITY_DN196371_c0_g1,
Cluster-61879.0_TRINITY_DN202522_c8_g1,
Cluster-61846.0_TRINITY_DN201337_c14_g4,
Cluster-61785.0_TRINITY_DN203193_c8_g1,
Cluster-61769.0_TRINITY_DN194340_c0_g1,
Cluster-61668.3_TRINITY_DN198394_c0_g1,
Cluster-61668.2_TRINITY_DN198394_c0_g1,
Cluster-61628.0_TRINITY_DN210641_c3_g1,
Cluster-616.0_TRINITY_DN205443_c2_g4,
Cluster-61548.0_TRINITY_DN205255_c4_g1,
Cluster-61543.0_TRINITY_DN200783_c0_g1,
Cluster-61529.0_TRINITY_DN201210_c2_g4,
Cluster-61509.0_TRINITY_DN201210_c2_g6,
Cluster-61484.0_TRINITY_DN200920_c2_g1,
Cluster-61474.0_TRINITY_DN193407_c6_g2,
Cluster-61471.1_TRINITY_DN184882_c0_g1,
Cluster-61469.1_TRINITY_DN199809_c1_g2,
Cluster-61438.0_TRINITY_DN196250_c2_g5,
Cluster-61377.0_TRINITY_DN208009_c1_g4,
Cluster-61320.0_TRINITY_DN203341_c2_g1,
Cluster-61253.0_TRINITY_DN198786_c6_g1,
Cluster-61184.1_TRINITY_DN197980_c3_g4,
Cluster-61182.0_TRINITY_DN198753_c0_g2,
Cluster-61106.1_TRINITY_DN198085_c3_g1,
Cluster-61064.4_TRINITY_DN195024_c8_g2,
Cluster-61023.0_TRINITY_DN197973_c6_g1,
Cluster-6101.3_TRINITY_DN208695_c2_g2,
Cluster-6083.0_TRINITY_DN193554_c2_g4,
Cluster-60790.0_TRINITY_DN199654_c2_g3,
Cluster-60768.0_TRINITY_DN201528_c0_g4,
Cluster-6069.0_TRINITY_DN191565_c0_g1,
Cluster-60689.0_TRINITY_DN195564_c7_g4,
Cluster-60633.2_TRINITY_DN187449_c0_g2,
Cluster-60614.0_TRINITY_DN194759_c2_g1,
Cluster-6058.0_TRINITY_DN183355_c0_g1,
Cluster-6048.0_TRINITY_DN195884_c3_g9,
Cluster-60465.0_TRINITY_DN193096_c0_g1,
Cluster-60460.0_TRINITY_DN196584_c3_g7,
Cluster-60433.6_TRINITY_DN204595_c1_g3,
Cluster-60429.0_TRINITY_DN208257_c0_g2,
Cluster-6042.0_TRINITY_DN198100_c2_g8,
Cluster-6039.0_TRINITY_DN199978_c1_g4,
Cluster-60311.0_TRINITY_DN198217_c1_g1,
Cluster-60189.0_TRINITY_DN197034_c5_g4,
Cluster-6008.0_TRINITY_DN157983_c0_g1,
Cluster-60073.0_TRINITY_DN202519_c1_g1,
Cluster-60031.0_TRINITY_DN201416_c3_g4,
Cluster-6003.0_TRINITY_DN194837_c4_g2,
Cluster-59956.0_TRINITY_DN197155_c5_g5,
Cluster-59828.1_TRINITY_DN210324_c3_g4,
Cluster-59732.0_TRINITY_DN203815_c2_g2,
Cluster-59632.0_TRINITY_DN179453_c1_g1,
Cluster-59590.0_TRINITY_DN199127_c13_g2,
Cluster-5958.4_TRINITY_DN195122_c1_g1,
Cluster-59516.0_TRINITY_DN206881_c4_g5,
Cluster-5950.0_TRINITY_DN197378_c6_g2,
Cluster-5946.0_TRINITY_DN204223_c1_g7,
Cluster-59446.0_TRINITY_DN202194_c1_g3,
Cluster-59355.0_TRINITY_DN193651_c8_g1,
Cluster-5930.0_TRINITY_DN191531_c3_g6,
Cluster-59195.0_TRINITY_DN196305_c1_g6,
Cluster-59125.4_TRINITY_DN199878_c5_g1,
Cluster-59114.0_TRINITY_DN199618_c3_g1,
Cluster-5906.0_TRINITY_DN117338_c0_g1,
Cluster-59052.0_TRINITY_DN195452_c0_g1,
Cluster-5901.1_TRINITY_DN202363_c2_g1,
Cluster-5901.0_TRINITY_DN204629_c1_g2,
Cluster-58986.1_TRINITY_DN207826_c5_g1,
Cluster-58986.0_TRINITY_DN200841_c3_g5,
Cluster-5895.0_TRINITY_DN206836_c1_g4,
Cluster-5889.0_TRINITY_DN131669_c0_g1,
Cluster-58878.0_TRINITY_DN194917_c9_g3,
Cluster-5868.0_TRINITY_DN194165_c6_g2,
Cluster-58617.0_TRINITY_DN211207_c6_g6,
Cluster-58587.0_TRINITY_DN164269_c0_g1,
Cluster-58475.0_TRINITY_DN197962_c0_g1,
Cluster-58460.2_TRINITY_DN201361_c2_g1,
Cluster-58460.0_TRINITY_DN201361_c2_g3,
Cluster-5846.0_TRINITY_DN200761_c5_g9,
Cluster-58443.0_TRINITY_DN196929_c3_g3,
Cluster-58373.0_TRINITY_DN197590_c0_g1,
Cluster-58298.0_TRINITY_DN199811_c1_g2,
Cluster-58282.0_TRINITY_DN200702_c3_g2,
Cluster-58267.0_TRINITY_DN210563_c5_g5,
Cluster-5820.0_TRINITY_DN179052_c0_g1,
Cluster-58116.1_TRINITY_DN201947_c6_g2,
Cluster-5803.0_TRINITY_DN128290_c0_g1,
Cluster-5801.0_TRINITY_DN287801_c0_g1,
Cluster-58000.1_TRINITY_DN191973_c3_g1,
Cluster-5799.0_TRINITY_DN200510_c2_g3,
Cluster-57949.0_TRINITY_DN199519_c7_g1,
Cluster-5793.0_TRINITY_DN198528_c1_g2,
Cluster-5785.0_TRINITY_DN117723_c0_g1,
Cluster-57833.0_TRINITY_DN205051_c7_g2,
Cluster-5782.0_TRINITY_DN198547_c5_g1,
Cluster-57813.0_TRINITY_DN209214_c4_g1,
Cluster-5779.0_TRINITY_DN205959_c5_g1,
Cluster-57580.0_TRINITY_DN192407_c4_g8,
Cluster-57551.0_TRINITY_DN253232_c0_g1,
Cluster-5748.0_TRINITY_DN192602_c7_g3,
Cluster-57458.3_TRINITY_DN207485_c5_g1,
Cluster-57458.0_TRINITY_DN201303_c5_g6,
Cluster-57442.0_TRINITY_DN205916_c5_g5,
Cluster-5741.0_TRINITY_DN202109_c3_g1,
Cluster-57371.0_TRINITY_DN196079_c5_g2,
Cluster-5733.0_TRINITY_DN196613_c1_g1,
Cluster-57300.0_TRINITY_DN200360_c0_g1,
Cluster-5726.0_TRINITY_DN206711_c1_g2,
Cluster-57232.0_TRINITY_DN207441_c5_g4,
Cluster-5721.0_TRINITY_DN302922_c0_g1,
Cluster-57169.0_TRINITY_DN207147_c2_g2,
Cluster-57165.0_TRINITY_DN204604_c6_g2,
Cluster-57121.5_TRINITY_DN208498_c2_g1,
Cluster-57121.1_TRINITY_DN193035_c1_g1,
Cluster-57120.0_TRINITY_DN201391_c1_g1,
Cluster-5711.0_TRINITY_DN195859_c7_g6,
Cluster-57059.3_TRINITY_DN211283_c2_g1,
Cluster-5695.0_TRINITY_DN191672_c4_g1,
Cluster-56921.0_TRINITY_DN201193_c0_g9,
Cluster-56864.0_TRINITY_DN197286_c3_g1,
Cluster-56805.0_TRINITY_DN196764_c7_g1,
Cluster-56754.6_TRINITY_DN202662_c0_g2,
Cluster-56754.21_TRINITY_DN206075_c0_g2,
Cluster-56754.20_TRINITY_DN202662_c0_g1,
Cluster-56754.11_TRINITY_DN199797_c4_g1,
Cluster-56741.3_TRINITY_DN205379_c6_g3,
Cluster-56741.2_TRINITY_DN197209_c8_g1,
Cluster-56731.0_TRINITY_DN191089_c0_g1,
Cluster-5671.0_TRINITY_DN176910_c0_g1,
Cluster-56647.5_TRINITY_DN199678_c2_g2,
Cluster-56647.2_TRINITY_DN199678_c2_g2,
Cluster-5656.0_TRINITY_DN164658_c0_g1,
Cluster-56529.2_TRINITY_DN193407_c5_g3,
Cluster-56522.0_TRINITY_DN192064_c1_g1,
Cluster-565.0_TRINITY_DN207030_c1_g1,
Cluster-5623.0_TRINITY_DN181254_c0_g1,
Cluster-5622.0_TRINITY_DN198718_c1_g1,
Cluster-56160.0_TRINITY_DN147250_c0_g1,
Cluster-56088.0_TRINITY_DN210911_c7_g3,
Cluster-5608.0_TRINITY_DN180897_c0_g1,
Cluster-56002.0_TRINITY_DN186556_c0_g1,
Cluster-55992.0_TRINITY_DN201690_c2_g7,
Cluster-55938.4_TRINITY_DN204030_c4_g4,
Cluster-5591.0_TRINITY_DN197674_c6_g9,
Cluster-55897.0_TRINITY_DN198188_c0_g1,
Cluster-55884.6_TRINITY_DN201894_c1_g3,
Cluster-55884.3_TRINITY_DN200161_c2_g1,
Cluster-55884.2_TRINITY_DN201894_c1_g3,
Cluster-55868.0_TRINITY_DN202661_c3_g2,
Cluster-55853.0_TRINITY_DN194856_c2_g8,
Cluster-5585.1_TRINITY_DN195342_c4_g1,
Cluster-55805.0_TRINITY_DN194996_c1_g2,
Cluster-5574.0_TRINITY_DN199813_c2_g4,
Cluster-55734.0_TRINITY_DN185956_c0_g2,
Cluster-55729.3_TRINITY_DN211075_c2_g2,
Cluster-55729.2_TRINITY_DN200543_c1_g4,
Cluster-55724.0_TRINITY_DN196009_c1_g1,
Cluster-55647.6_TRINITY_DN201110_c3_g1,
Cluster-55647.4_TRINITY_DN201110_c3_g1,
Cluster-55630.0_TRINITY_DN210172_c1_g1,
Cluster-55485.0_TRINITY_DN192049_c0_g1,
Cluster-55186.0_TRINITY_DN206103_c4_g1,
Cluster-55175.0_TRINITY_DN190247_c0_g1,
Cluster-55151.0_TRINITY_DN199211_c4_g3,
Cluster-55125.0_TRINITY_DN198532_c6_g2,
Cluster-55108.0_TRINITY_DN199559_c6_g3,
Cluster-55102.0_TRINITY_DN201457_c7_g4,
Cluster-55071.3_TRINITY_DN194192_c2_g2,
Cluster-5503.0_TRINITY_DN205390_c4_g1,
Cluster-55006.0_TRINITY_DN201347_c2_g3,
Cluster-55001.0_TRINITY_DN201673_c0_g1,
Cluster-5482.0_TRINITY_DN200811_c0_g2,
Cluster-54788.0_TRINITY_DN198765_c7_g1,
Cluster-5477.0_TRINITY_DN194261_c1_g2,
Cluster-5465.0_TRINITY_DN193485_c4_g3,
Cluster-54631.4_TRINITY_DN207257_c2_g3,
Cluster-54612.0_TRINITY_DN202546_c0_g1,
Cluster-5461.0_TRINITY_DN210449_c3_g3,
Cluster-54580.0_TRINITY_DN203291_c5_g3,
Cluster-5455.0_TRINITY_DN191555_c8_g1,
Cluster-54262.0_TRINITY_DN194653_c10_g2,
Cluster-5423.0_TRINITY_DN198919_c1_g3,
Cluster-54195.0_TRINITY_DN203777_c6_g1,
Cluster-5417.0_TRINITY_DN201678_c0_g3,
Cluster-53975.0_TRINITY_DN196043_c2_g3,
Cluster-5395.0_TRINITY_DN194316_c3_g6,
Cluster-5394.0_TRINITY_DN210090_c1_g5,
Cluster-5386.0_TRINITY_DN194956_c4_g1,
Cluster-53813.0_TRINITY_DN194702_c0_g1,
Cluster-53737.0_TRINITY_DN196344_c9_g1,
Cluster-53726.1_TRINITY_DN210536_c2_g1,
Cluster-5367.0_TRINITY_DN193245_c8_g4,
Cluster-53632.0_TRINITY_DN192718_c3_g1,
Cluster-53536.0_TRINITY_DN194822_c9_g1,
Cluster-5352.0_TRINITY_DN187339_c0_g1,
Cluster-53465.0_TRINITY_DN165123_c0_g1,
Cluster-53348.1_TRINITY_DN198090_c3_g2,
Cluster-53275.0_TRINITY_DN196207_c6_g4,
Cluster-53253.0_TRINITY_DN189831_c0_g1,
Cluster-5324.0_TRINITY_DN180539_c0_g1,
Cluster-53231.0_TRINITY_DN194121_c4_g9,
Cluster-5321.0_TRINITY_DN197363_c5_g1,
Cluster-53151.0_TRINITY_DN201773_c1_g5,
Cluster-53036.1_TRINITY_DN208970_c1_g2,
Cluster-52993.0_TRINITY_DN195071_c6_g5,
Cluster-52924.3_TRINITY_DN200751_c1_g1,
Cluster-52919.4_TRINITY_DN207176_c2_g1,
Cluster-52850.0_TRINITY_DN200206_c0_g1,
Cluster-52842.0_TRINITY_DN190559_c0_g2,
Cluster-5276.0_TRINITY_DN156714_c0_g1,
Cluster-52745.0_TRINITY_DN207237_c6_g4,
Cluster-5271.0_TRINITY_DN203526_c5_g1,
Cluster-5270.0_TRINITY_DN194819_c3_g2,
Cluster-52665.1_TRINITY_DN207954_c5_g3,
Cluster-52648.0_TRINITY_DN197267_c0_g4,
Cluster-52606.6_TRINITY_DN196856_c0_g1,
Cluster-52604.4_TRINITY_DN209481_c3_g1,
Cluster-52604.2_TRINITY_DN209481_c3_g1,
Cluster-52604.1_TRINITY_DN209481_c3_g2,
Cluster-52534.1_TRINITY_DN194807_c3_g2,
Cluster-5252.0_TRINITY_DN198016_c3_g2,
Cluster-52492.0_TRINITY_DN196180_c7_g2,
Cluster-5249.0_TRINITY_DN205732_c0_g1,
Cluster-52430.0_TRINITY_DN204888_c5_g2,
Cluster-5242.0_TRINITY_DN192409_c1_g4,
Cluster-5239.0_TRINITY_DN204400_c3_g2,
Cluster-5228.0_TRINITY_DN196012_c1_g1,
Cluster-52262.0_TRINITY_DN194885_c0_g2,
Cluster-52211.0_TRINITY_DN196760_c3_g2,
Cluster-5221.0_TRINITY_DN205959_c5_g3,
Cluster-52172.0_TRINITY_DN200038_c0_g1,
Cluster-5216.0_TRINITY_DN195859_c7_g7,
Cluster-52139.89_TRINITY_DN203649_c4_g7,
Cluster-52139.60_TRINITY_DN205664_c4_g2,
Cluster-52139.59_TRINITY_DN198877_c0_g4,
Cluster-52139.51_TRINITY_DN202815_c2_g1,
Cluster-52139.40_TRINITY_DN206796_c1_g1,
Cluster-52139.37_TRINITY_DN195227_c10_g1,
Cluster-52139.35_TRINITY_DN195227_c10_g1,
Cluster-52139.31_TRINITY_DN207514_c3_g4,
Cluster-52139.26_TRINITY_DN203649_c3_g2,
Cluster-52139.242_TRINITY_DN210106_c7_g2,
Cluster-52139.24_TRINITY_DN199764_c6_g1,
Cluster-52139.239_TRINITY_DN206796_c1_g3,
Cluster-52139.226_TRINITY_DN200702_c3_g3,
Cluster-52139.225_TRINITY_DN201759_c3_g2,
Cluster-52139.215_TRINITY_DN193561_c4_g3,
Cluster-52139.2_TRINITY_DN193876_c5_g2,
Cluster-52139.196_TRINITY_DN202815_c2_g1,
Cluster-52139.185_TRINITY_DN200428_c6_g1,
Cluster-52139.160_TRINITY_DN193561_c4_g1,
Cluster-52139.134_TRINITY_DN210106_c7_g2,
Cluster-52139.118_TRINITY_DN199330_c5_g7,
Cluster-52139.116_TRINITY_DN198235_c4_g2,
Cluster-51931.1_TRINITY_DN199453_c1_g2,
Cluster-51931.0_TRINITY_DN199453_c1_g2,
Cluster-5180.0_TRINITY_DN193716_c0_g4,
Cluster-51746.0_TRINITY_DN196475_c8_g1,
Cluster-51719.0_TRINITY_DN197433_c4_g1,
Cluster-5170.0_TRINITY_DN192928_c2_g5,
Cluster-51662.0_TRINITY_DN197639_c2_g1,
Cluster-51610.0_TRINITY_DN199414_c2_g1,
Cluster-51571.0_TRINITY_DN209012_c10_g3,
Cluster-51501.0_TRINITY_DN202867_c1_g2,
Cluster-51416.0_TRINITY_DN199853_c0_g1,
Cluster-51343.0_TRINITY_DN203028_c3_g4,
Cluster-51299.1_TRINITY_DN193698_c5_g1,
Cluster-51229.0_TRINITY_DN193948_c1_g2,
Cluster-5121.27_TRINITY_DN210443_c3_g4,
Cluster-5121.24_TRINITY_DN197882_c1_g2,
Cluster-5121.2_TRINITY_DN199480_c4_g1,
Cluster-5121.19_TRINITY_DN197222_c0_g1,
Cluster-51209.4_TRINITY_DN198683_c1_g2,
Cluster-51209.1_TRINITY_DN190012_c2_g2,
Cluster-51204.0_TRINITY_DN187015_c0_g1,
Cluster-50909.0_TRINITY_DN198491_c1_g1,
Cluster-50841.0_TRINITY_DN200782_c4_g2,
Cluster-50773.0_TRINITY_DN198378_c1_g1,
Cluster-50675.0_TRINITY_DN197362_c1_g2,
Cluster-50615.0_TRINITY_DN205134_c5_g1,
Cluster-50601.0_TRINITY_DN191776_c0_g1,
Cluster-50541.1_TRINITY_DN201014_c3_g2,
Cluster-5051.0_TRINITY_DN203096_c1_g2,
Cluster-50501.0_TRINITY_DN191787_c10_g2,
Cluster-5049.0_TRINITY_DN188954_c0_g1,
Cluster-50370.0_TRINITY_DN207920_c3_g1,
Cluster-5032.0_TRINITY_DN199893_c7_g2,
Cluster-50287.0_TRINITY_DN202470_c3_g3,
Cluster-5026.0_TRINITY_DN198109_c1_g4,
Cluster-5024.1_TRINITY_DN205443_c2_g3,
Cluster-5019.0_TRINITY_DN171293_c0_g1,
Cluster-50178.0_TRINITY_DN198109_c1_g1,
Cluster-50173.0_TRINITY_DN201079_c2_g1,
Cluster-5017.0_TRINITY_DN191029_c5_g5,
Cluster-50169.0_TRINITY_DN194903_c0_g1,
Cluster-50086.0_TRINITY_DN198560_c7_g3,
Cluster-50055.0_TRINITY_DN126767_c0_g1,
Cluster-50015.0_TRINITY_DN198019_c0_g3,
Cluster-49942.0_TRINITY_DN194531_c2_g4,
Cluster-49641.0_TRINITY_DN191555_c8_g2,
Cluster-49635.0_TRINITY_DN201210_c2_g2,
Cluster-49617.0_TRINITY_DN197290_c6_g2,
Cluster-4940.0_TRINITY_DN198672_c0_g3,
Cluster-49366.0_TRINITY_DN197805_c0_g2,
Cluster-4934.0_TRINITY_DN185023_c1_g1,
Cluster-49261.0_TRINITY_DN193035_c1_g5,
Cluster-49224.1_TRINITY_DN195356_c6_g6,
Cluster-49206.0_TRINITY_DN201995_c2_g1,
Cluster-4904.0_TRINITY_DN199978_c1_g4,
