CK,Cu
1.305263832,1.98752902
1.752289722,0.675868254
1.461437589,2.209991834
1.141749242,2.265041968
1.167942158,2.187915093
1.83961687,3.065306937
0.467910624,2.016653261
1.635788327,3.1245094
2.057714218,3.461265203
1.62443762,2.718613877
0.247379141,2.266007627
1.694213385,2.635815021
0,2.226267314
2.230885434,1.58507092
0.732287384,3.047729553
2.40442497,3.361898969
0,1.712182954
1.047915388,1.953477095
2.809843539,3.858286521
1.796232824,2.790826272
1.722543265,2.350274209
1.740235168,2.70337795
3.220028343,1.870652035
2.320273016,0.729361443
1.708932557,2.430328973
1.956733554,1.028234764
1.204347094,2.473681639
2.390411615,3.186327132
1.059726616,2.577882752
-0.229926954,2.03740687
1.767902567,2.831820234
0,1.730087214
2.251163732,1.513340092
2.499174354,3.448398403
0.813457161,1.678164083
2.663859002,3.685952716
2.954820504,3.790255586
1.794677229,2.858996503
0,1.630485158
3.034995811,3.741630558
1.141268393,1.991592614
2.375952047,3.319897326
0.890619159,2.47436507
2.422095298,3.068377127
-0.06008991,1.735241631
0,1.953946422
1.932925743,2.996180106
2.018005089,1.183754772
1.651312098,0.969941436
1.005005973,1.689388746
2.090167795,2.932860271
2.297101953,1.153428075
0,1.607665867
2.438299241,3.171275244
4.283726136,3.21163957
0.675830001,1.778019396
2.164537362,3.056110239
2.766398038,2.113044563
1.517989817,2.264387567
1.746784038,2.439960467
1.29604706,2.811855284
2.393902968,3.289099913
0,2.309572409
1.528326467,2.286138908
2.812770846,3.489976794
0.983967086,2.401543914
1.589073547,0
0.769984423,2.659522334
0,1.474105785
2.127717098,2.975987976
0,1.77701879
1.391244158,2.264319788
2.416676077,3.049094159
3.393174791,2.550323703
1.526882701,3.163391345
0,1.34820747
0.472687058,2.125629283
1.254405701,1.974055507
1.461218636,2.390221
1.535205025,2.323757024
0.897175133,2.368705935
2.295476598,3.137599828
0.720976339,2.36177255
2.047007771,1.375878149
1.465260377,3.451801048
1.769328876,2.466268064
0.469995728,2.303417533
1.801907074,2.506587025
1.643962891,0
1.504946495,0
0.770915025,1.829130818
2.112123215,2.78792469
3.408769011,2.328260687
0,1.438499584
1.652952134,0.467381769
0,2.301205856
1.985068881,2.613735297
0,2.40559493
2.166350438,1.518313719
1.387245791,0
2.43137768,1.692601831
0,2.155135518
1.889946209,0.148787034
0.583719417,1.676617676
1.23568255,1.901549688
2.514910288,3.166696559
1.304779549,3.089350441
0,1.662310423
1.226808659,2.237531818
1.979301518,1.350660621
0,1.626331072
1.229323199,2.162782915
2.088348105,2.733909972
2.163006475,3.166595154
2.167492748,0.515688372
0,1.724313308
2.618504397,4.297856016
2.215415104,3.081321966
2.734278454,1.544554375
2.280577679,3.095718727
2.469417939,3.195840425
2.143408737,2.793806006
2.237551023,2.911047315
0.94966162,1.562550332
1.257593016,0
1.865998028,0
0.930775325,1.761513583
0,2.044222107
0,1.562112626
2.797516859,2.070707865
0,1.717665024
1.782147152,2.811034722
1.46306401,2.14700036
1.547683826,2.491445559
1.888385164,2.496043372
0.929878307,1.735455458
2.494761049,1.686542953
3.608779917,2.378804133
0.916660306,2.052248781
2.013088618,1.3398955
1.648056348,2.441429283
1.747920078,2.485663068
0.067987192,2.341290497
0,2.062973236
2.569805517,1.865465117
2.607692326,3.340070896
2.22714708,2.911403099
2.859361882,2.225891728
1.325611096,2.405934652
1.487339162,2.944158702
3.332677081,2.404046844
0,1.850927527
1.329166492,2.118494772
2.005611501,2.833518169
1.50875251,2.745833562
0,1.526507028
1.590913836,0
3.836191133,2.731838241
-0.537211165,1.901646784
1.605594807,0.426758986
1.871129896,0.597017962
0.064848827,1.749089731
1.60892976,2.329030225
3.295362392,1.867407233
2.236196018,1.202923499
1.953752714,-0.379201744
0,1.347732171
1.346416494,0
1.277714328,0
1.98270385,3.042343523
2.612014585,3.540643357
2.321517135,2.991432072
2.574025308,3.212737461
2.328366585,2.973220074
2.51469787,3.132894776
3.131499428,2.513351893
3.247584609,2.480058356
2.198848796,1.468161455
3.171445186,2.358594156
3.139881709,2.300119372
1.134315102,1.744619493
1.281874602,0
1.496192469,0.646364858
1.239872587,1.938167864
2.993613198,2.250082622
0,1.630673162
1.03997542,1.69670508
2.56147573,3.318742854
0,1.522956375
2.340438612,1.027240999
0,2.14485529
2.02029876,1.247735847
1.859397917,2.495539629
1.656383367,2.258115561
1.552769554,2.284431697
2.700966245,1.774884954
1.646746904,0.757542269
2.921857156,1.875294106
0.644868172,1.903598128
1.374245875,2.866383936
1.763138098,3.42944819
1.629467518,2.622325337
1.765091507,0.983715965
1.579050849,2.227023567
1.092704103,2.665095895
1.977762293,3.192290597
1.363146079,2.08962551
1.677403535,2.878356188
2.152179292,3.529771899
1.384323043,0
0,2.228930503
0,1.700519031
2.401488618,3.458874496
2.97608207,4.134197808
2.129859891,2.909591424
0,1.464532561
0,1.363358279
1.984968146,1.142300695
1.845464164,2.806737548
1.517459855,2.839095341
1.665836011,2.400802264
1.790012781,2.486650768
0,1.513603593
1.638976581,3.347485087
1.554838523,2.299831634
-0.053835695,1.54138277
2.947458603,2.288202245
1.905197408,2.820928708
0,1.587449142
0,1.644829366
3.230504972,1.714909764
1.924912899,3.82662129
1.160842965,2.348610894
0.772935598,2.115384632
1.195056219,2.180705167
2.383182062,1.709145236
2.257365738,3.052282124
1.02524708,2.05942996
0,1.400456716
2.010487938,-0.143272547
1.792062903,1.03953514
2.037574022,1.139394723
2.713918341,2.007730506
2.908219333,2.149530278
0.644942163,1.971405123
2.272873925,3.019910586
1.594904391,3.0957202
1.858220429,2.795343787
1.269800013,2.285713898
0.831916901,1.918660535
0,1.811127568
0.769673779,3.040624028
1.521832994,3.69245816
2.18998464,2.872566654
0.836974571,1.763335862
0.915693962,2.50025002
1.915803934,2.646508853
0,1.478568034
1.024525571,2.167642846
0,1.722901478
1.849346484,3.318705805
0,2.180789897
1.767356499,2.517014103
0.064848827,1.808161887
1.362231004,2.059221278
2.313789323,1.438340988
2.48202149,0
2.664358058,3.681058182
2.022665954,1.250915477
1.424476646,0
0,1.737656577
1.676896762,3.390821463
1.641220147,2.909283405
0,1.787471418
0.166991831,1.622037835
1.001147782,2.67756658
2.238375608,2.934498935
1.31907123,2.159312869
1.113593184,2.49797098
0,1.748860286
2.158857092,2.765983669
0,1.410817204
1.679165562,2.975063831
1.340922023,0
0,1.758011335
0.546761928,2.103192194
2.684302279,2.062050344
3.009104792,2.252774121
1.996928091,0
1.350031757,2.119309712
1.178738818,2.369365335
2.132695503,2.929316628
1.715101104,0
0.939832688,1.83089457
0.584757043,1.747950571
3.115206235,2.457631594
1.997009437,1.391301052
1.411483998,2.756243586
1.696946014,3.297884543
2.618249576,4.104695902
2.380922626,1.491865253
1.957887567,0
0,1.473047528
0,1.451508849
2.227340462,0.97037682
1.583185508,0
2.131310731,2.97542576
2.045900296,2.732940471
1.4826204,2.649535808
2.750333358,3.693785506
0,1.465258857
1.344326113,-0.379201744
1.638120045,0.16207587
2.203724696,0.874483159
2.500061133,1.888398342
1.583905022,3.204461583
0,1.699581459
2.04585388,1.20161175
2.564110424,3.382774343
1.588787469,2.259326264
0,1.501171053
3.311959875,4.308581913
1.70678492,0.694147966
2.536639438,3.168567228
0.749718361,2.695967554
1.240330947,0
0,2.339941414
1.41351406,2.960306909
1.553447533,3.033288603
1.805675232,2.57338814
1.815079019,2.728290972
0.24841237,1.445905687
1.130912998,1.976911171
2.369045263,3.039770812
1.256121795,2.286033646
2.522592307,3.227710879
2.931036953,3.713288116
0,1.984422251
1.391912128,2.10732963
1.929862223,2.874695342
1.634556466,2.318390563
2.230146444,2.860792818
2.309424655,3.104968404
1.712665872,0.844427807
0,2.784493955
0,2.711426042
1.678786724,2.809910907
1.307274699,2.528347789
0,2.355178598
0.88331653,1.804141234
2.695709313,3.321208909
1.725362475,0.625908289
2.819865651,3.582921883
0.882512696,1.918190609
2.21980726,1.306129294
1.447522427,2.458327039
0.244078452,1.699896764
0.612135034,2.251708659
1.362403971,0
1.795273018,1.111911736
2.458826339,1.652327098
3.153621304,2.499667858
2.208955224,3.154896065
1.094378373,1.746717208
1.386755561,2.12703829
2.205893145,3.357073311
0.164271344,2.295336837
2.379041865,1.732765655
0.788752404,1.954138752
2.225723024,3.463966831
1.77245321,3.31735708
0.581636699,2.23527169
1.738420588,0.020816507
2.54644776,3.199773359
1.932361414,0.857252772
0,1.786082324
1.930289755,2.549978013
0.582679307,2.328251912
2.054718893,2.723123316
1.300100601,2.235995697
0,2.203236529
2.007968386,3.139782082
3.31153603,2.010106864
1.839573115,0.526484496
2.148764506,1.44817587
1.716233089,0.813809859
1.342260367,-0.134678222
1.250728293,1.973025267
0,1.502436702
2.58985835,1.904141025
1.557712685,0.764135862
1.726408779,1.08695158
2.703839893,3.521266636
2.730241186,3.341957449
1.523815894,2.178002145
2.616565192,1.208570237
2.891802074,1.385271425
2.909615848,1.405886934
2.44545502,1.374343118
1.944456193,0.271841987
1.699023071,1.031958033
1.013750689,2.73447722
1.725160009,2.396387304
1.050068026,2.444092765
1.236251495,2.068401988
2.030153892,2.651866271
2.398106263,3.426883192
1.451233525,2.67328977
2.414217463,3.540059481
0.067987192,2.151414564
1.844678305,2.63114537
1.675937465,2.377623431
2.830256277,0
2.354337485,2.962672321
0,1.474515037
0.964491873,1.963089442
1.853709009,2.987227002
2.705710721,3.392442999
2.126001314,3.097039695
1.488036,3.160386096
0,2.222807078
1.161325163,2.238939261
2.586122558,1.691283268
1.575480892,0
1.194175954,2.586670447
1.421346237,2.114481916
1.105226232,1.839380363
2.064546328,3.195341377
2.197939478,1.146505142
1.979970382,0.778748751
0,1.697122966
1.346939716,2.083285571
0,1.667797185
2.115901204,3.059152059
1.64864676,0.974427813
2.070809575,2.960851667
2.798063728,3.478816712
2.757478987,3.440918511
2.235584594,3.049749104
2.106231825,1.342224085
2.556785461,3.381726525
1.397094569,2.303895841
1.88603161,0.563775855
2.584754103,3.255968726
-0.53095695,1.994830959
2.344483623,2.957873323
0.770715824,1.880373283
1.787955076,1.037223816
1.305263832,2.633314004
0.169474329,1.46763329
0,1.588618587
1.801684431,2.570769736
1.753130235,0.70761107
1.662571752,2.682333716
2.397832601,1.29938036
2.694868588,3.580306821
1.680353245,2.53768921
2.147007334,2.83602317
1.279489587,3.180411582
2.807929117,2.065905756
0.466038913,1.736508008
1.002403058,2.458582789
1.26364335,2.654477179
0,1.479578515
1.763836487,2.515232076
1.724104523,2.437414763
2.680652632,1.48401904
1.903557435,3.029046824
0,1.300537052
1.909966685,1.272190733
2.432617619,3.095166149
2.198367357,3.485011198
2.53211828,3.213543031
2.426964694,3.121327644
1.036951074,1.857399958
0.084424695,1.788485281
1.340111062,2.138805292
1.168965733,2.536517242
1.058335679,2.27063386
1.677593442,0
1.049637213,1.995266012
3.203070215,4.301416081
2.241473262,1.045639136
1.833927891,1.181257542
2.497926759,1.644930149
1.595372196,2.200556513
3.220491578,2.563817461
1.527608081,2.197461728
1.602685871,0.361284731
1.652559449,0.298039737
0.871712063,1.687808058
0,2.335095271
2.618381752,3.411731969
2.126586077,2.789266538
2.28757801,2.912198629
1.06463324,2.067819139
0,1.758394178
2.403848409,1.606969891
2.182939614,1.351145443
2.528552191,3.223222806
1.323770317,2.258042496
1.453051156,2.952767833
0.84710534,3.168619478
2.207098483,1.309429894
0.700911683,2.047142683
1.203236066,2.00926822
1.309765163,1.961646687
1.613207845,0.671840347
2.127037508,3.037736763
1.614138223,2.311404357
1.490743276,2.462902641
1.912183469,1.15030854
1.55918258,2.271253019
1.737525529,2.584812492
0,1.441418422
1.187334919,1.850861064
1.675766635,2.453433974
2.852474801,3.739384685
0.987792228,1.722559684
1.123328664,1.817666338
-0.06008991,2.637593561
2.017501274,2.639778774
0,1.517811855
1.468657055,2.516811611
1.593336414,2.493439805
0,1.313932715
1.709739819,0.922450873
0,2.2093587
1.752040125,2.94720578
0.792948786,2.602895481
2.496611215,3.411220541
0,2.485691783
1.758688637,2.583826821
1.677763002,3.020361168
1.418390005,2.046406524
0,1.674545578
2.798426257,1.837881611
0.919027442,1.909174213
0.814399383,1.764849831
1.405545784,2.241398678
0,1.327275243
0,1.328550669
2.055173863,2.748848347
1.387811185,2.646744255
2.123444192,3.204172333
0.749451037,2.213499081
2.238885406,0.466736764
1.320916391,2.105145138
2.382702169,3.71207453
2.67589531,4.103239042
1.61758492,2.257661259
0,1.460997685
1.568503983,0.417926412
0,1.411734345
1.3291818,1.989581596
1.421635729,2.107657317
2.659570476,1.994825817
0,2.093557978
0.700547464,1.750257497
0,1.712199525
1.958723782,2.851480361
0,1.462170539
1.449997215,0.425127587
1.389995535,2.244924751
3.002163294,2.306306737
0,1.956761341
1.039552297,1.796317346
2.663094265,1.987795716
2.529156957,3.211299969
2.337035527,3.007767114
2.182243212,2.944731327
-0.051402962,1.649006333
0.645430017,2.018425867
2.16461798,2.867535115
1.270977307,2.659328724
0,1.368326934
1.69736923,0
0.933957426,2.53766099
1.24193141,1.962350816
1.458586148,0.624428926
1.557566186,0.896430425
2.509084044,3.674797626
2.068808279,2.792351337
1.422470974,0
2.205537193,1.185121493
0.792812079,1.605295299
0.904600244,1.707651753
1.072647225,2.617009202
2.582867029,3.212734794
1.726844674,0.348207564
2.634803632,3.654116391
0.744516189,2.517384308
2.165829492,1.315984156
1.632726655,2.374714498
0.899502492,1.944926379
2.506760445,1.791710017
-0.517635296,1.358555599
1.064891996,2.46450252
2.534804828,1.367467638
1.150362908,2.523521903
2.439306599,3.888999271
1.902328749,0.536386959
2.294741347,1.686357983
1.396269324,2.431970096
0.245119554,1.864702762
0.746663081,1.634970431
-0.22321505,1.884007326
1.735550705,0.568934995
3.32479113,2.696207767
1.681717554,2.625847507
0,2.324326061
2.982400297,3.69122268
0.181334708,1.991592657
0,1.67802713
1.323857069,2.285391101
2.242401549,2.98296071
2.26883688,1.522280665
2.647893896,3.425782592
3.039844771,2.369121257
1.694324289,2.312214724
1.76889693,2.941130844
1.693662396,2.667610972
2.16722607,3.043329693
1.868757231,2.861100601
0.246343448,2.725950798
1.581561428,2.968333896
1.401691293,2.877763105
0,1.371767655
1.585646389,2.302849942
2.046683208,0.590025683
1.9788257,0
2.163636581,1.145478221
1.31978893,2.268142363
2.280478047,3.132363373
1.79002021,2.555954247
1.702057019,3.123789573
1.179387414,1.913450797
2.577020384,0
2.016928829,2.829160477
1.998782291,3.011146988
2.094047905,1.439518294
1.979635636,2.587525877
1.718958658,2.75003196
1.535500099,2.490866858
0,1.421585095
1.772403214,0.695408241
2.002532232,2.745871249
2.881207723,2.172746309
1.252562336,2.673845649
0,1.438203223
0,1.690323419
1.071972698,1.725261456
1.578849394,0.959635038
2.187975599,2.845893631
1.150995332,2.956771799
-0.040514042,1.536546518
2.656667853,1.62821614
1.230497525,2.353393445
0,1.633987367
2.538950395,3.231440384
0.670967629,1.823842994
3.389190913,2.465075483
1.538047104,2.949510517
1.277345537,2.020666325
1.423187089,3.067565982
1.514981055,2.54465028
1.786621819,2.685221743
1.300375375,1.912922934
1.599076186,2.903000585
1.496622074,2.72134864
2.333968467,3.574459937
0.621524134,1.536128564
1.953149795,1.140949433
2.049034294,0
1.002669203,2.245061922
1.944635748,0.737138699
1.789789255,1.026600969
1.894259542,1.049022778
5.933051735,5.259781831
1.77843199,0.658573719
1.573396043,0.16207587
2.69047108,2.085944775
1.729335867,1.114984969
2.437540902,3.237887045
1.747396645,0.999194547
2.91943766,2.166118466
1.380050642,0
1.172531383,1.949270662
1.270077097,2.077859198
2.409709078,3.149730634
1.969232209,1.269234768
1.620653754,0
0,1.968103157
0.074747049,1.523834673
2.667587457,2.018559964
2.623617598,1.878308108
1.607476223,2.541494898
0,1.641582197
1.738010132,2.891301096
1.458233879,2.655691198
1.911872139,1.126824943
2.921615507,3.61593343
0.795560325,1.650070124
2.094722235,0
1.313798884,2.468592446
0.586266506,1.868761626
1.756962245,1.027853514
2.784555909,3.536953666
1.47107642,2.097405548
1.244880663,2.256386026
2.1681514,1.094464271
2.148927505,3.013161654
1.388449762,2.166026987
1.988331036,2.651638378
1.369867066,2.119249311
0,1.911786742
0,1.55885253
1.177625321,1.972304206
2.217070133,0.979523025
0.962595553,1.76657217
1.868191432,3.315794554
2.273557765,1.398205737
1.847367458,2.638193724
2.091507276,3.064473387
1.839731195,2.903695225
0.507035516,2.144913753
3.038482462,3.645525522
0.067987192,1.672560439
2.7498549,2.05380375
0,2.276202833
0,1.778656225
0.618139029,1.637860156
3.140613178,2.050242477
1.957777925,2.639762173
1.984832513,2.619595615
1.204098176,1.955722799
2.729041522,2.092512994
1.68091092,0
1.200396653,1.9547205
2.064781688,3.238920357
2.178469138,3.065398588
2.015316281,3.176098053
-0.233042803,1.517274716
2.430072416,1.648957454
2.31782012,1.337093521
1.866603649,2.551283797
0.833845551,2.621469045
2.182920456,1.156202108
0.869900707,1.588333333
0.469995728,1.519464847
0,1.499764022
1.838852808,0.848374256
2.351140327,1.520809448
1.777694218,2.443369536
1.560792413,2.462387058
0.517851847,1.704488662
1.405917814,2.507172487
1.719164859,2.562893115
1.872834586,0.730171913
0.17339085,1.951907817
-0.233042803,1.675125464
0,1.361070685
1.255937099,2.20032946
0,1.407429258
1.802736491,3.371893449
1.119913405,2.814683983
1.145969392,1.856742799
0.698891543,2.2251862
2.635813687,3.291551203
0,1.801338118
1.946432192,0.963108109
2.617938163,3.297380017
1.601243978,2.255743052
2.206751471,3.246722386
2.10730264,0.261556474
1.142347256,1.806071212
0.377176665,1.951558105
0.999803983,2.217703812
1.254841677,2.097652546
1.284297515,1.990161335
2.61670839,2.011722632
0,1.3992893
2.757854144,3.470428143
2.546906037,3.171175795
1.617465172,2.319702463
3.006335259,2.183852457
3.138283198,2.455761888
0,1.5828971
0,2.291557039
2.02848237,2.75446455
2.432258671,1.83221021
2.1629471,3.035238166
2.384269166,1.675884097
2.376358569,1.584583965
0.905778174,1.836414945
0.310578289,1.861126458
-0.517635296,1.488509816
2.372614119,3.073920275
1.674236,2.603310305
0.425718293,1.711485579
1.563609161,2.500426929
1.15279969,2.478199894
1.097227703,2.092640691
1.08497444,2.219964141
1.374055507,0
2.51197274,1.672602723
0.248596694,1.645715448
2.907726325,3.526763435
2.051886469,1.356363249
2.11432591,2.875350227
1.956279306,2.788452017
1.365579673,3.146261789
2.429301029,1.334435139
1.995872995,2.902294292
2.378231286,3.099951074
0,2.072607463
0,2.09480658
2.083435734,2.926578899
0,2.1055725
3.080765653,3.798946506
2.624562471,3.359693879
1.766216186,2.471972854
0,1.708394409
2.211746589,3.365473582
1.9711589,2.729163012
2.168895639,3.186833986
1.779670877,0.939260154
0,1.689409981
2.517227554,1.388835985
1.434051389,2.22859948
3.339603574,2.02151382
1.347127659,0.387981576
0.554007201,2.349292268
1.749506018,2.919866549
1.874464666,2.741699128
2.082877614,2.746167673
1.585495463,2.446079433
0,1.582328429
1.741510097,1.030972954
2.376927722,1.738327278
1.861509896,1.197580399
2.192678648,1.349909263
0.90279869,2.649874836
0.724906626,2.063021612
2.056392393,2.767227467
1.037652249,1.920697228
1.91198037,2.626833888
1.152004294,2.19520828
1.706363956,2.901482925
0.508738953,1.956284747
1.431537015,2.615629223
2.489016755,3.440386382
0,1.383265144
2.081461769,0.44981703
1.970195698,1.223333706
-0.040514042,2.076547412
1.992437138,1.279013858
1.521362753,0
2.527416661,3.133070124
2.417912254,1.800235606
2.186834445,1.529928811
0.867453036,1.920026914
0.645016141,1.792834358
2.449877767,3.098464204
2.616456608,3.32494012
2.372933823,2.994601441
2.164787225,3.003163763
2.050157466,0.985459952
2.092295635,0.964464818
0.378844941,1.967951458
1.827917244,2.538726411
2.548591048,1.747854279
0,1.976498899
1.122201443,1.993475497
2.892420291,3.523519188
-0.236181169,1.939697255
1.638595037,2.316269358
1.902432593,1.233648539
1.676613152,2.401064734
-0.233042803,2.452765665
0,1.50008101
0.168234854,2.082515097
0,1.345740385
1.047991371,1.878972219
0.867160508,1.759114429
2.431680221,1.476823929
2.008753125,2.974960911
1.915496786,3.10288336
2.582577078,3.216808562
1.073657054,1.940252092
2.190608377,2.842601524
3.247502764,3.9934417
1.89456018,2.568404085
1.959493459,1.230434016
-0.216605301,1.600246704
1.90572593,2.537534294
1.581294974,2.648932341
1.407636114,2.432697577
0,1.941408643
1.689228287,3.24971283
1.747860567,2.824013442
1.614452514,2.965422896
2.863259898,2.24534462
1.292037654,2.549004097
2.023260164,2.673744242
2.657961425,1.466206934
2.155571152,2.957334628
0.550050122,1.815853858
1.985442954,2.916910967
1.29931783,2.779157187
1.484088132,0
