CK,Cu
1.763361523,1.102021297
2.192325535,3.002639315
2.354238618,3.091158429
0.649430246,2.305496964
0,2.578900925
0,1.313946669
0,1.891891118
2.779811484,2.117181245
1.083812962,2.01760672
0.834696813,1.686653928
0.672205707,1.46083722
3.14715942,3.763828328
1.975377271,0.166351773
2.022880559,2.700966103
0,2.189205842
1.589270316,-0.143272547
1.060710101,1.816226436
1.787600578,3.181466824
0.916478313,3.414446885
1.652751723,2.59176364
2.851851161,3.664050371
2.859391339,3.550913077
0,2.224304737
0,2.083516562
1.993252615,2.808823488
1.309739588,1.927288435
2.123416994,1.246552876
2.587955738,3.910266787
2.13565625,3.049464382
0,1.399948686
0,1.958393125
1.69066624,1.030215111
2.61052295,1.211433119
0.619615429,1.613113727
2.311296877,1.302774992
2.396708944,1.705180898
1.443610116,0.537650197
1.549242755,0.777708796
2.328247299,3.158839061
1.641539271,0.886707794
0.551171284,1.907870294
1.511977406,2.295358515
1.38605275,-0.143272547
1.743955293,3.248215825
1.158704851,2.959969339
1.152073344,2.860913976
2.089796735,3.069086555
1.751542828,2.498402609
0,1.381756046
2.197589332,3.730030721
2.331932622,3.069151546
3.076462541,2.465060214
1.974948306,3.307142605
2.262372541,1.482717195
1.945305574,1.309749737
0.917924414,2.452208179
1.242406298,0
0.243034847,2.506708683
0.771169462,2.47719888
2.64999541,1.984724097
1.830179869,2.547491569
2.940735236,3.676332479
0.077814945,1.373403738
0,1.377463209
3.471755389,2.576805046
0,1.523616714
0,1.391696429
2.095055751,1.462626842
1.862537894,0.872521759
1.505407696,3.477679085
0,2.829187502
0,1.726457719
1.491552609,2.134790004
-0.537211165,2.308687019
1.192015714,2.829261364
2.069893955,0.47317807
2.308794784,1.651010927
2.311540867,3.221874273
1.01502053,2.107840211
1.379524955,2.01644835
1.229196079,2.067674197
2.433125511,3.517710875
2.266691449,3.249605946
1.804759959,0
1.730860797,1.122074928
1.689241649,0.657617829
2.717648697,3.539850873
2.019942324,1.026218281
1.571028159,2.484358664
0,1.335716284
-0.22321505,1.686992081
2.400284157,3.027477614
0,2.275233504
1.322973242,2.017945225
0.90884204,2.59655966
1.661529952,0.307505467
1.82040847,2.468059121
1.537648979,2.324724443
1.838572921,2.597136174
1.375031371,2.605395771
1.766025949,2.44259718
0,1.52441188
2.152363725,3.093484539
3.128625323,2.492439833
0,1.927829161
0,1.85478389
1.748068249,1.061856822
1.66967621,2.346660414
2.24663101,3.056764455
0,1.352881781
0,1.598996092
1.772181475,2.402008577
2.018769183,3.35151236
1.797629573,2.975920662
2.199118057,3.526812999
1.513415437,2.722352896
1.963615976,3.259742705
1.484642621,0
3.570921696,2.35521753
0,1.574393902
1.000019541,2.390240024
0,2.102498048
1.97044744,2.815259946
1.778082616,2.629297111
1.348968751,2.096203824
1.544605012,2.448817804
0.584195996,1.666370275
0,1.447400258
2.075425631,1.376951416
2.525107594,1.922392987
2.409544402,3.234112368
2.392548418,3.302371453
0,1.53114405
3.055431326,3.952741957
1.877589115,1.220269398
2.568891481,1.756300797
2.519784292,1.834573707
1.522392326,2.145130354
2.603142967,1.465054655
3.431003535,2.452759986
0,1.575320336
2.530912106,1.823040665
1.909752702,0.952150866
2.699873017,3.450915771
1.356962934,2.082773033
2.614052685,1.992544095
0.81284463,1.993879433
1.528262614,2.37940698
0.169474329,1.552335431
2.090274997,1.272640132
1.413906182,2.387645993
1.161793375,2.337701338
0,1.659467664
0,1.385785339
2.331956416,3.499159177
2.260128917,2.913075076
2.984376611,2.285629115
2.508767288,3.149343836
1.993652798,3.256990926
1.921196162,3.127252862
1.742368179,2.865332221
1.245089873,2.726881251
2.565479591,1.756387
2.317496968,1.258214102
2.511332958,1.591307191
1.777329046,0
2.810077517,1.478017764
1.338217908,2.080966333
0,1.557631503
2.155376343,3.124766206
2.03478993,2.99489915
0,1.417970022
1.504940392,2.599105098
1.607805004,2.473630505
0,2.553011897
2.419615499,1.767720045
2.100028655,1.104206514
0,1.405288586
2.693340032,1.628069165
1.816578957,1.049411185
1.852103069,1.031984549
3.19514646,2.23360949
1.40993672,0.116173551
1.690744765,0.537650197
1.918993849,2.624361895
2.612007599,3.416019416
2.23144548,3.047243994
1.992269651,2.991155467
0,1.800268442
0.614885933,1.464831069
1.509240026,2.179174861
2.096744857,1.334159325
0,2.697847373
1.923549135,1.298549095
2.561975728,3.969292441
2.451970515,3.852372201
-0.06008991,1.524858243
1.439567276,0
1.26216747,2.588203309
0,1.56604755
1.176587226,2.331819167
1.413470372,2.222579325
1.995963103,0.945983669
2.258903538,0.398949507
2.313799659,1.19773655
2.373181313,1.510120746
0,1.392513232
2.507569991,1.436773404
2.112876563,0.619891883
2.613194314,1.457759669
0,1.481642149
1.862836513,1.101505163
0,2.113477381
2.002548469,1.26373618
0.069826137,2.242771556
0,1.7853621
1.02504369,1.896923555
0,1.837825246
1.56174112,0.823415797
1.667445663,2.930945117
1.612856533,2.8072524
0,2.014718528
1.53226437,2.649743579
0.766644379,2.123526081
1.944615445,3.081731372
1.299286071,2.264126175
1.521732831,2.588805913
1.459204343,2.726832154
2.780197306,3.610104059
2.093805214,3.44190398
2.805509715,3.599588779
1.952362499,1.053008508
1.416777165,2.622663035
1.414366718,2.84684295
1.095391421,2.620206775
1.523855005,3.019401512
1.861854716,0.803302947
1.516808699,2.150799915
1.378490831,0
1.615653554,0
0.882384239,1.957205018
1.163620752,2.161112999
1.61674762,2.225186151
3.912166937,2.651822554
-0.226282946,1.383859304
1.642066658,2.347612875
0,2.113003763
1.826718872,1.164834297
1.083387413,2.014436045
1.835039075,1.105528776
2.416446127,1.516011223
2.72975163,1.999287358
0.851126142,1.783286462
2.675250739,3.435977195
1.493470845,2.179887903
2.3700943,1.684711609
1.884378847,2.507953032
0,2.364661964
1.532639376,2.912480111
1.451168827,-0.500682248
2.158103117,0.978610033
1.048406355,1.855430909
2.322024843,3.40010685
1.990264964,1.341742189
0,1.338640015
1.885041954,1.165945551
0,1.385952511
0,1.810323067
2.520216512,1.904171719
2.310482755,1.643277649
1.739538268,2.44279234
1.828252928,0.844157206
2.61998053,3.486801831
2.783963153,3.757124668
0.373323558,1.812055422
1.950707996,3.517176334
1.233292442,1.893662218
1.917820218,-0.170548146
1.525582128,2.579069308
1.492360436,2.545734792
0,1.593651491
2.133787045,3.226786323
2.07869643,1.447933171
1.448681417,2.618035969
1.475698893,-0.500682248
1.532225402,2.45683491
2.382914984,3.095704439
1.841542121,0.894806845
0.064848827,2.634782634
1.891344328,2.54865657
2.328809618,1.081514434
2.016606747,0.843804951
0,1.427183569
1.178946504,2.33918415
0,1.750912379
1.315536099,2.904466262
1.641512444,0.979096719
1.321091021,2.348295344
3.217819847,2.209899142
2.299114092,0.775890412
0,1.4555327
3.10379221,0
1.598017353,0.618846839
2.065313003,1.449450992
2.471772146,1.567841537
2.227301499,1.281266489
0.700911683,1.419430482
1.861577523,2.972235342
1.565198509,2.584484502
1.581160207,2.539459517
0.548409137,1.478234803
-0.049349587,1.571111089
2.00321168,2.663299426
2.354587709,3.038443727
2.019920914,2.706927387
1.400780532,2.37791395
1.437230311,2.28710528
0,1.537469316
1.521806854,2.648504469
2.460530293,1.786759808
2.188219786,4.055027133
1.578323786,2.281169391
1.395027224,2.192186047
0,1.48077091
1.807342302,0.6420524
4.009599958,2.27153783
2.446764757,3.35526199
0.311471734,1.998918669
0.469995728,2.405574498
0,1.684730988
0,1.601749098
-0.236181169,1.599331719
0,1.418114437
0,1.743586555
0,2.093805564
0,1.384074283
2.207692457,1.380198412
0,1.316208133
0,1.62261058
0,1.599736135
0,1.839409222
0,1.837840394
-0.53095695,1.819071304
2.0883067,2.745891496
1.777097043,0.135078708
0,1.632837058
0,2.006237039
0,2.059306038
0,1.352508227
0,2.141048271
0,1.7365408
0,1.757079114
0,1.744711441
0,1.30236996
0,1.317962488
0,1.794069806
0,1.63621758
0,1.977794762
0,2.210976846
0,1.475579276
0,2.237898175
1.232845698,3.063082306
0,1.324314205
0,1.657875847
-0.53095695,1.366651379
0,1.580319764
0,1.718895199
0,1.529152317
-0.537211165,1.570361675
-0.057995148,2.353452707
0,1.545691975
0,1.836593845
0,2.025287102
0,1.51764839
0,2.180789952
0,1.982506656
0,1.492130563
1.295323142,2.877376905
0,1.617192431
2.289186117,0
1.172127409,2.975702402
0,1.457601669
0,1.654062923
0.084424695,1.643271207
0,1.896899662
1.832570324,2.781896364
0,1.401793506
2.331817826,2.99764455
0,1.572269856
0.751133773,2.451904636
0,1.493898983
0.240940086,2.429424778
1.176908883,2.133515578
1.736064989,3.17335866
0,2.163942989
1.005251238,2.223443932
0,2.330278512
1.064790776,2.142191544
2.089683734,3.168988345
1.999062271,3.909794239
0,1.669431777
0,2.42225857
1.035852072,2.217026284
0,1.943472552
0,1.630651263
1.960956996,2.980887715
2.321636216,3.218596124
0.964817709,2.413211099
1.563123704,3.018820225
2.066227038,3.253396981
0.173609921,1.616252991
2.483172266,3.808606074
2.274241388,3.562838496
0.939757643,2.694951135
3.262842034,1.522280728
2.006815115,2.808501108
0,1.467133759
1.151958254,2.186044899
1.226551678,2.782888448
0.830153444,1.72470737
0.372410269,1.676581704
0,1.820243025
0.321803425,1.96881383
0.750542689,2.231697705
0,1.942659485
0.72593889,2.318469517
2.921711558,4.288752398
-0.216605301,1.762002996
0,1.393634134
-0.053835695,2.0429973
0,1.907587127
1.146431131,2.433948651
1.896696349,2.902822653
2.413211851,3.428371209
2.385977914,3.335910911
1.413237659,0
2.848841893,4.276560448
2.744212025,3.838716599
0,1.991969515
2.102117239,3.161816624
2.138427309,3.524141476
2.78155697,3.790642029
0.8977623,2.28135873
1.945408065,3.007267752
1.073657054,1.857625712
2.531264963,3.665924174
2.459389031,3.870509815
1.32711426,2.115550025
0.16175884,1.868601566
1.327731866,2.469768334
1.211906627,1.855993789
0,1.700409697
0,1.679671395
0,1.502528741
0,1.5923652
2.345961999,3.256455853
2.465394287,3.610085733
0,1.610431945
0,1.921954106
0,1.566463081
0,1.517234604
0,2.311979873
0,1.43268298
0,2.163782115
0,1.807300697
1.516556307,2.274277706
0,1.896245444
0,1.418002648
0,1.952566524
0,2.101079795
0.583719417,1.63674628
0,1.337093617
0,1.809373761
0,1.373975607
0,1.715177992
0,1.517102246
0,1.948384431
1.317451897,-0.134678222
0,1.697187488
0,1.653477267
0,1.840988495
0,1.375420268
0,1.918009853
0,2.097695358
0,1.415452269
0,1.534717189
0,1.657665743
0,1.579421693
0,2.581207457
0,1.60475523
0,1.969067816
1.001811582,2.556444626
0,1.437716823
0.249627033,2.092305061
0.873314889,1.836146155
0,1.742602557
-0.517635296,1.653073908
0,1.408331281
0.240940086,1.964323208
0.084424695,1.857753
-0.216605301,2.012748653
-0.216605301,1.618186711
-0.517635296,1.37195243
-0.040514042,1.704322457
-0.236181169,2.057100341
0,1.350272503
0,1.594585927
0.647081585,2.031803419
-0.040514042,1.545498039
-0.216605301,2.270878896
0,1.6554386
0.084424695,2.050847029
-0.537211165,1.814249434
0.249627033,2.068115687
-0.040514042,1.961252837
0,1.499668133
0.084424695,1.958754126
0,1.751896446
0,1.926045519
0.327462743,2.209069587
-0.040514042,2.196107964
0.596308056,2.379716265
0,1.542699303
-0.517635296,2.004653074
0,1.257885354
0.249627033,1.769722108
0.38545469,2.505923094
0.25612065,1.920430215
0,1.600505397
-0.216605301,1.589235123
0.084424695,1.849187318
0.327462743,2.433207219
0,2.011330106
0.377313702,1.721371977
0.901612641,1.929331852
0.377176665,1.794063945
1.19297573,2.077250095
-0.517635296,1.352907109
-0.216605301,1.479387124
0.327462743,2.076629073
0,1.445719242
-0.040514042,1.660683776
0.553915974,2.140819909
0,2.086768718
0.084424695,1.774133303
0.596308056,2.339900216
0.084424695,2.187549304
0,1.412426183
-0.517635296,1.867057843
0,1.905904887
0,1.472280117
0,1.747372302
0,1.879209597
0.903753357,2.724987867
-0.517635296,1.721001887
2.426991882,1.618466713
0.327462743,2.716404922
0,1.954370666
0.930599153,2.209176644
0,1.709575621
0,1.481685756
0,1.578484261
0,1.26923488
0,2.021794533
0,1.751844689
0,1.370761916
-0.216605301,2.246118465
0.556135615,2.07115991
0.17605498,1.470216037
-0.040514042,1.741417267
0.181334708,1.900437943
-0.517635296,1.372931145
-0.216605301,1.682324511
0,1.681736477
0.084424695,1.748290163
-0.517635296,1.475462243
0.550657029,2.103382931
0.181334708,2.401721747
0.514968495,2.37623284
-0.216605301,2.072516942
0.886542426,1.868165028
0.084424695,1.952376705
0,1.419801073
-0.040514042,1.556553684
0,1.420358166
0,1.644091754
0,1.994531844
0.475754954,2.162776393
0,1.319133998
0.325584486,1.763358659
0,1.765864192
0.181334708,2.147343247
1.520416098,2.273151757
-0.517635296,1.537293531
-0.517635296,1.796283896
0.550234187,1.774753143
0.904746608,2.26282283
0.425718293,1.467401299
0.675126915,1.929842273
1.162422816,2.151368888
-0.22321505,1.538184606
0.518960298,1.95291987
1.352330024,2.182427206
0.585317366,2.92977153
1.954280446,2.938500219
1.884484255,0.827838089
0,1.569006438
0.250838308,1.640295848
0,1.778599308
-0.216605301,1.473159079
0.260515954,2.03282964
0.084424695,1.983516503
-0.040514042,2.056027018
0.181334708,2.197249199
0,1.858551388
-0.236181169,2.355794297
-0.040514042,1.937543677
0,1.89744833
1.455059034,2.344340114
0,1.661604226
0,1.559324968
0.181334708,2.067374551
-0.040514042,1.74620517
0.081132394,1.673620329
0,1.676272929
-0.040514042,1.680333114
-0.040514042,2.338120058
-0.040514042,2.390889864
0,2.200446187
0,1.960783359
0.830742059,2.501623155
2.316160717,1.386154726
0,1.429606403
0,1.248195382
0,1.302775096
0.36745084,1.96623155
0,1.50874246
0,1.670186145
0.181334708,1.90304175
0,1.335266485
-0.040514042,1.942262443
0,2.013360526
0,1.61998698
2.807964281,2.190320087
0.084424695,2.177722633
-0.216605301,1.665114513
0,1.639231602
0.321803425,1.558763803
0,2.096889722
0,1.449131721
-0.517635296,1.557185895
0,2.261579386
-0.040514042,1.877699516
0,1.702795211
-0.537211165,1.491069316
-0.226282946,1.760905544
-0.226282946,1.819205984
-0.537211165,1.277569016
0,2.080803046
0.066420844,1.90331591
0.378216749,1.54895032
0.177489489,1.815519691
0.373323558,1.844797101
0.919845089,2.61363572
-0.236181169,1.679471534
0,1.663662406
0,1.472690952
-0.537211165,1.851204799
0,1.387167816
2.410106351,1.780664703
0.064848827,2.139763092
0,1.810700482
0.313570596,1.679186505
-0.06008991,1.971940242
-0.537211165,1.36032469
0,1.40898822
0.791631948,2.457591125
1.524739586,0
-0.233042803,1.313142747
0,2.543107426
-0.537211165,1.84661548
0.064848827,2.12092891
-0.053466092,1.696080866
0,2.390096401
0.749834596,2.147928123
0,1.728284262
1.57458436,2.285884757
0.064848827,1.715620251
-0.236181169,1.930074493
0.849623895,2.672033297
-0.236181169,1.851194248
0.254088211,1.804645488
0,1.286475299
-0.06008991,1.83582994
0,1.459916786
-0.236181169,1.699001243
1.163311525,2.450540134
0,1.583760992
-0.236181169,1.351894759
-0.537211165,2.040267846
1.278564464,2.568258409
0.747644964,2.079621533
2.339529155,3.466498137
2.238161412,3.827117761
0,2.187527833
-0.236181169,1.330331096
0,1.553193494
0.645503912,2.727720046
0.652290006,2.332294701
0.807933482,2.248826038
0.961797639,2.092013664
0.246343448,1.762735264
0.770771202,2.678272056
0.423655162,2.53309599
0,1.797476437
-0.226282946,1.52074391
0.069826137,1.754044352
1.366945236,0
0.638880094,2.575241956
0,1.500648838
1.925810422,2.796379522
0.250838308,1.772026817
0.750925286,2.140378843
0.36823472,1.888309033
-0.537211165,1.44724488
0,1.728904324
0.074747049,1.881569833
-0.537211165,1.350647984
0,1.593270546
0.731209465,2.397936369
0,1.430442533
-0.06008991,1.49777578
0,1.750855402
0,1.710736623
-0.537211165,1.403372712
0,1.476722978
0.247563903,1.652790012
-0.055910442,2.784144385
1.543484849,0.33081249
2.277883013,1.269921069
0,1.655582862
0.94887631,1.912442975
0.173609921,2.149851218
0,1.908019779
0.16175884,1.812424099
2.025805806,2.628910456
-0.537211165,3.053531159
1.51480621,2.572969992
0,1.318820895
0,2.178329487
0.373323558,1.973364224
0.821293141,2.20413326
0.067987192,1.627184177
1.510409655,0
1.746440758,0
0,1.435630419
1.338095023,2.10395583
2.461733487,-0.078171748
2.394965645,0
2.142895586,0
1.350310803,2.259688842
0,2.066698879
0,1.578461605
0,1.869187414
0,1.969378563
1.982936458,0
1.715320823,0
2.05533219,1.057951838
1.706928566,0.844427807
2.152490204,0
0,1.730358461
3.398926182,2.533730062
3.491098179,2.613199527
0,1.716055086
2.325105977,0
0,1.846497048
0.321959094,1.988581846
-0.236181169,2.112355277
0,1.529448448
-0.226282946,1.524451334
0.375777045,2.258209407
-0.537211165,1.529020617
0.42584084,1.637285073
-0.06008991,1.467262648
0,1.376025339
0,1.476833449
0.832723938,1.587891436
0.590378146,1.909959077
0.074747049,1.797110117
0,1.529543432
0,1.928860776
0,1.401632241
0,1.442085139
0.254088211,1.738534531
0.244078452,2.424516493
0,1.452400687
-0.06008991,1.669810227
0,1.295767863
0.177489489,2.268947265
0.645503912,2.218045058
0,1.875802985
-0.226282946,1.684058261
0.250838308,1.807951576
0.949081953,1.71624239
0,1.641204355
1.492141785,2.686713589
0.959782001,1.889559755
0.900965109,2.161351185
1.680281403,2.68333773
0.769928944,2.164430942
0.079612828,1.783610091
-0.537211165,1.488908998
0,1.879358057
-0.06008991,2.302116173
2.25347819,4.031323524
-0.06008991,1.62438841
0,2.757777553
0,1.892982563
0.169695383,1.815808731
0.471960698,2.083707623
0.16175884,2.107272586
0,1.541491466
0.25186335,1.619035514
0,1.524095029
-0.06008991,1.748082528
0.16175884,2.216167611
0,2.623440528
-0.053466092,2.049235552
2.740765303,1.347829779
-0.236181169,1.59764172
-0.236181169,1.763774203
0.749067138,2.266683097
0,1.564212059
0,1.356350869
0,1.278456524
0,1.642386479
-0.53095695,1.581902745
0,2.141206906
0,1.521740569
0.074747049,1.977201178
3.743739092,2.499064695
1.144328424,2.199349885
-0.06008991,1.640059858
1.024698346,1.84497142
2.305626138,1.356408965
2.21831029,2.859120291
2.53578189,3.188994746
2.387290112,1.474597504
2.431376526,1.750064156
2.259493979,2.987365485
2.504689948,3.212128263
-0.046941785,1.487239905
0.551868304,2.298653694
0,1.314368731
0.316384803,1.826273632
0.169695383,1.394115049
0.370856133,1.905681933
-0.236181169,1.527597319
0,1.359114309
0,1.981347137
0.515327383,1.903209774
0.074747049,1.613774661
0,1.417265207
-0.236181169,1.503612535
-0.06008991,1.949761396
0,1.431056309
0,1.772416683
0.903337503,1.795911969
0.579801892,2.480543942
0.074747049,1.68387814
2.570325378,3.173738219
-0.537211165,2.121181496
0,1.486469255
0.707147043,2.428393352
0.173609921,1.85068504
0.509608497,2.79229726
0,1.598805642
-0.06008991,1.713062741
1.072393049,1.965936184
0,1.486459943
1.342721342,3.024902201
1.07998947,2.754356088
0,1.537617333
0.474639916,2.013471577
0,1.853488584
1.048435574,1.878239311
0.618815094,2.37832444
1.324409149,2.958632773
0.313570596,2.217265488
0.71806134,2.51354489
1.16406411,2.757523169
-0.537211165,1.782096085
0,1.666382581
-0.226282946,1.867854828
1.045303208,2.180423682
0.884638756,2.461230966
3.232594367,4.411451087
-0.226282946,1.5899261
0,1.420677789
0,1.753839413
0,1.802493306
0.947905477,1.704912382
0.375777045,1.88055743
0,1.514825043
0,1.70521267
0,1.367163192
0,1.505863573
0,1.690086085
0.587382549,2.967949976
0.722488425,2.109106673
0.793295805,1.708725668
0,1.319133998
0,1.723838681
0,1.755977608
0.071380273,2.025275398
0.93242654,1.698876375
2.860637719,3.75219675
0,1.610691639
0,1.55240954
0,1.555117835
0.83223415,2.073983787
0,1.348084431
0.16175884,1.983572428
3.030364673,2.090702698
0.074747049,1.608048473
0.472687058,2.13573168
-0.537211165,2.104645813
0,1.598469608
0,1.546138423
-0.226282946,2.020085876
1.144459553,2.221213773
-0.517635296,2.384316141
0.370856133,2.621504234
-0.053466092,2.022899233
0.16175884,2.293369128
2.383211536,3.130690117
0.543635531,2.398315105
1.56603833,2.913034785
0.815339565,1.881424606
2.629829959,3.31956919
1.844207412,3.036378332
1.703433341,2.918220333
0,1.420203729
0.370856133,1.927069187
0.244078452,2.079191411
0,1.386745034
0.254088211,2.082861441
1.427323523,2.50403674
0,1.769110891
0,2.65819175
0.245119554,1.548372723
-0.537211165,1.464233991
0,1.43214133
0.464674575,2.471673681
0,1.505211072
0.472687058,2.00125769
0.583327585,1.95736454
0,1.486105032
0.726809566,2.403727821
-0.537211165,1.748057074
-0.046941785,1.598977181
0,1.682463904
0,2.196894777
0,1.686768498
0,1.889943632
0.071380273,1.625623946
0,2.028978401
0,1.487131982
0.375777045,2.157702243
-0.537211165,1.702780362
0,1.371675194
0,1.826116785
-0.236181169,1.899069179
0,1.827266899
-0.233042803,1.830170856
0,2.679162713
-0.229926954,1.569088122
-0.226282946,1.307132764
0.868532769,1.88280894
0,1.575644541
0,1.411206126
-0.06008991,1.499626296
0.378981453,1.407695673
1.972643997,2.708890773
0,1.813883822
0,1.432965869
0,2.634582573
0.163016909,1.639593941
0,2.850274555
0,2.336927343
1.423551677,0
-0.236181169,1.689143038
0,1.569276668
-0.06008991,1.716894448
0.727959563,2.385222091
2.234500048,3.205155192
1.522815774,3.237351178
1.303790053,2.372179724
2.220261587,0.342443032
0.585707407,1.873370553
0.071103042,1.7793716
0.254088211,1.763446617
0,1.542525563
0,1.62164003
0,1.374618745
0.064848827,2.001376716
-0.537211165,1.816504693
0,1.586330227
0,2.337550163
0,2.22089732
0,1.948417349
0,1.895117671
0,1.955913111
0,1.519333293
0,1.428299666
0,1.534195178
0,1.529624577
2.320995718,1.404059457
0.084424695,1.642993719
-0.236181169,1.525707373
0.244264623,2.16830816
-0.53095695,2.128379235
0.421458429,2.099716857
1.710366593,0.342443032
0,1.847563653
0.069826137,1.638240966
0.250838308,1.988153362
0,1.531152451
0.511965394,1.838024319
-0.236181169,2.179990403
0,1.587317065
-0.046941785,1.817254427
0.871018342,2.496496536
0,1.638293387
0,1.835421243
0.319180892,1.748139869
0.370856133,1.672640801
0,1.507662411
1.056061241,2.934526346
0.649620418,2.209539199
0.504181521,2.484458091
0,1.334562299
-0.057995148,1.384476292
0,2.076403695
-0.06008991,1.481723343
0,1.389056046
0,1.661981187
-0.06008991,2.165304922
0,1.716760282
0,1.620556364
-0.236181169,2.002739406
0,1.537554223
0,2.105866683
0.16175884,2.855545307
0.470725379,2.195149512
0.375777045,1.980851372
-0.053466092,1.85204089
0,1.677049331
0.882272978,1.752284679
0,1.449430786
0,1.514252477
0,1.397835044
0.649430246,2.002672695
0.375777045,1.771186864
0,1.801179769
-0.236181169,2.151938315
1.353289315,2.945894796
0.181334708,2.011370728
0.307886875,2.36878147
1.004282356,2.010106
0,1.972643868
0,1.671602789
0.378216749,1.777431003
1.084017536,1.794628624
-0.517635296,2.018450427
-0.236181169,1.501188989
0.812050114,2.022211583
1.104220535,2.204886049
0.939449999,2.649034626
0,1.641303723
0,2.197111801
-0.046941785,1.375145237
0.613997385,1.652421753
0.074747049,1.5130383
0,1.76956942
0.644187206,2.053442687
0,1.803392186
0,1.477375642
0.676807041,2.111580702
1.189358063,2.175819716
-0.236181169,1.506836079
0,1.593181351
0,1.816879918
2.589776148,3.221111464
1.32965686,2.212347146
0,2.307220799
0,1.422057571
0,1.848351307
0.432332638,1.912490493
0.55168493,1.874902058
-0.537211165,1.854300218
-0.226282946,1.544181942
0,1.62521171
0.079612828,1.539652795
1.182660203,2.106766992
0.590378146,1.949080241
0,2.492920794
0,1.485530485
0.173609921,2.855783823
-0.537211165,1.548557309
0,1.473085871
0.254088211,1.451826452
0,1.671554238
0.173609921,1.535288321
-0.236181169,1.899591316
0,1.503594764
0.365878822,2.134850185
0,1.812269709
0.423655162,2.30638426
0,2.237164542
0,1.45435171
0,1.933057772
-0.236181169,1.908169238
-0.236181169,1.752067056
0.647081585,2.606659339
0.469995728,1.665590751
0,2.22103115
0.244078452,1.601057977
0,1.639327238
0,1.284097548
0.074747049,1.83103833
0,1.792226063
0.173609921,1.580948186
0,1.442634985
-0.537211165,1.902771065
0,1.754781777
0,1.825355483
0,1.776373555
0.168234854,1.715857
0,1.351604414
0,1.437419927
0,1.500003111
0.419126107,1.871382637
0.375777045,2.015331404
0,1.931652245
0.16175884,1.901828317
0,1.442880737
0,1.880501483
0.16175884,1.903418776
0.369937634,1.883957933
0.375777045,1.879646476
-0.051402962,1.384039093
0,1.854224931
-0.226282946,2.160020324
-0.06008991,1.635817666
3.471481202,1.693945236
4.044791065,2.222597501
3.469638021,1.743473796
0.16175884,2.101183205
0.066420844,1.7977192
-0.06008991,1.935575018
0,2.447142783
0.319024224,1.33999498
0.321959094,1.603411562
0.365878822,2.63512411
0,1.598250187
0.476584033,1.733106735
0,1.420286416
0.867878228,2.266957381
0.548593899,1.815677293
2.137338845,1.191945957
2.254316175,1.449286277
2.079403448,0
3.1997567,2.086638565
2.88526756,1.336405449
3.355326756,1.028438435
3.194043791,1.570908006
-0.517635296,1.450598602
0,1.794519309
0.749509194,2.031728596
1.731958129,2.570993492
-0.06008991,1.921846521
0.240940086,1.925302705
0,1.312931171
0,1.519439019
0,2.163041537
0.074747049,1.857834225
0.074747049,1.512262785
1.049310889,2.335341388
-0.06008991,1.667364033
0,1.67063253
0,1.977616625
0.307886875,2.373706658
0.064848827,2.364184008
-0.226282946,1.521495914
0,1.495455023
0,1.965758854
-0.226282946,1.976899197
0,1.730171991
-0.537211165,1.503194176
0,2.403422455
0.38545469,2.204693748
0,2.085264668
1.433988918,2.114597267
0,1.802007027
0.16175884,2.723717134
0.902839547,1.920238269
0.618815094,1.855062697
0,1.402040864
-0.537211165,1.441024633
0.079612828,1.999874278
-0.517635296,1.870458517
-0.537211165,1.723175418
-0.537211165,1.328830165
0,2.084981546
0.365878822,2.104856228
0.181334708,1.80654965
0,1.731944182
2.119211097,0.838049033
0.946836576,1.748396435
2.314432183,0
0,1.403555708
0,1.394530804
1.607613215,0
2.406801932,3.102807338
0.322829453,1.69488741
0,1.477410172
0.31163115,1.762038854
0,1.372666634
-0.229926954,1.365715258
0.067987192,2.339999253
-0.053835695,1.515688372
0,2.028769765
1.393021386,0
0.508941383,1.713719547
0.513649642,1.605342213
0.869565717,1.722249556
0.587298071,1.805076888
0.168234854,1.981115183
1.254507475,2.012251497
0,1.71326779
-0.233042803,1.513563268
0,1.772689476
0.308785868,1.909502606
0,1.489215569
0.623859448,2.062732596
0,1.828611996
0,2.060133867
0.850306511,1.805581638
1.387642666,0
1.525517254,0
-0.229926954,1.851145058
0.466038913,1.854600391
0,1.47893863
0.508941383,1.870458488
2.661679525,0
0.809201878,2.111300381
0,1.89954269
1.252923625,2.112550763
1.404054473,0
1.113568036,1.973220423
-0.53095695,1.982641409
-0.537211165,2.482760891
0.947249699,1.58555008
0.945068949,1.844448195
1.133350602,1.874845405
0.812050114,1.656895487
0.071103042,1.998120697
0,1.660489661
-0.53095695,1.304945304
0,1.473028391
0.419822121,2.058180425
0,1.720458596
0.647567042,1.474898599
1.825739046,0
0.072928868,1.806210049
0,2.028978401
0,1.861134346
2.782647486,3.536445536
3.19152199,4.108856287
3.217912002,3.884252873
0,1.519430388
1.189294693,2.869711227
0,1.561656047
-0.233042803,1.347281917
0,2.165546598
0,2.01615208
0.829931328,1.781200394
1.705137183,3.280047514
1.353428275,3.023971374
1.835509151,2.919872685
-0.040514042,1.782330384
-0.053835695,2.04730646
1.375050685,3.01233286
1.704926916,3.31566069
2.663360448,3.403770458
0,2.221402185
0.253906204,2.073663725
2.340093021,3.496851311
0.42328556,2.109500673
0.433681959,1.817048442
2.401427033,3.14849089
2.390931622,3.082534133
