Ck_R1_RSEM,Ck_R2_RSEM,Ck_R3_RSEM,Cu_R1_RSEM,Cu_R2_RSEM,Cu_R3_RSEM
1.164709664,1.04359803,1.171141151,0.016615548,0.07114529,0.186956335
1.205718498,1.007449044,1.284453294,0.558108302,0.312177356,0.174350597
1.071992407,1.091174361,1.14129296,0.451786436,0.656098202,0.322839273
0,-0.616184634,0,1.386855529,1.320208621,1.365880918
2.632510943,2.624717204,2.670416568,3.469035452,3.307185289,3.385880704
0.289142836,-0.03574037,0.282168778,1.797523747,0.98721923,1.98721923
-0.709965389,-0.161780778,-0.447331784,1.363818738,1.126358727,1.603620644
0.570893036,0.630122643,0.749890841,1.372193719,1.422409257,1.074267743
-0.410050399,-0.049635146,-0.135488919,1.106326912,0.702258163,1.0040633
1.411299759,1.44456002,1.463997446,0.370142847,0.631037697,0.575534218
1.408002396,1.530250939,1.479143248,0.487421211,0.705692697,0.718003168
0,0,0,0.838534271,-0.166852888,0.368286885
0,0,-1.420216403,0.875466416,0.482444792,0.349471799
-0.301899454,-0.049635146,0.106190897,1.006080783,1.213305206,1.23271665
0.076640444,0.11058971,0.079543007,-0.982966661,-0.54668166,-0.634512015
0.800717078,0.839792184,0.925776054,-0.086186148,-0.034328029,-0.207608311
0.640878779,0.647578554,0.627673032,1.389715252,1.262284934,1.657380974
-1.229147988,-1.167491087,-1.180456064,0.155943018,-0.053547735,0.832955751
0.543322901,0.564192461,-0.058985756,1.514653989,1.506031244,2.080619273
-1.229147988,0,-0.749579998,0.263872677,0.202760687,0.900803935
0,0,0,0.685831275,-0.193820026,0.315970345
2.083398692,2.063134371,2.169944682,1.464832198,1.661613943,1.364626029
2.105741747,2.098342557,2.177920126,1.486302935,1.68999218,1.361293324
1.884075662,1.918035582,2.042461313,1.207149453,1.378561412,1.082677681
1.859288442,1.867261193,1.982117393,1.296577445,1.466155565,1.163995755
-0.203425667,-0.121478204,-0.083019953,0.82672252,0.665768551,0.98708503
2.074670189,2.018084395,2.122396114,1.410473543,1.603252662,1.325104983
0,0,0,0.95017006,0.388811413,0.455758203
1.093561758,1.087390945,1.241073081,1.929505776,1.705641379,1.988108377
-0.14327111,0.265525335,0.171141151,0.85985852,0.589949601,1.82359159
0.679518744,0.600537294,0.638988159,1.340166395,1.416024404,1.27959851
0.160468531,-0.069050969,-0.18243463,0.80685803,0.695218919,0.513883186
0.753506457,0.878234469,0.626648268,1.72314359,1.73153236,1.426088147
0.581608366,0.558348509,0.485721426,1.241546481,1.226084116,1.179523067
0.273695588,0.408239965,0.18723862,1.252051637,1.231036099,1.2511757
0.659821158,0.743274524,0.721480855,-0.062482108,-0.261219442,-0.342944147
0.818423855,0.755341184,0.816373889,2.195913483,2.157396319,2.389816153
1.137195812,1.27448114,0.883661435,1.741907606,1.942117233,2.111030514
0,0,0,0.339053736,0.113943352,0.003029471
1.623342344,1.579737879,1.585280206,0.784403302,1.145382892,0.755035934
1.467001001,1.404320467,1.437877346,0.629613445,0.91041094,0.849542252
-0.127843727,0.156851901,-0.404503778,1.280828678,0.767155866,1.02271698
0.863917377,0.977906428,0.928190948,-0.003050752,0.414973348,0.056904851
0.385248682,0.454997217,0.472171147,1.093981704,1.106088858,1.2509077
0.374565061,0.454997217,0.390758529,2.064128399,1.746727586,1.570286023
0,0,0,0.277379975,0.015359755,0.101059355
0.654946227,0.384532615,0.179264464,1.396408595,1.223184321,1.520758564
2.544457494,2.59982087,2.581013877,1.25956999,1.675237427,1.661386698
-0.15864053,-0.110138279,-0.425968732,0.716754357,0.703978825,0.730701544
0.667826379,0.683047038,0.722222464,1.487943973,1.351158307,1.578604832
0,0,0,0.48586333,-0.413412695,0.557266529
-0.094743951,0.229681842,0.165541077,0.854973674,0.912540883,0.8804134
1.027797943,1.126553478,1.040681439,2.05183913,1.952181968,2.292975606
1.020858282,0.748575617,0.359835482,0,0,0
1.362783963,1.476208277,1.371141778,1.894758994,1.853904969,2.381688945
1.070739563,1.152227172,1.082426301,1.51802673,1.55674863,2.077291579
0.769377326,0.618152733,0.15136985,0,0,0
0.027757205,0.028164419,-0.036212173,0.641176547,1.01321654,1.02271698
0.59117595,0.654176542,0.570192561,-0.790484985,-0.130181792,-0.001740662
0.95438725,1.058919261,0.895753942,1.936121494,1.939943356,1.853430497
0.29841638,-0.332547047,0.145817714,0,0,0
0.504878459,0.382917135,0.300812794,1.106700732,0.965342836,1.08546897
0.87875152,0.767007364,1.040681439,-0.018181393,0.495266744,0.115943177
1.360706989,1.580845177,1.219479738,2.200333303,1.947825684,2.257003815
-0.528708289,0,0,1.133347266,0.483872454,0.906819715
0,0,0,0.860517677,0.475089803,1.012541973
0,-0.809668302,-0.987162775,1.303865349,0.341236623,0.684576087
0.928703027,0.812110841,1.080048968,-0.023650021,0.345177617,0.021602716
-0.153662888,0.047274867,-0.364516253,0.923503067,0.85985852,1.034868996
-0.793174124,-0.598599459,-0.725842151,0.179838928,0.219060332,0.440279213
-0.099632871,-0.099632871,-0.176525771,0.770115295,0.566673138,0.571708832
0.155336037,0.346548559,0.352761192,1.339033841,1.448613578,1.372046232
-0.059981845,-0.11577123,-0.176525771,0.877486528,0.808818425,0.909181476
0.82885316,0.932625944,0.965483924,-0.522878745,0.155943018,0.237292338
0.570893036,0.606811147,0.675778342,0,-0.761953897,-0.557520231
0.919078092,0.929674318,1.033946203,-0.274905479,-0.200659451,-0.104577454
0.194514342,0.566437492,0.273464273,0,0,0
0.570893036,0.659726095,0.593728999,0.044931546,0.015359755,0.007747778
0.87875152,0.902601131,0.872331121,0.016615548,0.388811413,0.364175633
0.070407322,0.193402903,0.009875634,1.248953615,0.944285221,1.159356612
0.525174428,0.58759873,0.735199548,1.409696478,1.621238616,1.167258243
1.20846823,1.265431067,1.147428969,1.748125981,1.997630988,1.937221909
1.185343802,1.365806101,1.262094965,1.953938397,1.729974286,2.109237591
0.294686624,0.432327792,0.210586025,1.052924684,1.069705088,1.180154559
0.845965762,0.984932166,0.734399743,2.450436954,2.056794359,2.481520021
0.539201599,0.87540856,0.665299499,1.603393398,1.593119851,2.013115421
-0.279840697,-0.690369833,-0.705533774,0.398981067,0.341236623,0.782830805
-0.253365801,-0.536107011,-0.496209317,0.514414921,0.278524965,0.641771471
0.165541077,0.278982117,0.006037955,0.925879089,0.758003009,1.357095925
0,0,0,-0.092588639,0.356981401,0.2509077
-0.793174124,-0.970616222,-0.374687549,1.39359275,-0.462180905,0.941710149
-1.167491087,-0.838631998,-0.665546249,1.330210785,-0.200659451,0.787602146
0,0,0,0.805296916,0.074816441,0.271841607
0.798995734,0.848189117,0.922362097,-0.074172425,0.345177617,0.115943177
0.142389466,0.19893187,0.009875634,1.412426945,1.152257759,1.506315579
0.435207103,0.359645793,0.395675785,-0.474955193,-0.277366077,-0.876148359
1.118892725,1.287913647,0.967267092,2.069246175,1.566071989,1.864730546
-0.148130399,-0.314258261,-0.093126465,0.433609843,0.683497318,0.516799704
0,0,0,0.622524862,1.078638038,1.162325389
0.194514342,0.308991029,-0.023191663,0.776919003,1.014100322,0.777281792
1.969210832,2.128347564,2.025117357,1.712969413,1.27392678,1.22016041
-0.191789027,-0.022276395,-0.795880017,0.588943643,0.946796027,1.533327117
-0.332547047,-0.565431096,-0.108462542,0.549738731,0.73183042,0.707740454
0.321805484,0.582177038,0.086359831,1.04348017,1.266584447,1.486869511
0.443262987,0.533263517,0.452553063,1.234010818,0.982632994,1.156337101
0.509471352,0.580012113,0.738146089,-0.124360063,-0.193820026,-0.257274869
0.742332282,0.843979844,0.690993032,1.480696664,1.990973402,1.311711489
0.970393372,0.956072337,1.001863463,2.127697497,2.183981219,2.153110279
0.466571072,0.641771471,0.266936911,1.280305143,1.638918348,1.492005653
-0.000869459,0.308991029,-0.019088062,0.688864568,1.16571903,0.915663604
0.60498163,0.643748685,0.703291378,1.829426001,1.8521688,1.846776134
0.335658452,0.540579717,0.266936911,1.098782124,1.508233355,1.386498966
0.801883707,0.885417765,0.732152418,1.525407648,1.883729554,1.717645543
0.365113432,0.784617293,0.740362689,1.571638966,1.915726884,1.209916953
0,0,0,1.005566571,0.339252634,0.664171705
0.792531762,0.638888425,0.69019608,1.58980444,1.285962162,1.551523188
0,0,0,1.163965983,0.430075056,0.95201709
1.283640389,1.337898326,1.274388796,2.199637266,1.825977562,2.106541048
0.245512668,0.315130317,0.248953615,-0.238824187,-0.402304814,-0.493494968
0,0,0,0.757168192,-0.787812396,0.355834496
0.439332694,0.466719372,0.517855419,-0.557520231,-0.160521953,0.031004281
0.38219721,0.565257343,0.322839273,1.230474467,1.034909073,1.520037874
1.228887768,1.427421187,1.152349508,2.045604592,1.878274706,2.080698623
1.164204099,1.207311151,1.147150525,1.868609176,1.684189836,2.196604463
0.335658452,0.242044239,0.017867719,1.340404451,0.792811771,1.157668273
1.061904634,1.10625891,1.044735697,1.969010319,1.545331862,1.99734706
-0.515700161,-0.350665141,-0.108462542,0.728110184,0.411619706,0.522574633
0.427161403,0.296226287,-0.119186408,-1.091514981,-1.387216143,-0.876148359
-0.133122186,-0.305394801,-0.374687549,0.856366324,0.991270389,1.228759555
0.269746373,0.372359583,0.379124146,1.095587747,1.192316505,1.211974401
0,0,0,0.57840997,-0.515700161,0.271841607
-0.316952962,-0.187086643,-0.2644011,0.495544338,0.351216345,0.447158031
-0.113509275,-0.350665141,0.130976692,0.934700402,0.79844346,0.78518742
-1.602059991,-0.632644079,-0.913640169,0.36567514,0.067442843,0.256236533
-0.4710833,0.016197354,-0.549750892,1.461033069,1.742442316,2.108828767
1.185343802,1.248659743,1.359702708,2.102337643,1.861916565,2.057666104
1.542215244,1.546937297,1.585393042,2.446291681,2.218228187,2.553098648
1.631748074,1.666826744,1.632507906,2.554376483,2.355240739,2.683676399
0.832125543,0.979229593,0.799891685,1.543869464,1.51649571,1.708709767
0.418798291,0.790144365,0.205475037,1.422967181,1.106088858,1.221022805
0.851686315,1.03120642,0.782042417,1.871858869,1.594138309,1.795198509
0.853759033,0.78604121,0.87667961,1.672374979,2.131689223,1.892139143
-0.094743951,-0.273272791,-0.14691047,0.755417463,0.387033701,0.754195388
0.606811147,0.429106008,0.782759193,-0.380906669,-0.019996628,-0.123205024
0.995591324,1.017283822,1.022881813,-0.324221658,0.244771761,-0.011441043
1.597212368,1.678381787,1.871497044,0.103803721,0.093071306,-0.016373713
0.160468531,0.596267126,0.358125285,1.201178556,0.843730965,1.226496796
0.896856773,0.693375151,0.719165494,-0.20481541,-0.1123827,-0.412289035
1.231265648,1.380952528,1.167021796,2.263908157,2.186801001,2.407795264
1.132355762,1.165956187,1.1532049,0.137986733,0.280805928,0.409595019
0.936865459,1.119255889,0.965953889,2.015456161,1.555154931,2.001439469
1.054842779,1.165363051,0.976395837,2.037629652,1.624910903,2.046495164
1.074487305,1.217378648,1.042181595,1.935073763,1.487194957,1.798802518
0,-0.305394801,0,1.500798881,0.722798397,0.776483256
0.476396827,0.529558673,0.430397591,1.156700553,1.17525081,1.440798921
0.625518229,0.689930104,0.737431201,1.819201629,1.784838306,1.696609726
1.536911794,1.554646616,1.722156594,1.082498139,1.068222979,0.97653338
0.245512668,0.507855872,0.298853076,1.368993085,1.017492446,1.139595758
-0.000869459,-0.054039296,-0.14691047,0.780245284,0.413299764,0.732474177
1.238973949,1.294179541,1.339670024,0.533899101,-0.1123827,0.591843411
-1.119186408,-0.935542011,-1.721246399,1.190975657,0.727785174,1.092510112
0.674861141,0.776265218,0.938619782,-0.105130343,0.161966616,-0.086716098
-0.869666232,-0.809668302,-0.705533774,0.384711743,0.563006187,0.622731965
1.145165317,1.191059582,1.414822989,-0.159266765,-0.00656377,-0.332547047
-0.294136288,0.276691529,-0.384049948,1.789785121,1.343625195,1.598440305
0.594834356,0.693375151,0.796643704,1.55560224,1.538875223,1.29154644
0.671728088,0.736396502,0.64738297,1.330434067,1.155973345,1.564287223
0.3287872,0.406710459,0.336059278,1.117171828,1.118694508,1.174728333
0.215108581,0.237040791,0.607990859,-0.732828272,-0.3400838,-0.954677021
0.321805484,0.329194415,0.320769228,1.117569563,1.09981871,1.001214325
1.418781733,1.557567349,1.506139584,2.922515265,2.574481542,2.610284251
0.013679697,0.147985321,0.055378331,0.796574333,0.560623875,0.742175043
1.384102408,1.464951317,1.455377877,0.305566314,0.805432888,0.742175043
1.253749808,1.171375367,1.382773246,0.07114529,0.735119634,0.547897718
-0.203425667,-0.181114585,-0.447331784,1.169762577,0.812913357,1.104760167
0.94403828,1.081491329,1.264085514,-0.505845406,-0.515700161,-0.876148359
1.703256977,1.749659032,1.759463867,2.658712383,2.360754304,2.525355832
1.312325482,1.278273326,1.419972261,0.740204736,0.91897343,0.502017215
0.228400359,0.278982117,0.197831693,0.964023793,0.767155866,1.128302317
0.567849451,0.582177038,0.458184436,1.345412943,1.218955418,1.419178939
0,0,0,0.433609843,0.117271296,0.445448514
-0.772113295,-0.935542011,-1.026872146,0.41480628,0.702258163,0.279666944
-0.581698709,-0.305394801,-0.684029655,1.169086357,1.133858125,1.423016375
0,0,0,-0.283996656,0.229425848,0.457427693
0.29841638,0.384532615,0.139879086,1.420500339,0.592176757,1.301984394
0,0,-1.420216403,0.678518379,0.414973348,-0.086716098
-0.164309429,0.028164419,0.04060234,0.683767261,0.581949658,0.669409867
-1.769551079,-1.408935393,0,0.119585775,-0.222573178,0.158060794
0.449940989,0.571009672,0.629511534,1.410287849,1.617314933,1.352857562
1.071366437,0.907841143,1.209783015,0.336659823,0.694254112,0.292034436
-0.004364805,-0.069050969,0.079543007,0.825231323,0.787814567,0.476976466
0.398634325,0.509068045,0.451018452,-1.036212173,-0.369572125,-0.540607512
0.199206479,0.224791956,0.048053173,0.990472054,1.049334336,0.734239604
-0.004364805,-0.161780778,-0.393618635,0.960756091,1.021685352,1.030842503
0.013679697,-0.069050969,-0.4710833,0.897627091,0.928447063,0.95684049
0.562887381,0.60260252,0.446692466,1.600515503,1.947972579,1.807501203
-0.692503962,-0.756961951,-1.327902142,0.426185825,0.653212514,1.017659274
0.36361198,0.499961866,0.051538391,1.629949583,1.808643026,2.068226691
0.848620117,0.860577551,0.478999132,1.948437419,2.110050716,2.431460263
0.314920056,0.292034436,0.37051309,1.240099746,1.593463294,1.481657573
-0.928117993,-0.935542011,-1.251811973,1.160528554,0.665768551,1.047119039
0.343999069,0.432327792,0.403806611,1.516337021,0.978956165,1.456198965
0,0,0,0.761551989,0.10720997,1.336539781
0.915558115,0.967126581,0.914977472,0.062581984,0.530455844,0.256236533
0,-0.651695137,-0.249491605,1.516654342,1.222924467,2.149886981
1.036987998,1.048519488,1.205231439,2.151765041,1.852912852,2.224281788
0,0,0,0.755417463,-0.436518915,0.345177617
-0.515700161,0.028164419,-0.447331784,0.595275712,0.667639706,0.802978855
1.495516586,1.607540801,1.417953053,2.472466823,2.670584434,2.634377502
0.406028945,0.647578554,0.403806611,1.773786445,1.350751818,1.238873737
0.408918021,0.391464412,0.461048092,1.105135338,0.79560198,1.259713305
0.569841899,0.381115081,0.326540669,1.541416977,1.390758529,1.36214305
1.900137629,1.943133278,1.921353475,0.562292864,0.725258066,0.509471352
0.859378504,0.996117476,1.157486989,-0.614393726,-0.488116639,-0.524328812
0.38219721,0.473778835,0.372175286,1.417255738,0.97053283,0.891648944
0.689397663,0.671543085,0.61097938,-0.26520017,-0.630784143,0.017033339
-0.085656843,-0.132532512,-0.078313525,1.136657162,1.163608563,1.326909079
1.108970717,1.055225384,1.104760167,1.945547362,1.879617637,1.94889199
-0.4710833,0.019946682,-0.41453927,1.434009709,1.015778756,1.392186753
-0.991399828,0,0,0.95240494,0.588831726,0.687528961
0.343999069,0.558348509,0.485721426,1.59135404,1.390935107,1.688508808
0,0,0,0.802157753,0.011147361,0.044147621
0.927421695,0.917610526,1.003891166,-0.238824187,0.301247089,0.467312063
1.249222824,1.228964677,1.11300694,2.295105073,2.105196698,2.12631652
-0.356547324,-0.55129368,-0.565431096,0.341236623,0.086003706,0.655810494
1.440515521,1.129367596,1.441145048,2.552567234,2.391616027,2.26691812
1.66142458,1.720432203,1.580594284,2.606907789,2.437593618,2.52272324
0.529430354,0.547774705,0.400710637,1.699056855,1.555396777,1.504511639
0,0,0,0.310480891,0.266936911,0.502017215
1.730475417,1.726172784,1.750647223,2.59417369,2.273556814,2.510404244
-0.253365801,0.031812271,-0.311580178,0.870754945,0.569022586,0.682596291
1.025715384,1.224222186,0.949780208,2.088118362,1.808919585,2.202915862
-0.841637508,-0.469800302,-0.158015195,1.327379371,1.104350519,1.16790781
1.019074729,1.206771923,1.133251412,1.673546169,1.88837609,1.841891062
0,-0.899629455,0,0.332034277,0.244771761,0.719828286
0,0,0,0.370142847,0.563006187,0.964730921
0.637589786,0.59835271,0.663606708,1.886626069,1.484897473,1.7352395
0.720490068,0.628184508,0.787389621,-0.303643611,-0.101274818,0.104828404
0.302114377,0.331022171,0.413467413,-0.474955193,-0.436518915,-0.063989204
-0.332547047,-0.432973634,-0.18243463,0.308137379,0.404662701,0.557266529
0.766933094,0.90156729,0.688508808,1.614992076,1.618696438,1.774290636
0.925672994,1.038222638,1.027512692,-0.614393726,0.103803721,-0.080921908
0,0,0,0.658106836,-0.630784143,0.237292338
1.097673699,1.089445858,1.215796133,1.958926838,1.820812065,1.938774823
2.949416844,2.994556894,3.009757598,1.424489615,2.182708458,1.968296115
-0.515700161,-0.756961951,-0.665546249,0.756331767,0.266936911,0.313656347
0.868468099,0.852357984,0.873436863,1.827860162,1.58596805,1.916927466
1.496805151,1.509646002,1.389644431,0.512817759,1.095239112,0.763427994
0.160468531,0.409933123,0.017867719,1.112939976,0.743196081,1.068148741
0.325310372,0.454997217,0.545430829,1.005566571,1.283911526,1.214631945
-0.000869459,0.103803721,-0.129596095,1.340860362,1.602146842,1.666077847
1.055187139,1.178976947,1.047313816,2.091747831,1.8377336,2.10905181
0,0,0,0.86189269,0.797752129,1.320769228
0.197004728,0.260786669,0.232487866,1.113709438,0.569022586,1.185513824
1.533810175,1.636206968,1.330434067,2.082181964,2.28006365,2.306259857
-0.209011525,-0.063989204,-1.721246399,0.77524626,0.965812953,1.442526802
0.237040791,0.310905629,0.318897715,0,0,0
-0.515700161,-0.400116928,-0.795880017,1.338795032,1.276507759,1.547454711
0,0,0,0.405004665,0.011147361,0.101059355
0.699751032,0.902601131,0.867349617,1.597102562,1.952429169,1.40693172
0,0,0,0.66351247,0.229425848,0.542327383
-0.072629637,0.147985321,0.173768823,0.794975744,0.866523626,1.239974801
1.105544246,1.181185934,1.063821056,1.720101394,1.651791496,1.951104278
2.099590873,2.102488589,2.081232057,0.857030798,1.554416469,1.201533673
0.2219356,0.335056519,0.109240969,1.647236224,1.885457342,2.091930619
0,0,0,-0.023650021,0.155943018,0.104828404
0,-0.651695137,-0.647817482,0.841422044,0.827627705,0.924330985
-0.063989204,0.120244796,-0.228412519,0.699056855,0.724439723,0.718916686
0.013679697,0.331022171,0.102776615,1.126650821,0.841171694,1.313339844
