BnaA06g31840D,BnaA03g26220D,BnaA03g10460D,BnaA02g03850D,BnaA04g17820D,BnaA02g03140D
BnaA07g08900D,BnaA03g36540D,BnaA03g14120D,BnaA02g05230D,BnaA04g18370D,BnaA02g03400D
BnaA07g20510D,BnaA03g36990D,BnaA03g14270D,BnaA02g05610D,BnaA04g18390D,BnaA02g03850D
BnaA07g22010D,BnaA03g37550D,BnaA03g20910D,BnaA02g07560D,BnaA04g20680D,BnaA02g09370D
BnaA07g32690D,BnaA03g53450D,BnaA03g30610D,BnaA02g08490D,BnaA04g25270D,BnaA02g11430D
BnaA08g00690D,BnaA03g53460D,BnaA03g31030D,BnaA02g09270D,BnaA04g26260D,BnaA02g13770D
BnaA08g12950D,BnaA04g02490D,BnaA03g32290D,BnaA02g09370D,BnaA05g07890D,BnaA02g15510D
BnaA08g20250D,BnaA04g02500D,BnaA03g32460D,BnaA02g12410D,BnaA05g07940D,BnaA02g20860D
BnaA08g28290D,BnaA04g02730D,BnaA03g32470D,BnaA02g13920D,BnaA05g14700D,BnaA02g21280D
BnaA09g04590D,BnaA04g14310D,BnaA03g47140D,BnaA02g15320D,BnaA05g14710D,BnaA02g26460D
BnaA09g21200D,BnaA04g14510D,BnaA03g47900D,BnaA02g19440D,BnaA05g15430D,BnaA02g26480D
BnaA09g26620D,BnaA04g16450D,BnaA03g49190D,BnaA02g20860D,BnaA05g17130D,BnaA02g35710D
BnaA09g45320D,BnaA04g17200D,BnaA03g52980D,BnaA02g23910D,BnaA05g21810D,BnaA02g36110D
BnaA10g28100D,BnaA04g17300D,BnaA03g54330D,BnaA02g24190D,BnaA05g29160D,BnaA02g36710D
BnaAnng02130D,BnaA04g17880D,BnaA03g57280D,BnaA02g26660D,BnaA05g35300D,BnaA03g00260D
BnaAnng08190D,BnaA04g17890D,BnaA03g57910D,BnaA02g27490D,BnaA06g03980D,BnaA03g00690D
BnaAnng24130D,BnaA04g23180D,BnaA03g59400D,BnaA02g31080D,BnaA06g07950D,BnaA03g02050D
BnaAnng37270D,BnaA04g27110D,BnaA04g02530D,BnaA02g32190D,BnaA06g09180D,BnaA03g09130D
BnaC01g04600D,BnaA04g27820D,BnaA04g02890D,BnaA02g34200D,BnaA06g12790D,BnaA03g11970D
BnaC01g06260D,BnaA04g28950D,BnaA04g02900D,BnaA02g35710D,BnaA06g20170D,BnaA03g13370D
BnaC01g16560D,BnaA05g01380D,BnaA04g02910D,BnaA02g36110D,BnaA06g20400D,BnaA03g20730D
BnaC01g17360D,BnaA05g03420D,BnaA04g13280D,BnaA03g00260D,BnaA06g27590D,BnaA03g24710D
BnaC01g17510D,BnaA05g04920D,BnaA04g16670D,BnaA03g00570D,BnaA07g00280D,BnaA03g24950D
BnaC01g27960D,BnaA05g08640D,BnaA04g17820D,BnaA03g00690D,BnaA07g08900D,BnaA03g28400D
BnaC01g44440D,BnaA05g28110D,BnaA04g18370D,BnaA03g02050D,BnaA07g25000D,BnaA03g28760D
BnaC02g00190D,BnaA06g03570D,BnaA04g28600D,BnaA03g04610D,BnaA07g30890D,BnaA03g29250D
BnaC02g00640D,BnaA06g09880D,BnaA05g02980D,BnaA03g07660D,BnaA08g01590D,BnaA03g31730D
BnaC02g00650D,BnaA06g13430D,BnaA05g09830D,BnaA03g13370D,BnaA08g03870D,BnaA03g34770D
BnaC02g00660D,BnaA06g22560D,BnaA05g16210D,BnaA03g14140D,BnaA08g28290D,BnaA03g35400D
BnaC02g03800D,BnaA06g26940D,BnaA05g16220D,BnaA03g21440D,BnaA09g08160D,BnaA03g36010D
BnaC02g18400D,BnaA06g32860D,BnaA05g17690D,BnaA03g24240D,BnaA09g15980D,BnaA03g38340D
BnaC02g39470D,BnaA06g32870D,BnaA05g21810D,BnaA03g24310D,BnaA09g21200D,BnaA03g38480D
BnaC03g08340D,BnaA06g38140D,BnaA05g25410D,BnaA03g24950D,BnaA09g26290D,BnaA03g38670D
BnaC03g13170D,BnaA07g03730D,BnaA05g29430D,BnaA03g26690D,BnaA09g26620D,BnaA03g39700D
BnaC03g59540D,BnaA07g13660D,BnaA05g31800D,BnaA03g29990D,BnaA09g28660D,BnaA03g39710D
BnaC03g71830D,BnaA07g16850D,BnaA05g32040D,BnaA03g31290D,BnaA09g31110D,BnaA03g39720D
BnaC03g75780D,BnaA07g20220D,BnaA05g34220D,BnaA03g31730D,BnaA09g31190D,BnaA03g42750D
BnaC03g77950D,BnaA07g21250D,BnaA06g05680D,BnaA03g35400D,BnaA09g31990D,BnaA03g51170D
BnaC04g06220D,BnaA07g21910D,BnaA06g07480D,BnaA03g38100D,BnaA09g32810D,BnaA03g54400D
BnaC04g07310D,BnaA07g30540D,BnaA06g15780D,BnaA03g38670D,BnaA09g34560D,BnaA03g55600D
BnaC04g15970D,BnaA07g34440D,BnaA06g17510D,BnaA03g39700D,BnaA09g35810D,BnaA03g55630D
BnaC04g18890D,BnaA08g20120D,BnaA06g20620D,BnaA03g39710D,BnaA09g42530D,BnaA03g57230D
BnaC04g27310D,BnaA08g21410D,BnaA06g22570D,BnaA03g39720D,BnaA09g45210D,BnaA03g57720D
BnaC04g33580D,BnaA08g23630D,BnaA06g33390D,BnaA03g47070D,BnaA09g45320D,BnaA04g02490D
BnaC04g36720D,BnaA08g23730D,BnaA06g38280D,BnaA03g50810D,BnaA09g48360D,BnaA04g06990D
BnaC04g41100D,BnaA08g23740D,BnaA06g39180D,BnaA03g53460D,BnaA09g55520D,BnaA04g09390D
BnaC04g41300D,BnaA08g27990D,BnaA07g00490D,BnaA03g54400D,BnaA10g04720D,BnaA04g12790D
BnaC04g43370D,BnaA09g07410D,BnaA07g16120D,BnaA03g55500D,BnaA10g11830D,BnaA04g16450D
BnaC05g00810D,BnaA09g07420D,BnaA07g20580D,BnaA03g56490D,BnaA10g19280D,BnaA04g17660D
BnaC05g02960D,BnaA09g07440D,BnaA07g24330D,BnaA03g57230D,BnaA10g19700D,BnaA04g17880D
BnaC05g04270D,BnaA09g09590D,BnaA07g25000D,BnaA03g57720D,BnaA10g25140D,BnaA04g17890D
BnaC05g16910D,BnaA09g22990D,BnaA07g30890D,BnaA03g58790D,BnaA10g25150D,BnaA04g17900D
BnaC05g36260D,BnaA09g25770D,BnaA07g30980D,BnaA03g59260D,BnaAnng02130D,BnaA04g17910D
BnaC05g37340D,BnaA09g29560D,BnaA07g35960D,BnaA04g00240D,BnaAnng10430D,BnaA04g21880D
BnaC05g49100D,BnaA09g29590D,BnaA07g37510D,BnaA04g02490D,BnaAnng22220D,BnaA04g23160D
BnaC06g04300D,BnaA09g31660D,BnaA08g02130D,BnaA04g06630D,BnaAnng23290D,BnaA04g23180D
BnaC06g14430D,BnaA09g36610D,BnaA08g03810D,BnaA04g06990D,BnaAnng24130D,BnaA04g24160D
BnaC06g27450D,BnaA09g45360D,BnaA08g05990D,BnaA04g08790D,BnaAnng33460D,BnaA04g27110D
BnaC06g37460D,BnaA09g53940D,BnaA08g07640D,BnaA04g12790D,BnaC01g03790D,BnaA04g27820D
BnaC07g09650D,BnaA10g12440D,BnaA08g14650D,BnaA04g16450D,BnaC01g06170D,BnaA04g28700D
BnaC07g11450D,BnaA10g27790D,BnaA08g15490D,BnaA04g17300D,BnaC01g06260D,BnaA04g28950D
BnaC07g25420D,BnaAnng29550D,BnaA08g19150D,BnaA04g17650D,BnaC01g09730D,BnaA05g01210D
BnaC07g25770D,BnaAnng31290D,BnaA08g24980D,BnaA04g17660D,BnaC01g11870D,BnaA05g07520D
BnaC07g44880D,BnaC01g02290D,BnaA08g28290D,BnaA04g17880D,BnaC01g14310D,BnaA05g11250D
BnaC08g05450D,BnaC01g04120D,BnaA08g31060D,BnaA04g17890D,BnaC01g14470D,BnaA05g11340D
BnaC08g15720D,BnaC01g05650D,BnaA09g15980D,BnaA04g17900D,BnaC01g17360D,BnaA05g12720D
BnaC08g16460D,BnaC01g21160D,BnaA09g18730D,BnaA04g21880D,BnaC01g18120D,BnaA05g16960D
BnaC08g16510D,BnaC01g23220D,BnaA09g24330D,BnaA04g22700D,BnaC01g19790D,BnaA05g22510D
BnaC08g18870D,BnaC01g23240D,BnaA09g28660D,BnaA04g23160D,BnaC01g23680D,BnaA05g25830D
BnaC08g30200D,BnaC01g23800D,BnaA09g31110D,BnaA04g23180D,BnaC01g23690D,BnaA05g26140D
BnaC08g30210D,BnaC01g41460D,BnaA09g35810D,BnaA04g27110D,BnaC01g23960D,BnaA05g34460D
BnaC08g32510D,BnaC02g03140D,BnaA09g37690D,BnaA04g28740D,BnaC01g39410D,BnaA05g35230D
BnaC08g32810D,BnaC02g17500D,BnaA09g42530D,BnaA05g01210D,BnaC01g42510D,BnaA05g36800D
BnaC08g36240D,BnaC02g22500D,BnaA09g42760D,BnaA05g03390D,BnaC01g44240D,BnaA06g02080D
BnaC08g38240D,BnaC03g07310D,BnaA09g47880D,BnaA05g07520D,BnaC02g00150D,BnaA06g03380D
BnaC08g38300D,BnaC03g39860D,BnaA09g48320D,BnaA05g09400D,BnaC02g01280D,BnaA06g03570D
BnaC08g39240D,BnaC03g42780D,BnaA09g53100D,BnaA05g11170D,BnaC02g03970D,BnaA06g05310D
BnaC08g41990D,BnaC04g03430D,BnaA09g55520D,BnaA05g16960D,BnaC02g07300D,BnaA06g11010D
BnaC08g46980D,BnaC04g03830D,BnaA10g02700D,BnaA05g18100D,BnaC02g09520D,BnaA06g12720D
BnaC08g48840D,BnaC04g12860D,BnaA10g04170D,BnaA05g21170D,BnaC02g19190D,BnaA06g15180D
BnaC09g03690D,BnaC04g13380D,BnaA10g05160D,BnaA05g24200D,BnaC02g20980D,BnaA06g17090D
BnaC09g08390D,BnaC04g24330D,BnaA10g06750D,BnaA05g25240D,BnaC02g34180D,BnaA06g17100D
BnaC09g20220D,BnaC04g39810D,BnaA10g14840D,BnaA05g25830D,BnaC02g35520D,BnaA06g23190D
BnaC09g23130D,BnaC04g41500D,BnaA10g16710D,BnaA05g31130D,BnaC02g39470D,BnaA06g26940D
BnaC09g25620D,BnaC04g49790D,BnaA10g21830D,BnaA05g34460D,BnaC03g01450D,BnaA06g31910D
BnaC09g29580D,BnaC04g56340D,BnaA10g25140D,BnaA05g36800D,BnaC03g01590D,BnaA06g32860D
BnaC09g31400D,BnaC05g01120D,BnaAnng03150D,BnaA06g04380D,BnaC03g09590D,BnaA06g38740D
BnaC09g33230D,BnaC05g01720D,BnaAnng10430D,BnaA06g05310D,BnaC03g17080D,BnaA06g40300D
BnaC09g46990D,BnaC05g02300D,BnaAnng37270D,BnaA06g06820D,BnaC03g22980D,BnaA07g06900D
BnaCnng05940D,BnaC05g03070D,BnaAnng40180D,BnaA06g08100D,BnaC03g23020D,BnaA07g13660D
BnaCnng13880D,BnaC05g03200D,BnaAnng41640D,BnaA06g10520D,BnaC03g28730D,BnaA07g13710D
BnaCnng19610D,BnaC05g07060D,BnaAnng42010D,BnaA06g10730D,BnaC03g42770D,BnaA07g13770D
BnaCnng52140D,BnaC05g31490D,BnaC01g01370D,BnaA06g11010D,BnaC03g48530D,BnaA07g20220D
BnaCnng52760D,BnaC05g38780D,BnaC01g14310D,BnaA06g12720D,BnaC03g56720D,BnaA07g20590D
BnaCnng72490D,BnaC05g47280D,BnaC01g17360D,BnaA06g13210D,BnaC03g69840D,BnaA07g21220D
Novel00513,BnaC05g48040D,BnaC01g28810D,BnaA06g14220D,BnaC03g73200D,BnaA07g21250D
Novel00575,BnaC06g03840D,BnaC01g29030D,BnaA06g14510D,BnaC03g77940D,BnaA07g23700D
Novel00594,BnaC06g20830D,BnaC01g34260D,BnaA06g20870D,BnaC03g77950D,BnaA07g24270D
Novel00647,BnaC06g20920D,BnaC01g42060D,BnaA06g23190D,BnaC04g06220D,BnaA07g25170D
Novel00737,BnaC06g22680D,BnaC01g42660D,BnaA06g25210D,BnaC04g18890D,BnaA07g25540D
Novel01126,BnaC06g24160D,BnaC02g00150D,BnaA06g31910D,BnaC04g28570D,BnaA07g28920D
Novel01147,BnaC06g24560D,BnaC02g00650D,BnaA06g32140D,BnaC04g35760D,BnaA07g31230D
Novel01236,BnaC06g25700D,BnaC02g00660D,BnaA06g39330D,BnaC04g39120D,BnaA07g31260D
Novel01279,BnaC06g37290D,BnaC02g09520D,BnaA07g00460D,BnaC04g40450D,BnaA07g32570D
Novel01583,BnaC06g39450D,BnaC02g13480D,BnaA07g03730D,BnaC04g41100D,BnaA08g01080D
Novel01726,BnaC07g04350D,BnaC02g25780D,BnaA07g06900D,BnaC04g41400D,BnaA08g01240D
Novel01792,BnaC07g20640D,BnaC02g38940D,BnaA07g09580D,BnaC04g41410D,BnaA08g10000D
Novel01844,BnaC07g24400D,BnaC02g39470D,BnaA07g13710D,BnaC04g42530D,BnaA08g10710D
Novel01870,BnaC07g24760D,BnaC02g41800D,BnaA07g20590D,BnaC04g43370D,BnaA08g15660D
Novel01943,BnaC08g02730D,BnaC02g42580D,BnaA07g21220D,BnaC04g43450D,BnaA08g17660D
Novel02083,BnaC08g02900D,BnaC03g01450D,BnaA07g21250D,BnaC04g52440D,BnaA08g21410D
Novel02104,BnaC08g12340D,BnaC03g01590D,BnaA07g21310D,BnaC05g00810D,BnaA08g22170D
Novel02562,BnaC08g15790D,BnaC03g02090D,BnaA07g21910D,BnaC05g02960D,BnaA08g23760D
,BnaC08g34300D,BnaC03g03630D,BnaA07g22620D,BnaC05g04270D,BnaA08g24930D
,BnaC09g00560D,BnaC03g04830D,BnaA07g24270D,BnaC05g07130D,BnaA08g29810D
,BnaC09g09560D,BnaC03g09350D,BnaA07g25540D,BnaC05g07890D,BnaA08g29920D
,BnaC09g24770D,BnaC03g13170D,BnaA07g28080D,BnaC05g16910D,BnaA09g01260D
,BnaC09g25660D,BnaC03g17080D,BnaA07g30540D,BnaC05g22710D,BnaA09g07440D
,BnaC09g25790D,BnaC03g17590D,BnaA07g31230D,BnaC05g33620D,BnaA09g20260D
,BnaC09g25860D,BnaC03g23020D,BnaA07g31820D,BnaC05g34990D,BnaA09g21160D
,BnaC09g29240D,BnaC03g23770D,BnaA07g36510D,BnaC05g37250D,BnaA09g21170D
,BnaC09g31370D,BnaC03g24890D,BnaA07g37130D,BnaC05g37340D,BnaA09g25260D
,BnaC09g31920D,BnaC03g28730D,BnaA08g06520D,BnaC05g37810D,BnaA09g29560D
,BnaC09g36230D,BnaC03g30820D,BnaA08g07580D,BnaC05g43280D,BnaA09g30050D
,BnaC09g36750D,BnaC03g53500D,BnaA08g10710D,BnaC05g44770D,BnaA09g40250D
,BnaCnng16980D,BnaC03g60160D,BnaA08g14630D,BnaC05g49100D,BnaA09g40450D
,BnaCnng21510D,BnaC03g62010D,BnaA08g17660D,BnaC05g52020D,BnaA09g45420D
,BnaCnng22420D,BnaC03g62500D,BnaA08g19420D,BnaC06g04030D,BnaA09g49190D
,BnaCnng28690D,BnaC03g71220D,BnaA08g21730D,BnaC06g04300D,BnaA09g55550D
,BnaCnng47170D,BnaC03g71530D,BnaA08g22170D,BnaC06g06620D,BnaA10g07790D
,BnaCnng49800D,BnaC04g01760D,BnaA08g23730D,BnaC06g08370D,BnaA10g12440D
,BnaCnng49880D,BnaC04g06220D,BnaA08g23760D,BnaC06g19470D,BnaA10g16150D
,BnaCnng52160D,BnaC04g07310D,BnaA08g24900D,BnaC06g20280D,BnaA10g21880D
,BnaCnng53710D,BnaC04g08970D,BnaA08g25600D,BnaC06g23390D,BnaA10g29120D
,BnaCnng62600D,BnaC04g10590D,BnaA08g27990D,BnaC06g24800D,BnaA10g30150D
,BnaCnng70010D,BnaC04g20610D,BnaA09g01260D,BnaC06g29710D,BnaAnng00860D
,Novel00357,BnaC04g20620D,BnaA09g02670D,BnaC06g31320D,BnaAnng04980D
,Novel00422,BnaC04g21420D,BnaA09g07440D,BnaC06g34390D,BnaAnng06570D
,Novel00506,BnaC04g36720D,BnaA09g13970D,BnaC06g38750D,BnaAnng17550D
,Novel00540,BnaC04g39660D,BnaA09g14820D,BnaC06g41290D,BnaAnng17720D
,Novel00554,BnaC04g40450D,BnaA09g17680D,BnaC07g00800D,BnaAnng24450D
,Novel00829,BnaC04g41400D,BnaA09g19870D,BnaC07g23010D,BnaAnng29840D
,Novel01165,BnaC04g41410D,BnaA09g20260D,BnaC07g25410D,BnaAnng32690D
,Novel01186,BnaC04g43370D,BnaA09g21160D,BnaC07g25770D,BnaAnng38820D
,Novel01306,BnaC04g48840D,BnaA09g21170D,BnaC07g27790D,BnaAnng42000D
,Novel01351,BnaC05g00810D,BnaA09g25260D,BnaC07g36170D,BnaC01g00070D
,Novel02325,BnaC05g02960D,BnaA09g30050D,BnaC07g44870D,BnaC01g00800D
,Novel02451,BnaC05g04270D,BnaA09g40450D,BnaC07g44880D,BnaC01g04230D
,Novel02635,BnaC05g07130D,BnaA09g45420D,BnaC07g50480D,BnaC01g05200D
,Novel02775,BnaC05g07890D,BnaA09g49190D,BnaC08g05450D,BnaC01g05650D
,,BnaC05g34990D,BnaA09g53800D,BnaC08g10640D,BnaC01g08600D
,,BnaC05g41730D,BnaA09g55550D,BnaC08g13450D,BnaC01g08890D
,,BnaC05g42870D,BnaA10g03280D,BnaC08g22550D,BnaC01g11290D
,,BnaC06g01030D,BnaA10g05120D,BnaC08g36010D,BnaC01g11640D
,,BnaC06g03380D,BnaA10g07790D,BnaC08g36970D,BnaC01g13210D
,,BnaC06g22540D,BnaA10g12240D,BnaC08g37790D,BnaC01g13420D
,,BnaC06g29710D,BnaA10g12410D,BnaC08g38240D,BnaC01g14070D
,,BnaC06g31170D,BnaA10g13000D,BnaC08g38970D,BnaC01g15360D
,,BnaC06g32760D,BnaA10g14220D,BnaC08g39190D,BnaC01g15910D
,,BnaC06g34390D,BnaA10g19670D,BnaC08g39240D,BnaC01g16050D
,,BnaC06g36050D,BnaA10g23990D,BnaC08g41720D,BnaC01g16760D
,,BnaC06g37460D,BnaA10g25070D,BnaC08g46770D,BnaC01g16890D
,,BnaC07g01480D,BnaA10g27940D,BnaC08g48990D,BnaC01g17800D
,,BnaC07g30990D,BnaA10g29120D,BnaC08g49740D,BnaC01g19960D
,,BnaC07g44870D,BnaAnng00160D,BnaC09g08360D,BnaC01g20480D
,,BnaC07g44880D,BnaAnng00860D,BnaC09g12030D,BnaC01g21370D
,,BnaC07g44970D,BnaAnng06570D,BnaC09g14050D,BnaC01g23240D
,,BnaC07g45790D,BnaAnng13830D,BnaC09g20230D,BnaC01g23800D
,,BnaC08g10640D,BnaAnng17550D,BnaC09g23010D,BnaC01g28060D
,,BnaC08g16460D,BnaAnng23390D,BnaC09g29780D,BnaC01g32320D
,,BnaC08g16510D,BnaAnng29550D,BnaC09g31400D,BnaC01g35970D
,,BnaC08g21490D,BnaAnng32690D,BnaC09g32570D,BnaC01g37250D
,,BnaC08g26550D,BnaAnng32770D,BnaC09g33230D,BnaC01g37840D
,,BnaC08g30200D,BnaAnng38820D,BnaC09g34380D,BnaC01g41470D
,,BnaC08g30210D,BnaAnng41980D,BnaC09g36470D,BnaC01g41530D
,,BnaC08g31800D,BnaC01g00800D,BnaC09g40190D,BnaC01g41860D
,,BnaC08g36970D,BnaC01g04380D,BnaC09g43680D,BnaC01g42100D
,,BnaC08g37790D,BnaC01g06770D,BnaC09g51670D,BnaC02g02440D
,,BnaC08g38300D,BnaC01g12600D,BnaCnng08750D,BnaC02g02840D
,,BnaC08g38970D,BnaC01g16050D,BnaCnng12070D,BnaC02g07030D
,,BnaC08g39240D,BnaC01g16780D,BnaCnng12120D,BnaC02g07900D
,,BnaC08g41800D,BnaC01g23240D,BnaCnng15910D,BnaC02g08750D
,,BnaC08g41990D,BnaC01g23800D,BnaCnng19610D,BnaC02g12420D
,,BnaC09g00910D,BnaC01g28060D,BnaCnng19840D,BnaC02g13450D
,,BnaC09g19270D,BnaC01g28900D,BnaCnng25080D,BnaC02g15950D
,,BnaC09g20220D,BnaC02g01060D,BnaCnng25630D,BnaC02g16480D
,,BnaC09g20230D,BnaC02g02840D,BnaCnng31690D,BnaC02g19140D
,,BnaC09g23010D,BnaC02g07030D,BnaCnng35860D,BnaC02g22500D
,,BnaC09g29780D,BnaC02g10620D,BnaCnng38120D,BnaC02g23430D
,,BnaC09g30290D,BnaC02g13450D,BnaCnng56930D,BnaC02g26740D
,,BnaC09g36470D,BnaC02g20480D,BnaCnng65800D,BnaC02g30630D
,,BnaC09g39650D,BnaC02g25260D,BnaUnng03830D,BnaC02g33230D
,,BnaC09g41370D,BnaC02g26740D,BnaUnng04350D,BnaC02g33760D
,,BnaC09g43450D,BnaC02g31570D,Novel00124,BnaC02g36780D
,,BnaC09g43680D,BnaC02g33280D,Novel00262,BnaC02g37040D
,,BnaC09g52420D,BnaC02g41790D,Novel00513,BnaC02g41790D
,,BnaCnng04920D,BnaC03g00160D,Novel00575,BnaC02g44590D
,,BnaCnng13880D,BnaC03g04250D,Novel00594,BnaC03g04250D
,,BnaCnng19840D,BnaC03g07310D,Novel00599,BnaC03g04530D
,,BnaCnng32740D,BnaC03g07360D,Novel00647,BnaC03g07360D
,,BnaCnng35860D,BnaC03g07710D,Novel00682,BnaC03g11640D
,,BnaCnng38120D,BnaC03g09870D,Novel00780,BnaC03g13330D
,,BnaCnng52140D,BnaC03g25630D,Novel00815,BnaC03g13930D
,,BnaCnng56930D,BnaC03g27420D,Novel00859,BnaC03g28770D
,,BnaCnng62150D,BnaC03g30450D,Novel00882,BnaC03g28910D
,,BnaCnng63890D,BnaC03g33530D,Novel00898,BnaC03g30020D
,,BnaCnng67310D,BnaC03g33710D,Novel00958,BnaC03g30450D
,,Novel00042,BnaC03g41100D,Novel01095,BnaC03g38990D
,,Novel00124,BnaC03g41160D,Novel01129,BnaC03g41100D
,,Novel00575,BnaC03g54910D,Novel01147,BnaC03g41160D
,,Novel00694,BnaC03g56930D,Novel01195,BnaC03g41850D
,,Novel00737,BnaC03g59520D,Novel01229,BnaC03g41970D
,,Novel00806,BnaC03g60950D,Novel01248,BnaC03g48550D
,,Novel00816,BnaC04g00770D,Novel01259,BnaC03g50210D
,,Novel00981,BnaC04g03830D,Novel01261,BnaC03g51450D
,,Novel01064,BnaC04g08350D,Novel01269,BnaC03g64860D
,,Novel01552,BnaC04g08780D,Novel01327,BnaC03g68490D
,,Novel01568,BnaC04g12860D,Novel01487,BnaC03g72900D
,,Novel01627,BnaC04g16680D,Novel01488,BnaC03g74650D
,,Novel01653,BnaC04g24410D,Novel01557,BnaC03g75130D
,,Novel01761,BnaC04g29010D,Novel01601,BnaC03g77920D
,,Novel02078,BnaC04g29320D,Novel01631,BnaC04g00770D
,,Novel02562,BnaC04g39810D,Novel01761,BnaC04g02050D
,,Novel02728,BnaC04g41500D,Novel01823,BnaC04g03430D
,,,BnaC04g41510D,Novel01870,BnaC04g05690D
,,,BnaC04g41530D,Novel01911,BnaC04g12860D
,,,BnaC04g48680D,Novel01938,BnaC04g13200D
,,,BnaC04g55250D,Novel02045,BnaC04g13380D
,,,BnaC05g01120D,Novel02076,BnaC04g16680D
,,,BnaC05g03200D,Novel02083,BnaC04g24410D
,,,BnaC05g05550D,Novel02094,BnaC04g26530D
,,,BnaC05g06070D,Novel02197,BnaC04g31470D
,,,BnaC05g06830D,Novel02210,BnaC04g33600D
,,,BnaC05g08180D,Novel02211,BnaC04g39410D
,,,BnaC05g14270D,Novel02234,BnaC04g39810D
,,,BnaC05g33030D,Novel02297,BnaC04g41500D
,,,BnaC05g34420D,Novel02393,BnaC04g41510D
,,,BnaC05g38780D,Novel02394,BnaC04g45370D
,,,BnaC05g39850D,Novel02428,BnaC04g49790D
,,,BnaC05g43840D,Novel02450,BnaC04g55250D
,,,BnaC05g43950D,Novel02562,BnaC05g01120D
,,,BnaC05g48040D,Novel02722,BnaC05g01720D
,,,BnaC06g04100D,Novel02728,BnaC05g02300D
,,,BnaC06g12050D,Novel02738,BnaC05g03070D
,,,BnaC06g15890D,Novel02845,BnaC05g03200D
,,,BnaC06g17850D,,BnaC05g05770D
,,,BnaC06g20830D,,BnaC05g06280D
,,,BnaC06g20920D,,BnaC05g06370D
,,,BnaC06g23520D,,BnaC05g06430D
,,,BnaC06g24160D,,BnaC05g07060D
,,,BnaC06g24560D,,BnaC05g13390D
,,,BnaC06g26170D,,BnaC05g14270D
,,,BnaC06g27340D,,BnaC05g21520D
,,,BnaC06g30560D,,BnaC05g24960D
,,,BnaC06g30760D,,BnaC05g28210D
,,,BnaC06g33050D,,BnaC05g28640D
,,,BnaC06g34930D,,BnaC05g31500D
,,,BnaC06g34970D,,BnaC05g33030D
,,,BnaC06g35550D,,BnaC05g34130D
,,,BnaC07g03440D,,BnaC05g34420D
,,,BnaC07g04280D,,BnaC05g35340D
,,,BnaC07g04350D,,BnaC05g35540D
,,,BnaC07g09690D,,BnaC05g35610D
,,,BnaC07g10760D,,BnaC05g35710D
,,,BnaC07g12800D,,BnaC05g35840D
,,,BnaC07g15380D,,BnaC05g36050D
,,,BnaC07g23340D,,BnaC05g36400D
,,,BnaC07g34880D,,BnaC05g37050D
,,,BnaC07g40510D,,BnaC05g38390D
,,,BnaC07g42640D,,BnaC05g38430D
,,,BnaC07g43000D,,BnaC05g38780D
,,,BnaC07g43010D,,BnaC05g39650D
,,,BnaC07g45210D,,BnaC05g39680D
,,,BnaC07g45220D,,BnaC05g40550D
,,,BnaC07g45330D,,BnaC05g40560D
,,,BnaC07g51280D,,BnaC05g42300D
,,,BnaC08g14950D,,BnaC05g43270D
,,,BnaC08g15100D,,BnaC05g43460D
,,,BnaC08g15110D,,BnaC05g46060D
,,,BnaC08g16790D,,BnaC05g46980D
,,,BnaC08g36730D,,BnaC05g48040D
,,,BnaC08g43490D,,BnaC06g12020D
,,,BnaC08g48430D,,BnaC06g12050D
